density	noise_sigma	noise_seed	method	junction	incoming_row	outgoing_col	global_entry	truth	estimate	abs_error
dense	0.2	3	map_lbfgs	4	1	3	51	0.54	0.5734878137	0.03348781367
dense	0.2	3	map_lbfgs	4	1	4	52	0.18	0.1622091438	0.01779085617
dense	0.2	3	map_lbfgs	4	2	1	53	0.16	0.1151383379	0.04486166213
dense	0.2	3	map_lbfgs	4	2	2	54	0.1	0.3654765929	0.2654765929
dense	0.2	3	map_lbfgs	4	2	3	55	0.2	0.3402316052	0.1402316052
dense	0.2	3	map_lbfgs	4	2	4	56	0.54	0.179153464	0.360846536
dense	0.2	3	map_lbfgs	4	3	1	57	0.46	0.2628149959	0.1971850041
dense	0.2	3	map_lbfgs	4	3	2	58	0.24	0.3326411218	0.09264112183
dense	0.2	3	map_lbfgs	4	3	3	59	0.1	0.2208014583	0.1208014583
dense	0.2	3	map_lbfgs	4	3	4	60	0.2	0.183742424	0.016257576
dense	0.2	3	map_lbfgs	4	4	1	61	0.2	0.09383291508	0.1061670849
dense	0.2	3	map_lbfgs	4	4	2	62	0.48	0.2127750367	0.2672249633
dense	0.2	3	map_lbfgs	4	4	3	63	0.22	0.438905303	0.218905303
dense	0.2	3	map_lbfgs	4	4	4	64	0.1	0.2544867452	0.1544867452
dense	0.4	1	esmda	1	1	1	1	0.1	0.119022417	0.01902241705
dense	0.4	1	esmda	1	1	2	2	0.12	0.5186326087	0.3986326087
dense	0.4	1	esmda	1	1	3	3	0.5	0.08218818543	0.4178118146
dense	0.4	1	esmda	1	1	4	4	0.28	0.2801567888	0.0001567888429
dense	0.4	1	esmda	1	2	1	5	0.08	0.1974021967	0.1174021967
dense	0.4	1	esmda	1	2	2	6	0.18	0.4311773672	0.2511773672
dense	0.4	1	esmda	1	2	3	7	0.22	0.1021138894	0.1178861106
dense	0.4	1	esmda	1	2	4	8	0.52	0.2693065467	0.2506934533
dense	0.4	1	esmda	1	3	1	9	0.42	0.9304059755	0.5104059755
dense	0.4	1	esmda	1	3	2	10	0.24	0.01041423272	0.2295857673
dense	0.4	1	esmda	1	3	3	11	0.08	0.009025802165	0.07097419783
dense	0.4	1	esmda	1	3	4	12	0.26	0.05015398958	0.2098460104
dense	0.4	1	esmda	1	4	1	13	0.2	0.3533496608	0.1533496608
dense	0.4	1	esmda	1	4	2	14	0.46	0.03208268941	0.4279173106
dense	0.4	1	esmda	1	4	3	15	0.24	0.1236429808	0.1163570192
dense	0.4	1	esmda	1	4	4	16	0.1	0.490924669	0.390924669
dense	0.4	1	esmda	2	1	1	17	0.18	0.3856983355	0.2056983355
dense	0.4	1	esmda	2	1	2	18	0.08	0.03931529509	0.04068470491
dense	0.4	1	esmda	2	1	3	19	0.16	0.3196657492	0.1596657492
dense	0.4	1	esmda	2	1	4	20	0.58	0.2553206202	0.3246793798
dense	0.4	1	esmda	2	2	1	21	0.14	0.01828121318	0.1217187868
dense	0.4	1	esmda	2	2	2	22	0.1	0.0339432648	0.0660567352
dense	0.4	1	esmda	2	2	3	23	0.56	0.8904608939	0.3304608939
dense	0.4	1	esmda	2	2	4	24	0.2	0.05731462811	0.1426853719
dense	0.4	1	esmda	2	3	1	25	0.48	0.007342018515	0.4726579815
dense	0.4	1	esmda	2	3	2	26	0.2	0.8835620747	0.6835620747
dense	0.4	1	esmda	2	3	3	27	0.08	0.04098950781	0.03901049219
dense	0.4	1	esmda	2	3	4	28	0.24	0.06810639892	0.1718936011
dense	0.4	1	esmda	2	4	1	29	0.18	0.0024198592	0.1775801408
dense	0.4	1	esmda	2	4	2	30	0.42	0.9781768457	0.5581768457
dense	0.4	1	esmda	2	4	3	31	0.3	0.01347189317	0.2865281068
dense	0.4	1	esmda	2	4	4	32	0.1	0.005931401933	0.09406859807
dense	0.4	1	esmda	3	1	1	33	0.16	0.4029649036	0.2429649036
dense	0.4	1	esmda	3	1	2	34	0.18	0.09112588875	0.08887411125
dense	0.4	1	esmda	3	1	3	35	0.42	0.1391607415	0.2808392585
dense	0.4	1	esmda	3	1	4	36	0.24	0.3667484661	0.1267484661
dense	0.4	1	esmda	3	2	1	37	0.1	0.3809641842	0.2809641842
dense	0.4	1	esmda	3	2	2	38	0.22	0.2189295707	0.001070429254
dense	0.4	1	esmda	3	2	3	39	0.18	0.2076118599	0.02761185992
dense	0.4	1	esmda	3	2	4	40	0.5	0.1924943852	0.3075056148
dense	0.4	1	esmda	3	3	1	41	0.44	0.1748982831	0.2651017169
dense	0.4	1	esmda	3	3	2	42	0.18	0.4525898858	0.2725898858
dense	0.4	1	esmda	3	3	3	43	0.1	0.1061431521	0.006143152147
dense	0.4	1	esmda	3	3	4	44	0.28	0.2663686789	0.01363132111
dense	0.4	1	esmda	3	4	1	45	0.22	0.1297169962	0.09028300382
dense	0.4	1	esmda	3	4	2	46	0.4	0.2012541057	0.1987458943
dense	0.4	1	esmda	3	4	3	47	0.26	0.381567189	0.121567189
dense	0.4	1	esmda	3	4	4	48	0.12	0.2874617091	0.1674617091
dense	0.4	1	esmda	4	1	1	49	0.12	0.02783026947	0.09216973053
dense	0.4	1	esmda	4	1	2	50	0.16	0.6676706009	0.5076706009
dense	0.4	1	esmda	4	1	3	51	0.54	0.2388397506	0.3011602494
dense	0.4	1	esmda	4	1	4	52	0.18	0.06565937903	0.114340621
dense	0.4	1	esmda	4	2	1	53	0.16	0.007496306822	0.1525036932
dense	0.4	1	esmda	4	2	2	54	0.1	0.5109720693	0.4109720693
dense	0.4	1	esmda	4	2	3	55	0.2	0.1986066836	0.001393316409
dense	0.4	1	esmda	4	2	4	56	0.54	0.2829249403	0.2570750597
dense	0.4	1	esmda	4	3	1	57	0.46	0.08290891476	0.3770910852
dense	0.4	1	esmda	4	3	2	58	0.24	0.4252439932	0.1852439932
dense	0.4	1	esmda	4	3	3	59	0.1	0.3795944584	0.2795944584
dense	0.4	1	esmda	4	3	4	60	0.2	0.1122526337	0.08774736632
dense	0.4	1	esmda	4	4	1	61	0.2	0.5549576053	0.3549576053
dense	0.4	1	esmda	4	4	2	62	0.48	0.1086567776	0.3713432224
dense	0.4	1	esmda	4	4	3	63	0.22	0.273352114	0.05335211396
dense	0.4	1	esmda	4	4	4	64	0.1	0.06303350313	0.03696649687
dense	0.4	1	map_lbfgs	1	1	1	1	0.1	0.2405878503	0.1405878503
dense	0.4	1	map_lbfgs	1	1	2	2	0.12	0.3488995727	0.2288995727
dense	0.4	1	map_lbfgs	1	1	3	3	0.5	0.100280037	0.399719963
dense	0.4	1	map_lbfgs	1	1	4	4	0.28	0.31023254	0.03023254001
dense	0.4	1	map_lbfgs	1	2	1	5	0.08	0.14971726	0.06971726003
dense	0.4	1	map_lbfgs	1	2	2	6	0.18	0.5479980214	0.3679980214
dense	0.4	1	map_lbfgs	1	2	3	7	0.22	0.08577044119	0.1342295588
dense	0.4	1	map_lbfgs	1	2	4	8	0.52	0.2165142773	0.3034857227
dense	0.4	1	map_lbfgs	1	3	1	9	0.42	0.5827281272	0.1627281272
dense	0.4	1	map_lbfgs	1	3	2	10	0.24	0.04034366245	0.1996563376
dense	0.4	1	map_lbfgs	1	3	3	11	0.08	0.06783082456	0.01216917544
dense	0.4	1	map_lbfgs	1	3	4	12	0.26	0.3090973858	0.04909738579
dense	0.4	1	map_lbfgs	1	4	1	13	0.2	0.5776159593	0.3776159593
dense	0.4	1	map_lbfgs	1	4	2	14	0.46	0.04692545367	0.4130745463
dense	0.4	1	map_lbfgs	1	4	3	15	0.24	0.1700338474	0.06996615264
dense	0.4	1	map_lbfgs	1	4	4	16	0.1	0.2054247397	0.1054247397
dense	0.4	1	map_lbfgs	2	1	1	17	0.18	0.1557504702	0.02424952985
dense	0.4	1	map_lbfgs	2	1	2	18	0.08	0.2924342202	0.2124342202
dense	0.4	1	map_lbfgs	2	1	3	19	0.16	0.2925027737	0.1325027737
dense	0.4	1	map_lbfgs	2	1	4	20	0.58	0.2593125359	0.3206874641
dense	0.4	1	map_lbfgs	2	2	1	21	0.14	0.1189353266	0.02106467338
dense	0.4	1	map_lbfgs	2	2	2	22	0.1	0.324827362	0.224827362
dense	0.4	1	map_lbfgs	2	2	3	23	0.56	0.3250249675	0.2349750325
dense	0.4	1	map_lbfgs	2	2	4	24	0.2	0.2312123439	0.03121234393
dense	0.4	1	map_lbfgs	2	3	1	25	0.48	0.02924335448	0.4507566455
dense	0.4	1	map_lbfgs	2	3	2	26	0.2	0.2961250882	0.09612508821
dense	0.4	1	map_lbfgs	2	3	3	27	0.08	0.2961210704	0.2161210704
dense	0.4	1	map_lbfgs	2	3	4	28	0.24	0.3785104869	0.1385104869
dense	0.4	1	map_lbfgs	2	4	1	29	0.18	0.03422309902	0.145776901
dense	0.4	1	map_lbfgs	2	4	2	30	0.42	0.3497994975	0.07020050252
dense	0.4	1	map_lbfgs	2	4	3	31	0.3	0.3499645336	0.0499645336
dense	0.4	1	map_lbfgs	2	4	4	32	0.1	0.2660128699	0.1660128699
dense	0.4	1	map_lbfgs	3	1	1	33	0.16	0.3494511789	0.1894511789
dense	0.4	1	map_lbfgs	3	1	2	34	0.18	0.2067758716	0.02677587162
dense	0.4	1	map_lbfgs	3	1	3	35	0.42	0.2081924851	0.2118075149
dense	0.4	1	map_lbfgs	3	1	4	36	0.24	0.2355804644	0.004419535606
dense	0.4	1	map_lbfgs	3	2	1	37	0.1	0.3256971169	0.2256971169
dense	0.4	1	map_lbfgs	3	2	2	38	0.22	0.2168914451	0.003108554909
dense	0.4	1	map_lbfgs	3	2	3	39	0.18	0.217483066	0.03748306598
dense	0.4	1	map_lbfgs	3	2	4	40	0.5	0.239928372	0.260071628
dense	0.4	1	map_lbfgs	3	3	1	41	0.44	0.3145305092	0.1254694908
dense	0.4	1	map_lbfgs	3	3	2	42	0.18	0.2217111479	0.04171114789
dense	0.4	1	map_lbfgs	3	3	3	43	0.1	0.2219596621	0.1219596621
dense	0.4	1	map_lbfgs	3	3	4	44	0.28	0.2417986809	0.03820131914
dense	0.4	1	map_lbfgs	3	4	1	45	0.22	0.3376137476	0.1176137476
dense	0.4	1	map_lbfgs	3	4	2	46	0.4	0.2117947283	0.1882052717
dense	0.4	1	map_lbfgs	3	4	3	47	0.26	0.2127833805	0.04721661955
dense	0.4	1	map_lbfgs	3	4	4	48	0.12	0.2378081436	0.1178081436
dense	0.4	1	map_lbfgs	4	1	1	49	0.12	0.02400215117	0.09599784883
dense	0.4	1	map_lbfgs	4	1	2	50	0.16	0.4777332818	0.3177332818
dense	0.4	1	map_lbfgs	4	1	3	51	0.54	0.1195445174	0.4204554826
dense	0.4	1	map_lbfgs	4	1	4	52	0.18	0.3787200496	0.1987200496
dense	0.4	1	map_lbfgs	4	2	1	53	0.16	0.02316533866	0.1368346613
dense	0.4	1	map_lbfgs	4	2	2	54	0.1	0.3718961252	0.2718961252
dense	0.4	1	map_lbfgs	4	2	3	55	0.2	0.09911764705	0.100882353
dense	0.4	1	map_lbfgs	4	2	4	56	0.54	0.5058208891	0.03417911095
dense	0.4	1	map_lbfgs	4	3	1	57	0.46	0.01785363319	0.4421463668
dense	0.4	1	map_lbfgs	4	3	2	58	0.24	0.04231451473	0.1976854853
dense	0.4	1	map_lbfgs	4	3	3	59	0.1	0.8966681396	0.7966681396
dense	0.4	1	map_lbfgs	4	3	4	60	0.2	0.04316371251	0.1568362875
dense	0.4	1	map_lbfgs	4	4	1	61	0.2	0.4899298393	0.2899298393
dense	0.4	1	map_lbfgs	4	4	2	62	0.48	0.4017193494	0.07828065063
dense	0.4	1	map_lbfgs	4	4	3	63	0.22	0.04461590768	0.1753840923
dense	0.4	1	map_lbfgs	4	4	4	64	0.1	0.06373490362	0.03626509638
dense	0.4	2	esmda	1	1	1	1	0.1	0.7672231829	0.6672231829
dense	0.4	2	esmda	1	1	2	2	0.12	0.007291335978	0.112708664
dense	0.4	2	esmda	1	1	3	3	0.5	0.03570629361	0.4642937064
dense	0.4	2	esmda	1	1	4	4	0.28	0.1897791875	0.09022081252
dense	0.4	2	esmda	1	2	1	5	0.08	0.4097714014	0.3297714014
dense	0.4	2	esmda	1	2	2	6	0.18	0.04818640548	0.1318135945
dense	0.4	2	esmda	1	2	3	7	0.22	0.3393041512	0.1193041512
dense	0.4	2	esmda	1	2	4	8	0.52	0.2027380419	0.3172619581
dense	0.4	2	esmda	1	3	1	9	0.42	0.09856924108	0.3214307589
dense	0.4	2	esmda	1	3	2	10	0.24	0.1380947959	0.1019052041
dense	0.4	2	esmda	1	3	3	11	0.08	0.3114262296	0.2314262296
dense	0.4	2	esmda	1	3	4	12	0.26	0.4519097333	0.1919097333
dense	0.4	2	esmda	1	4	1	13	0.2	0.2768991371	0.07689913708
dense	0.4	2	esmda	1	4	2	14	0.46	0.221064485	0.238935515
dense	0.4	2	esmda	1	4	3	15	0.24	0.268347248	0.028347248
dense	0.4	2	esmda	1	4	4	16	0.1	0.2336891299	0.1336891299
dense	0.4	2	esmda	2	1	1	17	0.18	0.04664470591	0.1333552941
dense	0.4	2	esmda	2	1	2	18	0.08	0.5253641329	0.4453641329
dense	0.4	2	esmda	2	1	3	19	0.16	0.1883049323	0.02830493229
dense	0.4	2	esmda	2	1	4	20	0.58	0.2396862289	0.3403137711
dense	0.4	2	esmda	2	2	1	21	0.14	0.1205234259	0.01947657408
dense	0.4	2	esmda	2	2	2	22	0.1	0.0932850475	0.006714952504
dense	0.4	2	esmda	2	2	3	23	0.56	0.4616760727	0.09832392727
dense	0.4	2	esmda	2	2	4	24	0.2	0.3245154539	0.1245154539
dense	0.4	2	esmda	2	3	1	25	0.48	0.7472145149	0.2672145149
dense	0.4	2	esmda	2	3	2	26	0.2	0.06215386807	0.1378461319
dense	0.4	2	esmda	2	3	3	27	0.08	0.176391671	0.09639167103
dense	0.4	2	esmda	2	3	4	28	0.24	0.01423994597	0.225760054
dense	0.4	2	esmda	2	4	1	29	0.18	0.06097696296	0.119023037
dense	0.4	2	esmda	2	4	2	30	0.42	0.0239184776	0.3960815224
dense	0.4	2	esmda	2	4	3	31	0.3	0.9014438733	0.6014438733
dense	0.4	2	esmda	2	4	4	32	0.1	0.01366068616	0.08633931384
dense	0.4	2	esmda	3	1	1	33	0.16	0.07276229974	0.08723770026
dense	0.4	2	esmda	3	1	2	34	0.18	0.5333863776	0.3533863776
dense	0.4	2	esmda	3	1	3	35	0.42	0.2746405339	0.1453594661
dense	0.4	2	esmda	3	1	4	36	0.24	0.1192107887	0.1207892113
dense	0.4	2	esmda	3	2	1	37	0.1	0.7183478647	0.6183478647
dense	0.4	2	esmda	3	2	2	38	0.22	0.06675176891	0.1532482311
dense	0.4	2	esmda	3	2	3	39	0.18	0.1270868589	0.05291314115
dense	0.4	2	esmda	3	2	4	40	0.5	0.08781350754	0.4121864925
dense	0.4	2	esmda	3	3	1	41	0.44	0.275868535	0.164131465
dense	0.4	2	esmda	3	3	2	42	0.18	0.4796798745	0.2996798745
dense	0.4	2	esmda	3	3	3	43	0.1	0.07892047297	0.02107952703
dense	0.4	2	esmda	3	3	4	44	0.28	0.1655311176	0.1144688824
dense	0.4	2	esmda	3	4	1	45	0.22	0.4063005018	0.1863005018
dense	0.4	2	esmda	3	4	2	46	0.4	0.1074065889	0.2925934111
dense	0.4	2	esmda	3	4	3	47	0.26	0.1977197095	0.06228029053
dense	0.4	2	esmda	3	4	4	48	0.12	0.2885731998	0.1685731998
dense	0.4	2	esmda	4	1	1	49	0.12	0.04341652406	0.07658347594
dense	0.4	2	esmda	4	1	2	50	0.16	0.5438097358	0.3838097358
dense	0.4	2	esmda	4	1	3	51	0.54	0.1196078349	0.4203921651
dense	0.4	2	esmda	4	1	4	52	0.18	0.2931659052	0.1131659052
dense	0.4	2	esmda	4	2	1	53	0.16	0.04422741888	0.1157725811
dense	0.4	2	esmda	4	2	2	54	0.1	0.429902919	0.329902919
dense	0.4	2	esmda	4	2	3	55	0.2	0.09765033407	0.1023496659
dense	0.4	2	esmda	4	2	4	56	0.54	0.4282193281	0.1117806719
dense	0.4	2	esmda	4	3	1	57	0.46	0.3561257567	0.1038742433
dense	0.4	2	esmda	4	3	2	58	0.24	0.03994786627	0.2000521337
dense	0.4	2	esmda	4	3	3	59	0.1	0.5299160382	0.4299160382
dense	0.4	2	esmda	4	3	4	60	0.2	0.07401033878	0.1259896612
dense	0.4	2	esmda	4	4	1	61	0.2	0.1980947686	0.001905231449
dense	0.4	2	esmda	4	4	2	62	0.48	0.5644054227	0.08440542275
dense	0.4	2	esmda	4	4	3	63	0.22	0.1798345626	0.04016543742
dense	0.4	2	esmda	4	4	4	64	0.1	0.05766524612	0.04233475388
dense	0.4	2	map_lbfgs	1	1	1	1	0.1	0.5250631811	0.4250631811
dense	0.4	2	map_lbfgs	1	1	2	2	0.12	0.03746265827	0.08253734173
dense	0.4	2	map_lbfgs	1	1	3	3	0.5	0.2271209908	0.2728790092
dense	0.4	2	map_lbfgs	1	1	4	4	0.28	0.2103531699	0.06964683013
dense	0.4	2	map_lbfgs	1	2	1	5	0.08	0.5298900553	0.4498900553
dense	0.4	2	map_lbfgs	1	2	2	6	0.18	0.04415372442	0.1358462756
dense	0.4	2	map_lbfgs	1	2	3	7	0.22	0.2027377805	0.01726221955
dense	0.4	2	map_lbfgs	1	2	4	8	0.52	0.2232184398	0.2967815602
dense	0.4	2	map_lbfgs	1	3	1	9	0.42	0.2670130733	0.1529869267
dense	0.4	2	map_lbfgs	1	3	2	10	0.24	0.1231907654	0.1168092346
dense	0.4	2	map_lbfgs	1	3	3	11	0.08	0.3213684883	0.2413684883
dense	0.4	2	map_lbfgs	1	3	4	12	0.26	0.2884276729	0.02842767295
dense	0.4	2	map_lbfgs	1	4	1	13	0.2	0.2486114094	0.04861140941
dense	0.4	2	map_lbfgs	1	4	2	14	0.46	0.1531206057	0.3068793943
dense	0.4	2	map_lbfgs	1	4	3	15	0.24	0.1176492919	0.1223507081
dense	0.4	2	map_lbfgs	1	4	4	16	0.1	0.480618693	0.380618693
dense	0.4	2	map_lbfgs	2	1	1	17	0.18	0.1004915807	0.07950841932
dense	0.4	2	map_lbfgs	2	1	2	18	0.08	0.2684575361	0.1884575361
dense	0.4	2	map_lbfgs	2	1	3	19	0.16	0.2895283318	0.1295283318
dense	0.4	2	map_lbfgs	2	1	4	20	0.58	0.3415225514	0.2384774486
dense	0.4	2	map_lbfgs	2	2	1	21	0.14	0.08772344839	0.05227655161
dense	0.4	2	map_lbfgs	2	2	2	22	0.1	0.2539648844	0.1539648844
dense	0.4	2	map_lbfgs	2	2	3	23	0.56	0.2721669684	0.2878330316
dense	0.4	2	map_lbfgs	2	2	4	24	0.2	0.3861446988	0.1861446988
dense	0.4	2	map_lbfgs	2	3	1	25	0.48	0.6646632223	0.1846632223
dense	0.4	2	map_lbfgs	2	3	2	26	0.2	0.1052998055	0.09470019448
dense	0.4	2	map_lbfgs	2	3	3	27	0.08	0.1090620383	0.02906203833
dense	0.4	2	map_lbfgs	2	3	4	28	0.24	0.1209749338	0.1190250662
dense	0.4	2	map_lbfgs	2	4	1	29	0.18	0.09855076048	0.08144923952
dense	0.4	2	map_lbfgs	2	4	2	30	0.42	0.2575851453	0.1624148547
dense	0.4	2	map_lbfgs	2	4	3	31	0.3	0.2738492589	0.02615074106
dense	0.4	2	map_lbfgs	2	4	4	32	0.1	0.3700148352	0.2700148352
dense	0.4	2	map_lbfgs	3	1	1	33	0.16	0.2087442727	0.04874427268
dense	0.4	2	map_lbfgs	3	1	2	34	0.18	0.3441880992	0.1641880992
dense	0.4	2	map_lbfgs	3	1	3	35	0.42	0.2106052892	0.2093947108
dense	0.4	2	map_lbfgs	3	1	4	36	0.24	0.2364623389	0.003537661063
dense	0.4	2	map_lbfgs	3	2	1	37	0.1	0.2183247207	0.1183247207
dense	0.4	2	map_lbfgs	3	2	2	38	0.22	0.3214436358	0.1014436358
dense	0.4	2	map_lbfgs	3	2	3	39	0.18	0.2197147127	0.03971471268
dense	0.4	2	map_lbfgs	3	2	4	40	0.5	0.2405169309	0.2594830691
dense	0.4	2	map_lbfgs	3	3	1	41	0.44	0.2242014108	0.2157985892
dense	0.4	2	map_lbfgs	3	3	2	42	0.18	0.3076866193	0.1276866193
dense	0.4	2	map_lbfgs	3	3	3	43	0.1	0.2253639219	0.1253639219
dense	0.4	2	map_lbfgs	3	3	4	44	0.28	0.242748048	0.03725195205
dense	0.4	2	map_lbfgs	3	4	1	45	0.22	0.2148909755	0.005109024478
dense	0.4	2	map_lbfgs	3	4	2	46	0.4	0.3294438188	0.07055618121
dense	0.4	2	map_lbfgs	3	4	3	47	0.26	0.2165260248	0.04347397521
dense	0.4	2	map_lbfgs	3	4	4	48	0.12	0.2391391809	0.1191391809
dense	0.4	2	map_lbfgs	4	1	1	49	0.12	0.03737100181	0.08262899819
dense	0.4	2	map_lbfgs	4	1	2	50	0.16	0.2808353808	0.1208353808
dense	0.4	2	map_lbfgs	4	1	3	51	0.54	0.3274394602	0.2125605398
dense	0.4	2	map_lbfgs	4	1	4	52	0.18	0.3543541572	0.1743541572
dense	0.4	2	map_lbfgs	4	2	1	53	0.16	0.03349398615	0.1265060138
dense	0.4	2	map_lbfgs	4	2	2	54	0.1	0.3396722819	0.2396722819
dense	0.4	2	map_lbfgs	4	2	3	55	0.2	0.2601293032	0.06012930316
dense	0.4	2	map_lbfgs	4	2	4	56	0.54	0.3667044288	0.1732955712
dense	0.4	2	map_lbfgs	4	3	1	57	0.46	0.5933622542	0.1333622542
dense	0.4	2	map_lbfgs	4	3	2	58	0.24	0.09822471602	0.141775284
dense	0.4	2	map_lbfgs	4	3	3	59	0.1	0.1937938967	0.09379389665
dense	0.4	2	map_lbfgs	4	3	4	60	0.2	0.1146191331	0.08538086685
dense	0.4	2	map_lbfgs	4	4	1	61	0.2	0.04460142251	0.1553985775
dense	0.4	2	map_lbfgs	4	4	2	62	0.48	0.8728521758	0.3928521758
dense	0.4	2	map_lbfgs	4	4	3	63	0.22	0.03310427664	0.1868957234
dense	0.4	2	map_lbfgs	4	4	4	64	0.1	0.04944212509	0.05055787491
dense	0.4	3	esmda	1	1	1	1	0.1	0.7508770416	0.6508770416
dense	0.4	3	esmda	1	1	2	2	0.12	0.1051770643	0.01482293572
dense	0.4	3	esmda	1	1	3	3	0.5	0.02681293179	0.4731870682
dense	0.4	3	esmda	1	1	4	4	0.28	0.1171329624	0.1628670376
dense	0.4	3	esmda	1	2	1	5	0.08	0.4338719644	0.3538719644
dense	0.4	3	esmda	1	2	2	6	0.18	0.1628549633	0.01714503667
dense	0.4	3	esmda	1	2	3	7	0.22	0.05836587133	0.1616341287
dense	0.4	3	esmda	1	2	4	8	0.52	0.3449072009	0.1750927991
dense	0.4	3	esmda	1	3	1	9	0.42	0.3783333441	0.04166665588
dense	0.4	3	esmda	1	3	2	10	0.24	0.1997567972	0.04024320282
dense	0.4	3	esmda	1	3	3	11	0.08	0.1166899902	0.03668999021
dense	0.4	3	esmda	1	3	4	12	0.26	0.3052198685	0.04521986849
dense	0.4	3	esmda	1	4	1	13	0.2	0.2641651449	0.06416514486
dense	0.4	3	esmda	1	4	2	14	0.46	0.2784769457	0.1815230543
dense	0.4	3	esmda	1	4	3	15	0.24	0.1100431713	0.1299568287
dense	0.4	3	esmda	1	4	4	16	0.1	0.3473147381	0.2473147381
dense	0.4	3	esmda	2	1	1	17	0.18	0.06321877499	0.116781225
dense	0.4	3	esmda	2	1	2	18	0.08	0.8417654228	0.7617654228
dense	0.4	3	esmda	2	1	3	19	0.16	0.03613083461	0.1238691654
dense	0.4	3	esmda	2	1	4	20	0.58	0.05888496759	0.5211150324
dense	0.4	3	esmda	2	2	1	21	0.14	0.3504447632	0.2104447632
dense	0.4	3	esmda	2	2	2	22	0.1	0.4026694507	0.3026694507
dense	0.4	3	esmda	2	2	3	23	0.56	0.1846453182	0.3753546818
dense	0.4	3	esmda	2	2	4	24	0.2	0.0622404679	0.1377595321
dense	0.4	3	esmda	2	3	1	25	0.48	0.4945218322	0.01452183217
dense	0.4	3	esmda	2	3	2	26	0.2	0.1674328854	0.03256711462
dense	0.4	3	esmda	2	3	3	27	0.08	0.07537198523	0.004628014769
dense	0.4	3	esmda	2	3	4	28	0.24	0.2626732972	0.02267329722
dense	0.4	3	esmda	2	4	1	29	0.18	0.1031695398	0.07683046017
dense	0.4	3	esmda	2	4	2	30	0.42	0.4752781684	0.05527816836
dense	0.4	3	esmda	2	4	3	31	0.3	0.2017963157	0.09820368433
dense	0.4	3	esmda	2	4	4	32	0.1	0.2197559761	0.1197559761
dense	0.4	3	esmda	3	1	1	33	0.16	0.1516914049	0.008308595123
dense	0.4	3	esmda	3	1	2	34	0.18	0.1376059744	0.04239402564
dense	0.4	3	esmda	3	1	3	35	0.42	0.21106868	0.20893132
dense	0.4	3	esmda	3	1	4	36	0.24	0.4996339408	0.2596339408
dense	0.4	3	esmda	3	2	1	37	0.1	0.5089424115	0.4089424115
dense	0.4	3	esmda	3	2	2	38	0.22	0.2740241436	0.05402414356
dense	0.4	3	esmda	3	2	3	39	0.18	0.02488131161	0.1551186884
dense	0.4	3	esmda	3	2	4	40	0.5	0.1921521333	0.3078478667
dense	0.4	3	esmda	3	3	1	41	0.44	0.5280708972	0.08807089715
dense	0.4	3	esmda	3	3	2	42	0.18	0.05921101105	0.120788989
dense	0.4	3	esmda	3	3	3	43	0.1	0.2149076779	0.1149076779
dense	0.4	3	esmda	3	3	4	44	0.28	0.1978104139	0.08218958609
dense	0.4	3	esmda	3	4	1	45	0.22	0.3020908218	0.08209082179
dense	0.4	3	esmda	3	4	2	46	0.4	0.1547312723	0.2452687277
dense	0.4	3	esmda	3	4	3	47	0.26	0.189195154	0.07080484604
dense	0.4	3	esmda	3	4	4	48	0.12	0.3539827519	0.2339827519
dense	0.4	3	esmda	4	1	1	49	0.12	0.3100391243	0.1900391243
dense	0.4	3	esmda	4	1	2	50	0.16	0.06208794819	0.09791205181
dense	0.4	3	esmda	4	1	3	51	0.54	0.1424047936	0.3975952064
dense	0.4	3	esmda	4	1	4	52	0.18	0.4854681339	0.3054681339
dense	0.4	3	esmda	4	2	1	53	0.16	0.07788971284	0.08211028716
dense	0.4	3	esmda	4	2	2	54	0.1	0.02904130644	0.07095869356
dense	0.4	3	esmda	4	2	3	55	0.2	0.112201736	0.08779826401
dense	0.4	3	esmda	4	2	4	56	0.54	0.7808672447	0.2408672447
dense	0.4	3	esmda	4	3	1	57	0.46	0.2706863742	0.1893136258
dense	0.4	3	esmda	4	3	2	58	0.24	0.02464557951	0.2153544205
dense	0.4	3	esmda	4	3	3	59	0.1	0.5369150415	0.4369150415
dense	0.4	3	esmda	4	3	4	60	0.2	0.1677530048	0.03224699524
dense	0.4	3	esmda	4	4	1	61	0.2	0.0547000988	0.1452999012
dense	0.4	3	esmda	4	4	2	62	0.48	0.02271398371	0.4572860163
dense	0.4	3	esmda	4	4	3	63	0.22	0.8369300544	0.6169300544
dense	0.4	3	esmda	4	4	4	64	0.1	0.08565586312	0.01434413688
dense	0.4	3	map_lbfgs	1	1	1	1	0.1	0.5333330662	0.4333330662
dense	0.4	3	map_lbfgs	1	1	2	2	0.12	0.1067214412	0.01327855882
dense	0.4	3	map_lbfgs	1	1	3	3	0.5	0.03476402084	0.4652359792
dense	0.4	3	map_lbfgs	1	1	4	4	0.28	0.3251814718	0.0451814718
dense	0.4	3	map_lbfgs	1	2	1	5	0.08	0.5521730589	0.4721730589
dense	0.4	3	map_lbfgs	1	2	2	6	0.18	0.1196522993	0.06034770073
dense	0.4	3	map_lbfgs	1	2	3	7	0.22	0.03922580764	0.1807741924
dense	0.4	3	map_lbfgs	1	2	4	8	0.52	0.2889488342	0.2310511658
dense	0.4	3	map_lbfgs	1	3	1	9	0.42	0.417088255	0.002911744969
