density	noise_sigma	noise_seed	method	junction	incoming_row	outgoing_col	global_entry	truth	estimate	abs_error
sparse	0.08	2	esmda	1	1	3	3	0.5	0.2105438478	0.2894561522
sparse	0.08	2	esmda	1	1	4	4	0.28	0.2142573632	0.06574263683
sparse	0.08	2	esmda	1	2	1	5	0.08	0.2774183518	0.1974183518
sparse	0.08	2	esmda	1	2	2	6	0.18	0.257996783	0.077996783
sparse	0.08	2	esmda	1	2	3	7	0.22	0.2424979387	0.02249793867
sparse	0.08	2	esmda	1	2	4	8	0.52	0.2220869265	0.2979130735
sparse	0.08	2	esmda	1	3	1	9	0.42	0.2449163283	0.1750836717
sparse	0.08	2	esmda	1	3	2	10	0.24	0.289183184	0.04918318399
sparse	0.08	2	esmda	1	3	3	11	0.08	0.2701186806	0.1901186806
sparse	0.08	2	esmda	1	3	4	12	0.26	0.195781807	0.06421819295
sparse	0.08	2	esmda	1	4	1	13	0.2	0.2927705304	0.09277053036
sparse	0.08	2	esmda	1	4	2	14	0.46	0.2351529324	0.2248470676
sparse	0.08	2	esmda	1	4	3	15	0.24	0.2631323574	0.02313235735
sparse	0.08	2	esmda	1	4	4	16	0.1	0.2089441798	0.1089441798
sparse	0.08	2	esmda	2	1	1	17	0.18	0.2289734882	0.04897348818
sparse	0.08	2	esmda	2	1	2	18	0.08	0.2480756036	0.1680756036
sparse	0.08	2	esmda	2	1	3	19	0.16	0.3325983928	0.1725983928
sparse	0.08	2	esmda	2	1	4	20	0.58	0.1903525154	0.3896474846
sparse	0.08	2	esmda	2	2	1	21	0.14	0.2581758172	0.1181758172
sparse	0.08	2	esmda	2	2	2	22	0.1	0.2873940085	0.1873940085
sparse	0.08	2	esmda	2	2	3	23	0.56	0.2955282969	0.2644717031
sparse	0.08	2	esmda	2	2	4	24	0.2	0.1589018774	0.04109812263
sparse	0.08	2	esmda	2	3	1	25	0.48	0.2451289707	0.2348710293
sparse	0.08	2	esmda	2	3	2	26	0.2	0.2769881142	0.07698811421
sparse	0.08	2	esmda	2	3	3	27	0.08	0.3084793497	0.2284793497
sparse	0.08	2	esmda	2	3	4	28	0.24	0.1694035654	0.07059643463
sparse	0.08	2	esmda	2	4	1	29	0.18	0.2646830024	0.08468300238
sparse	0.08	2	esmda	2	4	2	30	0.42	0.2878432438	0.1321567562
sparse	0.08	2	esmda	2	4	3	31	0.3	0.2824590375	0.01754096248
sparse	0.08	2	esmda	2	4	4	32	0.1	0.1650147163	0.06501471634
sparse	0.08	2	esmda	3	1	1	33	0.16	0.2511832455	0.09118324547
sparse	0.08	2	esmda	3	1	2	34	0.18	0.2651823872	0.08518238718
sparse	0.08	2	esmda	3	1	3	35	0.42	0.2688274278	0.1511725722
sparse	0.08	2	esmda	3	1	4	36	0.24	0.2148069395	0.02519306045
sparse	0.08	2	esmda	3	2	1	37	0.1	0.2857507576	0.1857507576
sparse	0.08	2	esmda	3	2	2	38	0.22	0.2301345057	0.01013450568
sparse	0.08	2	esmda	3	2	3	39	0.18	0.2736258131	0.09362581309
sparse	0.08	2	esmda	3	2	4	40	0.5	0.2104889236	0.2895110764
sparse	0.08	2	esmda	3	3	1	41	0.44	0.2668501923	0.1731498077
sparse	0.08	2	esmda	3	3	2	42	0.18	0.2711308758	0.09113087578
sparse	0.08	2	esmda	3	3	3	43	0.1	0.253695767	0.153695767
sparse	0.08	2	esmda	3	3	4	44	0.28	0.208323165	0.07167683501
sparse	0.08	2	esmda	3	4	1	45	0.22	0.2631526837	0.04315268372
sparse	0.08	2	esmda	3	4	2	46	0.4	0.2613554055	0.1386445945
sparse	0.08	2	esmda	3	4	3	47	0.26	0.270168488	0.01016848803
sparse	0.08	2	esmda	3	4	4	48	0.12	0.2053234227	0.0853234227
sparse	0.08	2	esmda	4	1	1	49	0.12	0.2396924626	0.1196924626
sparse	0.08	2	esmda	4	1	2	50	0.16	0.2484922398	0.08849223983
sparse	0.08	2	esmda	4	1	3	51	0.54	0.2599701506	0.2800298494
sparse	0.08	2	esmda	4	1	4	52	0.18	0.2518451469	0.07184514689
sparse	0.08	2	esmda	4	2	1	53	0.16	0.2727750074	0.1127750074
sparse	0.08	2	esmda	4	2	2	54	0.1	0.2515758517	0.1515758517
sparse	0.08	2	esmda	4	2	3	55	0.2	0.2373102994	0.03731029936
sparse	0.08	2	esmda	4	2	4	56	0.54	0.2383388415	0.3016611585
sparse	0.08	2	esmda	4	3	1	57	0.46	0.3027840241	0.1572159759
sparse	0.08	2	esmda	4	3	2	58	0.24	0.2262721741	0.01372782586
sparse	0.08	2	esmda	4	3	3	59	0.1	0.2464178757	0.1464178757
sparse	0.08	2	esmda	4	3	4	60	0.2	0.2245259261	0.02452592611
sparse	0.08	2	esmda	4	4	1	61	0.2	0.265566747	0.06556674703
sparse	0.08	2	esmda	4	4	2	62	0.48	0.2486727574	0.2313272426
sparse	0.08	2	esmda	4	4	3	63	0.22	0.2463193759	0.02631937595
sparse	0.08	2	esmda	4	4	4	64	0.1	0.2394411197	0.1394411197
sparse	0.08	2	map_lbfgs	1	1	1	1	0.1	0.2662611001	0.1662611001
sparse	0.08	2	map_lbfgs	1	1	2	2	0.12	0.2714151619	0.1514151619
sparse	0.08	2	map_lbfgs	1	1	3	3	0.5	0.1981908089	0.3018091911
sparse	0.08	2	map_lbfgs	1	1	4	4	0.28	0.264132929	0.01586707098
sparse	0.08	2	map_lbfgs	1	2	1	5	0.08	0.2629920634	0.1829920634
sparse	0.08	2	map_lbfgs	1	2	2	6	0.18	0.2669950316	0.08699503164
sparse	0.08	2	map_lbfgs	1	2	3	7	0.22	0.2097095838	0.0102904162
sparse	0.08	2	map_lbfgs	1	2	4	8	0.52	0.2603033212	0.2596966788
sparse	0.08	2	map_lbfgs	1	3	1	9	0.42	0.2644249555	0.1555750445
sparse	0.08	2	map_lbfgs	1	3	2	10	0.24	0.2690158991	0.02901589912
sparse	0.08	2	map_lbfgs	1	3	3	11	0.08	0.2073360336	0.1273360336
sparse	0.08	2	map_lbfgs	1	3	4	12	0.26	0.2592231118	0.0007768881806
sparse	0.08	2	map_lbfgs	1	4	1	13	0.2	0.2621720861	0.06217208615
sparse	0.08	2	map_lbfgs	1	4	2	14	0.46	0.2656586036	0.1943413964
sparse	0.08	2	map_lbfgs	1	4	3	15	0.24	0.2141490561	0.02585094389
sparse	0.08	2	map_lbfgs	1	4	4	16	0.1	0.2580202542	0.1580202542
sparse	0.08	2	map_lbfgs	2	1	1	17	0.18	0.246183578	0.06618357797
sparse	0.08	2	map_lbfgs	2	1	2	18	0.08	0.2512724823	0.1712724823
sparse	0.08	2	map_lbfgs	2	1	3	19	0.16	0.2512724823	0.09127248231
sparse	0.08	2	map_lbfgs	2	1	4	20	0.58	0.2512714574	0.3287285426
sparse	0.08	2	map_lbfgs	2	2	1	21	0.14	0.2452510706	0.1052510706
sparse	0.08	2	map_lbfgs	2	2	2	22	0.1	0.2515807104	0.1515807104
sparse	0.08	2	map_lbfgs	2	2	3	23	0.56	0.2515807104	0.3084192896
sparse	0.08	2	map_lbfgs	2	2	4	24	0.2	0.2515875086	0.05158750865
sparse	0.08	2	map_lbfgs	2	3	1	25	0.48	0.2457244533	0.2342755467
sparse	0.08	2	map_lbfgs	2	3	2	26	0.2	0.2514245061	0.05142450613
sparse	0.08	2	map_lbfgs	2	3	3	27	0.08	0.2514245061	0.1714245061
sparse	0.08	2	map_lbfgs	2	3	4	28	0.24	0.2514265345	0.01142653448
sparse	0.08	2	map_lbfgs	2	4	1	29	0.18	0.2466361735	0.06663617348
sparse	0.08	2	map_lbfgs	2	4	2	30	0.42	0.2511224432	0.1688775568
sparse	0.08	2	map_lbfgs	2	4	3	31	0.3	0.2511224432	0.04887755684
sparse	0.08	2	map_lbfgs	2	4	4	32	0.1	0.2511189402	0.1511189402
sparse	0.08	2	map_lbfgs	3	1	1	33	0.16	0.250001674	0.09000167403
sparse	0.08	2	map_lbfgs	3	1	2	34	0.18	0.250001674	0.07000167403
sparse	0.08	2	map_lbfgs	3	1	3	35	0.42	0.2499963171	0.1700036829
sparse	0.08	2	map_lbfgs	3	1	4	36	0.24	0.2500003348	0.0100003348
sparse	0.08	2	map_lbfgs	3	2	1	37	0.1	0.2500013421	0.1500013421
sparse	0.08	2	map_lbfgs	3	2	2	38	0.22	0.2500013421	0.03000134215
sparse	0.08	2	map_lbfgs	3	2	3	39	0.18	0.2499970473	0.06999704728
sparse	0.08	2	map_lbfgs	3	2	4	40	0.5	0.2500002684	0.2499997316
sparse	0.08	2	map_lbfgs	3	3	1	41	0.44	0.250001358	0.189998642
sparse	0.08	2	map_lbfgs	3	3	2	42	0.18	0.250001358	0.07000135804
sparse	0.08	2	map_lbfgs	3	3	3	43	0.1	0.2499970123	0.1499970123
sparse	0.08	2	map_lbfgs	3	3	4	44	0.28	0.2500002716	0.0299997284
sparse	0.08	2	map_lbfgs	3	4	1	45	0.22	0.2500014406	0.03000144064
sparse	0.08	2	map_lbfgs	3	4	2	46	0.4	0.2500014406	0.1499985594
sparse	0.08	2	map_lbfgs	3	4	3	47	0.26	0.2499968306	0.01000316939
sparse	0.08	2	map_lbfgs	3	4	4	48	0.12	0.2500002881	0.1300002881
sparse	0.08	2	map_lbfgs	4	1	1	49	0.12	0.2321423767	0.1121423767
sparse	0.08	2	map_lbfgs	4	1	2	50	0.16	0.2348635686	0.07486356855
sparse	0.08	2	map_lbfgs	4	1	3	51	0.54	0.2913308246	0.2486691754
sparse	0.08	2	map_lbfgs	4	1	4	52	0.18	0.2416632302	0.06166323016
sparse	0.08	2	map_lbfgs	4	2	1	53	0.16	0.2275420871	0.06754208709
sparse	0.08	2	map_lbfgs	4	2	2	54	0.1	0.2307971774	0.1307971774
sparse	0.08	2	map_lbfgs	4	2	3	55	0.2	0.3021547444	0.1021547444
sparse	0.08	2	map_lbfgs	4	2	4	56	0.54	0.2395059911	0.3004940089
sparse	0.08	2	map_lbfgs	4	3	1	57	0.46	0.2357279041	0.2242720959
sparse	0.08	2	map_lbfgs	4	3	2	58	0.24	0.2381875337	0.001812466326
sparse	0.08	2	map_lbfgs	4	3	3	59	0.1	0.2823559851	0.1823559851
sparse	0.08	2	map_lbfgs	4	3	4	60	0.2	0.2437285771	0.04372857711
sparse	0.08	2	map_lbfgs	4	4	1	61	0.2	0.2227287814	0.02272878136
sparse	0.08	2	map_lbfgs	4	4	2	62	0.48	0.2254861758	0.2545138242
sparse	0.08	2	map_lbfgs	4	4	3	63	0.22	0.314277942	0.094277942
sparse	0.08	2	map_lbfgs	4	4	4	64	0.1	0.2375071008	0.1375071008
sparse	0.08	3	esmda	1	1	1	1	0.1	0.2804093283	0.1804093283
sparse	0.08	3	esmda	1	1	2	2	0.12	0.2615671634	0.1415671634
sparse	0.08	3	esmda	1	1	3	3	0.5	0.2418959637	0.2581040363
sparse	0.08	3	esmda	1	1	4	4	0.28	0.2161275447	0.06387245532
sparse	0.08	3	esmda	1	2	1	5	0.08	0.2648884741	0.1848884741
sparse	0.08	3	esmda	1	2	2	6	0.18	0.2461330747	0.06613307471
sparse	0.08	3	esmda	1	2	3	7	0.22	0.2670397667	0.04703976669
sparse	0.08	3	esmda	1	2	4	8	0.52	0.2219386845	0.2980613155
sparse	0.08	3	esmda	1	3	1	9	0.42	0.2385948462	0.1814051538
sparse	0.08	3	esmda	1	3	2	10	0.24	0.264658393	0.024658393
sparse	0.08	3	esmda	1	3	3	11	0.08	0.3013543491	0.2213543491
sparse	0.08	3	esmda	1	3	4	12	0.26	0.1953924117	0.06460758829
sparse	0.08	3	esmda	1	4	1	13	0.2	0.2819849138	0.08198491379
sparse	0.08	3	esmda	1	4	2	14	0.46	0.2271511015	0.2328488985
sparse	0.08	3	esmda	1	4	3	15	0.24	0.2856968644	0.04569686441
sparse	0.08	3	esmda	1	4	4	16	0.1	0.2051671203	0.1051671203
sparse	0.08	3	esmda	2	1	1	17	0.18	0.227031903	0.04703190304
sparse	0.08	3	esmda	2	1	2	18	0.08	0.2560731298	0.1760731298
sparse	0.08	3	esmda	2	1	3	19	0.16	0.320433872	0.160433872
sparse	0.08	3	esmda	2	1	4	20	0.58	0.1964610951	0.3835389049
sparse	0.08	3	esmda	2	2	1	21	0.14	0.244041267	0.104041267
sparse	0.08	3	esmda	2	2	2	22	0.1	0.3039046206	0.2039046206
sparse	0.08	3	esmda	2	2	3	23	0.56	0.28922599	0.27077401
sparse	0.08	3	esmda	2	2	4	24	0.2	0.1628281224	0.03717187763
sparse	0.08	3	esmda	2	3	1	25	0.48	0.2728641624	0.2071358376
sparse	0.08	3	esmda	2	3	2	26	0.2	0.2675073634	0.06750736345
sparse	0.08	3	esmda	2	3	3	27	0.08	0.2813742559	0.2013742559
sparse	0.08	3	esmda	2	3	4	28	0.24	0.1782542182	0.06174578178
sparse	0.08	3	esmda	2	4	1	29	0.18	0.2639621688	0.08396216879
sparse	0.08	3	esmda	2	4	2	30	0.42	0.2870900097	0.1329099903
sparse	0.08	3	esmda	2	4	3	31	0.3	0.2715878743	0.02841212574
sparse	0.08	3	esmda	2	4	4	32	0.1	0.1773599473	0.07735994729
sparse	0.08	3	esmda	3	1	1	33	0.16	0.2614728513	0.1014728513
sparse	0.08	3	esmda	3	1	2	34	0.18	0.26508909	0.08508908996
sparse	0.08	3	esmda	3	1	3	35	0.42	0.2660416774	0.1539583226
sparse	0.08	3	esmda	3	1	4	36	0.24	0.2073963814	0.03260361864
sparse	0.08	3	esmda	3	2	1	37	0.1	0.2775992772	0.1775992772
sparse	0.08	3	esmda	3	2	2	38	0.22	0.23409283	0.01409282998
sparse	0.08	3	esmda	3	2	3	39	0.18	0.2871563279	0.1071563279
sparse	0.08	3	esmda	3	2	4	40	0.5	0.2011515649	0.2988484351
sparse	0.08	3	esmda	3	3	1	41	0.44	0.2776526596	0.1623473404
sparse	0.08	3	esmda	3	3	2	42	0.18	0.2698877707	0.08988777067
sparse	0.08	3	esmda	3	3	3	43	0.1	0.2536922867	0.1536922867
sparse	0.08	3	esmda	3	3	4	44	0.28	0.1987672831	0.08123271689
sparse	0.08	3	esmda	3	4	1	45	0.22	0.2731181299	0.05311812989
sparse	0.08	3	esmda	3	4	2	46	0.4	0.2533695771	0.1466304229
sparse	0.08	3	esmda	3	4	3	47	0.26	0.2723141246	0.0123141246
sparse	0.08	3	esmda	3	4	4	48	0.12	0.2011981684	0.08119816841
sparse	0.08	3	esmda	4	1	1	49	0.12	0.2359183941	0.1159183941
sparse	0.08	3	esmda	4	1	2	50	0.16	0.2578047313	0.0978047313
sparse	0.08	3	esmda	4	1	3	51	0.54	0.2490046674	0.2909953326
sparse	0.08	3	esmda	4	1	4	52	0.18	0.2572722072	0.0772722072
sparse	0.08	3	esmda	4	2	1	53	0.16	0.2469897193	0.08698971933
sparse	0.08	3	esmda	4	2	2	54	0.1	0.2507205749	0.1507205749
sparse	0.08	3	esmda	4	2	3	55	0.2	0.2312687462	0.03126874616
sparse	0.08	3	esmda	4	2	4	56	0.54	0.2710209597	0.2689790403
sparse	0.08	3	esmda	4	3	1	57	0.46	0.2935535785	0.1664464215
sparse	0.08	3	esmda	4	3	2	58	0.24	0.2288411543	0.01115884574
sparse	0.08	3	esmda	4	3	3	59	0.1	0.2425923305	0.1425923305
sparse	0.08	3	esmda	4	3	4	60	0.2	0.2350129367	0.0350129367
sparse	0.08	3	esmda	4	4	1	61	0.2	0.2495929737	0.04959297372
sparse	0.08	3	esmda	4	4	2	62	0.48	0.2525217395	0.2274782605
sparse	0.08	3	esmda	4	4	3	63	0.22	0.2428068631	0.02280686308
sparse	0.08	3	esmda	4	4	4	64	0.1	0.2550784237	0.1550784237
sparse	0.08	3	map_lbfgs	1	1	1	1	0.1	0.2581230974	0.1581230974
sparse	0.08	3	map_lbfgs	1	1	2	2	0.12	0.2560447441	0.1360447441
sparse	0.08	3	map_lbfgs	1	1	3	3	0.5	0.2280630333	0.2719369667
sparse	0.08	3	map_lbfgs	1	1	4	4	0.28	0.2577691252	0.02223087485
sparse	0.08	3	map_lbfgs	1	2	1	5	0.08	0.2567395395	0.1767395395
sparse	0.08	3	map_lbfgs	1	2	2	6	0.18	0.2550867505	0.07508675055
sparse	0.08	3	map_lbfgs	1	2	3	7	0.22	0.2318409123	0.01184091228
sparse	0.08	3	map_lbfgs	1	2	4	8	0.52	0.2563327977	0.2636672023
sparse	0.08	3	map_lbfgs	1	3	1	9	0.42	0.2577577001	0.1622422999
sparse	0.08	3	map_lbfgs	1	3	2	10	0.24	0.2558856778	0.01588567776
sparse	0.08	3	map_lbfgs	1	3	3	11	0.08	0.2291225331	0.1491225331
sparse	0.08	3	map_lbfgs	1	3	4	12	0.26	0.2572340891	0.002765910918
sparse	0.08	3	map_lbfgs	1	4	1	13	0.2	0.2561781509	0.05617815086
sparse	0.08	3	map_lbfgs	1	4	2	14	0.46	0.2547197897	0.2052802103
sparse	0.08	3	map_lbfgs	1	4	3	15	0.24	0.2333928253	0.00660717471
sparse	0.08	3	map_lbfgs	1	4	4	16	0.1	0.2557092342	0.1557092342
sparse	0.08	3	map_lbfgs	2	1	1	17	0.18	0.2533962866	0.07339628655
sparse	0.08	3	map_lbfgs	2	1	2	18	0.08	0.2535153678	0.1735153678
sparse	0.08	3	map_lbfgs	2	1	3	19	0.16	0.2429004913	0.08290049127
sparse	0.08	3	map_lbfgs	2	1	4	20	0.58	0.2501878544	0.3298121456
sparse	0.08	3	map_lbfgs	2	2	1	21	0.14	0.2540500771	0.1140500771
sparse	0.08	3	map_lbfgs	2	2	2	22	0.1	0.254197882	0.154197882
sparse	0.08	3	map_lbfgs	2	2	3	23	0.56	0.2415580654	0.3184419346
sparse	0.08	3	map_lbfgs	2	2	4	24	0.2	0.2501939755	0.05019397547
sparse	0.08	3	map_lbfgs	2	3	1	25	0.48	0.2547766724	0.2252233276
sparse	0.08	3	map_lbfgs	2	3	2	26	0.2	0.2549172844	0.05491728441
sparse	0.08	3	map_lbfgs	2	3	3	27	0.08	0.2399202187	0.1599202187
sparse	0.08	3	map_lbfgs	2	3	4	28	0.24	0.2503858245	0.01038582451
sparse	0.08	3	map_lbfgs	2	4	1	29	0.18	0.2532030363	0.07320303627
sparse	0.08	3	map_lbfgs	2	4	2	30	0.42	0.2533163474	0.1666836526
sparse	0.08	3	map_lbfgs	2	4	3	31	0.3	0.2433075527	0.05669244735
sparse	0.08	3	map_lbfgs	2	4	4	32	0.1	0.2501730636	0.1501730636
sparse	0.08	3	map_lbfgs	3	1	1	33	0.16	0.2500088344	0.09000883437
sparse	0.08	3	map_lbfgs	3	1	2	34	0.18	0.2500088344	0.07000883437
sparse	0.08	3	map_lbfgs	3	1	3	35	0.42	0.2499805647	0.1700194353
sparse	0.08	3	map_lbfgs	3	1	4	36	0.24	0.2500017666	0.01000176659
sparse	0.08	3	map_lbfgs	3	2	1	37	0.1	0.250007083	0.150007083
sparse	0.08	3	map_lbfgs	3	2	2	38	0.22	0.250007083	0.03000708301
sparse	0.08	3	map_lbfgs	3	2	3	39	0.18	0.2499844176	0.06998441756
sparse	0.08	3	map_lbfgs	3	2	4	40	0.5	0.2500014164	0.2499985836
sparse	0.08	3	map_lbfgs	3	3	1	41	0.44	0.2500071669	0.1899928331
sparse	0.08	3	map_lbfgs	3	3	2	42	0.18	0.2500071669	0.07000716689
sparse	0.08	3	map_lbfgs	3	3	3	43	0.1	0.249984233	0.149984233
sparse	0.08	3	map_lbfgs	3	3	4	44	0.28	0.2500014332	0.02999856681
sparse	0.08	3	map_lbfgs	3	4	1	45	0.22	0.2500076027	0.03000760268
sparse	0.08	3	map_lbfgs	3	4	2	46	0.4	0.2500076027	0.1499923973
sparse	0.08	3	map_lbfgs	3	4	3	47	0.26	0.2499832743	0.01001672569
sparse	0.08	3	map_lbfgs	3	4	4	48	0.12	0.2500015203	0.1300015203
sparse	0.08	3	map_lbfgs	4	1	1	49	0.12	0.2202804923	0.1002804923
sparse	0.08	3	map_lbfgs	4	1	2	50	0.16	0.2516628777	0.09166287773
sparse	0.08	3	map_lbfgs	4	1	3	51	0.54	0.2778973159	0.2621026841
sparse	0.08	3	map_lbfgs	4	1	4	52	0.18	0.2501593141	0.0701593141
sparse	0.08	3	map_lbfgs	4	2	1	53	0.16	0.2145947929	0.05459479294
sparse	0.08	3	map_lbfgs	4	2	2	54	0.1	0.2524584544	0.1524584544
sparse	0.08	3	map_lbfgs	4	2	3	55	0.2	0.2819814299	0.08198142989
sparse	0.08	3	map_lbfgs	4	2	4	56	0.54	0.2509653228	0.2890346772
sparse	0.08	3	map_lbfgs	4	3	1	57	0.46	0.2234693302	0.2365306698
sparse	0.08	3	map_lbfgs	4	3	2	58	0.24	0.2514722857	0.01147228572
sparse	0.08	3	map_lbfgs	4	3	3	59	0.1	0.2755031336	0.1755031336
sparse	0.08	3	map_lbfgs	4	3	4	60	0.2	0.2495552504	0.04955525045
sparse	0.08	3	map_lbfgs	4	4	1	61	0.2	0.2248839335	0.02488393345
sparse	0.08	3	map_lbfgs	4	4	2	62	0.48	0.2616951608	0.2183048392
sparse	0.08	3	map_lbfgs	4	4	3	63	0.22	0.2514750216	0.03147502159
sparse	0.08	3	map_lbfgs	4	4	4	64	0.1	0.2619458841	0.1619458841
sparse	0.2	1	esmda	1	1	1	1	0.1	0.2838605123	0.1838605123
sparse	0.2	1	esmda	1	1	2	2	0.12	0.506044657	0.386044657
sparse	0.2	1	esmda	1	1	3	3	0.5	0.05599651317	0.4440034868
sparse	0.2	1	esmda	1	1	4	4	0.28	0.1540983175	0.1259016825
sparse	0.2	1	esmda	1	2	1	5	0.08	0.2448464346	0.1648464346
sparse	0.2	1	esmda	1	2	2	6	0.18	0.5469167919	0.3669167919
sparse	0.2	1	esmda	1	2	3	7	0.22	0.07552751392	0.1444724861
sparse	0.2	1	esmda	1	2	4	8	0.52	0.1327092596	0.3872907404
sparse	0.2	1	esmda	1	3	1	9	0.42	0.3584743531	0.06152564691
sparse	0.2	1	esmda	1	3	2	10	0.24	0.4066197584	0.1666197584
sparse	0.2	1	esmda	1	3	3	11	0.08	0.05954751045	0.02045248955
sparse	0.2	1	esmda	1	3	4	12	0.26	0.175358378	0.08464162197
sparse	0.2	1	esmda	1	4	1	13	0.2	0.3292337371	0.1292337371
sparse	0.2	1	esmda	1	4	2	14	0.46	0.3433249946	0.1166750054
sparse	0.2	1	esmda	1	4	3	15	0.24	0.0701977224	0.1698022776
sparse	0.2	1	esmda	1	4	4	16	0.1	0.2572435459	0.1572435459
sparse	0.2	1	esmda	2	1	1	17	0.18	0.3864732256	0.2064732256
sparse	0.2	1	esmda	2	1	2	18	0.08	0.1863832411	0.1063832411
sparse	0.2	1	esmda	2	1	3	19	0.16	0.2620675771	0.1020675771
sparse	0.2	1	esmda	2	1	4	20	0.58	0.1650759562	0.4149240438
sparse	0.2	1	esmda	2	2	1	21	0.14	0.2838528009	0.1438528009
sparse	0.2	1	esmda	2	2	2	22	0.1	0.1816274211	0.08162742107
sparse	0.2	1	esmda	2	2	3	23	0.56	0.3555786268	0.2044213732
sparse	0.2	1	esmda	2	2	4	24	0.2	0.1789411512	0.02105884879
sparse	0.2	1	esmda	2	3	1	25	0.48	0.20034112	0.27965888
sparse	0.2	1	esmda	2	3	2	26	0.2	0.3330179133	0.1330179133
sparse	0.2	1	esmda	2	3	3	27	0.08	0.2794126824	0.1994126824
sparse	0.2	1	esmda	2	3	4	28	0.24	0.1872282844	0.05277171558
sparse	0.2	1	esmda	2	4	1	29	0.18	0.3474127255	0.1674127255
sparse	0.2	1	esmda	2	4	2	30	0.42	0.3250494027	0.0949505973
sparse	0.2	1	esmda	2	4	3	31	0.3	0.227605199	0.07239480096
sparse	0.2	1	esmda	2	4	4	32	0.1	0.09993267276	6.732724208e-05
sparse	0.2	1	esmda	3	1	1	33	0.16	0.317305223	0.157305223
sparse	0.2	1	esmda	3	1	2	34	0.18	0.1210207555	0.05897924446
sparse	0.2	1	esmda	3	1	3	35	0.42	0.3276853142	0.09231468575
sparse	0.2	1	esmda	3	1	4	36	0.24	0.2339887072	0.006011292803
sparse	0.2	1	esmda	3	2	1	37	0.1	0.2069200157	0.1069200157
sparse	0.2	1	esmda	3	2	2	38	0.22	0.4145508256	0.1945508256
sparse	0.2	1	esmda	3	2	3	39	0.18	0.1709904138	0.009009586181
sparse	0.2	1	esmda	3	2	4	40	0.5	0.2075387449	0.2924612551
sparse	0.2	1	esmda	3	3	1	41	0.44	0.1881176409	0.2518823591
sparse	0.2	1	esmda	3	3	2	42	0.18	0.2245344661	0.04453446613
sparse	0.2	1	esmda	3	3	3	43	0.1	0.2483970026	0.1483970026
sparse	0.2	1	esmda	3	3	4	44	0.28	0.3389508904	0.0589508904
sparse	0.2	1	esmda	3	4	1	45	0.22	0.2804933432	0.06049334317
sparse	0.2	1	esmda	3	4	2	46	0.4	0.2005578997	0.1994421003
sparse	0.2	1	esmda	3	4	3	47	0.26	0.3224530913	0.06245309134
sparse	0.2	1	esmda	3	4	4	48	0.12	0.1964956658	0.07649566577
sparse	0.2	1	esmda	4	1	1	49	0.12	0.09575092073	0.02424907927
sparse	0.2	1	esmda	4	1	2	50	0.16	0.1295023583	0.03049764167
sparse	0.2	1	esmda	4	1	3	51	0.54	0.7157215306	0.1757215306
sparse	0.2	1	esmda	4	1	4	52	0.18	0.05902519036	0.1209748096
sparse	0.2	1	esmda	4	2	1	53	0.16	0.06122095744	0.09877904256
sparse	0.2	1	esmda	4	2	2	54	0.1	0.077595694	0.022404306
sparse	0.2	1	esmda	4	2	3	55	0.2	0.8277561599	0.6277561599
sparse	0.2	1	esmda	4	2	4	56	0.54	0.0334271887	0.5065728113
sparse	0.2	1	esmda	4	3	1	57	0.46	0.1589304926	0.3010695074
sparse	0.2	1	esmda	4	3	2	58	0.24	0.1866628022	0.05333719783
sparse	0.2	1	esmda	4	3	3	59	0.1	0.5894881055	0.4894881055
sparse	0.2	1	esmda	4	3	4	60	0.2	0.06491859974	0.1350814003
sparse	0.2	1	esmda	4	4	1	61	0.2	0.1292568994	0.07074310059
sparse	0.2	1	esmda	4	4	2	62	0.48	0.1665920251	0.3134079749
sparse	0.2	1	esmda	4	4	3	63	0.22	0.6497214288	0.4297214288
sparse	0.2	1	esmda	4	4	4	64	0.1	0.05442964672	0.04557035328
sparse	0.2	1	map_lbfgs	1	1	1	1	0.1	0.317535916	0.217535916
sparse	0.2	1	map_lbfgs	1	1	2	2	0.12	0.2901791367	0.1701791367
sparse	0.2	1	map_lbfgs	1	1	3	3	0.5	0.04686150152	0.4531384985
sparse	0.2	1	map_lbfgs	1	1	4	4	0.28	0.3454234458	0.06542344578
sparse	0.2	1	map_lbfgs	1	2	1	5	0.08	0.3308702708	0.2508702708
sparse	0.2	1	map_lbfgs	1	2	2	6	0.18	0.3035668286	0.1235668286
sparse	0.2	1	map_lbfgs	1	2	3	7	0.22	0.05281387614	0.1671861239
sparse	0.2	1	map_lbfgs	1	2	4	8	0.52	0.3127490245	0.2072509755
sparse	0.2	1	map_lbfgs	1	3	1	9	0.42	0.3251842978	0.09481570224
sparse	0.2	1	map_lbfgs	1	3	2	10	0.24	0.2974349108	0.05743491079
sparse	0.2	1	map_lbfgs	1	3	3	11	0.08	0.04985803312	0.03014196688
sparse	0.2	1	map_lbfgs	1	3	4	12	0.26	0.3275227583	0.06752275832
sparse	0.2	1	map_lbfgs	1	4	1	13	0.2	0.3345856002	0.1345856002
sparse	0.2	1	map_lbfgs	1	4	2	14	0.46	0.3085362283	0.1514637717
sparse	0.2	1	map_lbfgs	1	4	3	15	0.24	0.05727797066	0.1827220293
sparse	0.2	1	map_lbfgs	1	4	4	16	0.1	0.2996002009	0.1996002009
sparse	0.2	1	map_lbfgs	2	1	1	17	0.18	0.2489626617	0.06896266175
