experiment_group	data_axis	run_seed	observation_seed	esmda_seed	compute_label	ensemble_size	esmda_iters	ensemble_forward_runs	mean_clip_fraction	max_clip_fraction	observed_road_count	sensors_per_observed_road	saved_times_per_scenario	total_saved_times	regime_label	scenario_count	horizon_factor	observation_count	observation_multiplier	method	budget_label	requested_budget	solve_seconds	iterations	turning_rmse	predictive_rmse	final_state_rmse_all	final_state_rmse_observed	final_state_rmse_unobserved	fit_rmse_noisy	normalized_fit_rmse_noisy	turning_ci90_coverage	turning_ci90_width_mean	turning_ci90_width_median
compute_cost_pilot	compute	1	1	100001	pilot_2048x6	2048	6	12288	0	0	9	4	8	96	compute_12x_scenarios	12	1	3456	12	esmda	pilot_2048x6	12288	1784.360134	6	0.1726491338	0.03251213601	0.04293706705	0.03881575986	0.045180385	0.0685804671	1.480325937	0.875	0.4972229089	0.5278962966
