objects_returned,road_sequences,junction_nodes,roundabout_nodes,boundary_nodes,source_file_count,raw_api_objects,unique_api_objects,duplicate_api_objects_removed,any_source_has_next_page,source_objects_after_deduplication,roundabout_components,roundabout_segments_removed,short_connector_threshold_m,short_connectors_contracted,dropped_road_ids,forced_boundary_node_ids,dropped_road_objects,artificial_connector_max_m,artificial_connectors_added,weak_components
2751,1063,769,33,509,11,4769,3400,1369,True,3400,33,325,30.0,320,r1067 r1183 r1194 r1199 r1207 r1208 r200 r206 r207 r700 r709 r888 r891 r892,2814044 457714,30,100.0,29,1
