road_id,original_sim_road_id,road_label,upstream_node_id,upstream_node_label,upstream_kind,downstream_node_id,downstream_node_label,downstream_kind,lanes,speed_limit,blocks_12m,length_m,rounded_length_m,source_road_ids
633,1383,R633: 2228113 -> CN27,2228113,J365,junction,CN27,J373,junction,1,60,6,76.874,72,r616
634,1384,R634: CN162 -> 453959,CN162,J361,junction,453959,J355,junction,2,60,5,59.600,60,r614
637,1388,R637: CN27 -> CN165,CN27,J373,junction,CN165,J382,junction,2,60,5,57.954,60,r486
638,1389,R638: CN27 -> 3082176,CN27,J373,junction,3082176,B178,boundary,1,60,1,13.937,12,r616
639,1390,R639: CN165 -> CN27,CN165,J382,junction,CN27,J373,junction,2,60,5,56.837,60,r491
640,1391,R640: 4021138 -> CN27,4021138,J358,junction,CN27,J373,junction,1,50,13,154.924,156,r488
641,1392,R641: CN137 -> CN134,CN137,J348,junction,CN134,J595,junction,1,40,238,2859.652,2856,r213
645,1410,R645: 453855 -> 1220150,453855,J344,junction,1220150:terminal_downstream:645,J351d,boundary,1,40,3,35.639,36,r624
646,1411,R646: 1220150 -> 453855,1220150:terminal_upstream:646,J351u,boundary,453855,J344,junction,1,40,3,35.639,36,r624
648,1425,R648: 453827 -> 453733,453827,J339,junction,453733,J326,junction,1,40,19,231.881,228,r621
650,1432,R650: 2736821 -> CN49,2736821:terminal_upstream:650,J325u,boundary,CN49,J335,junction,1,40,11,127.729,132,r632
652,1437,R652: 453894 -> 453941,453894,J352,junction,453941,J354,junction,1,60,4,51.787,48,r572
653,1438,R653: 453941 -> 453894,453941,J354,junction,453894,J352,junction,1,60,4,51.787,48,r572
656,1443,R656: 453872 -> 453894,453872,J350,junction,453894,J352,junction,1,60,2,24.294,24,r634
657,1444,R657: 453894 -> 453872,453894,J352,junction,453872,J350,junction,1,60,2,25.427,24,r635
658,1445,R658: 453872 -> 453862,453872,J350,junction,453862,J346,junction,1,60,1,8.412,12,r572
660,1447,R660: 453862 -> 453872,453862,J346,junction,453872,J350,junction,1,60,1,8.412,12,r572
661,1448,R661: 453862 -> 453814,453862,J346,junction,453814,J338,junction,1,60,3,41.577,36,r572
662,1449,R662: CN49 -> 453814,CN49,J335,junction,453814,J338,junction,1,60,2,28.398,24,r638
663,1450,R663: 453814 -> 453862,453814,J338,junction,453862,J346,junction,1,60,3,41.577,36,r572
664,1451,R664: 453814 -> CN49,453814,J338,junction,CN49,J335,junction,1,60,2,25.029,24,r639
665,1452,R665: CN49 -> 2736821,CN49,J335,junction,2736821:terminal_downstream:665,J325d,boundary,1,40,11,127.729,132,r632
669,1474,R669: 3551002 -> 1238888,3551002,J330,junction,1238888:terminal_downstream:669,J340d,boundary,1,40,15,174.166,180,r649
670,1475,R670: 1238888 -> 3551002,1238888:terminal_upstream:670,J340u,boundary,3551002,J330,junction,1,40,15,174.166,180,r649
671,1478,R671: 453719 -> 2644169,453719,J324,junction,2644169,J327,junction,1,40,11,126.192,132,r607
672,1479,R672: 2644169 -> 453719,2644169,J327,junction,453719,J324,junction,1,40,11,126.192,132,r607
676,1499,R676: CN157 -> CN32,CN157,J254,junction,CN32,J282,junction,3,80,31,368.351,372,r081
677,1504,R677: 453491 -> CN160,453491,J294,junction,CN160,J302,junction,2,60,5,60.486,60,r659
678,1505,R678: 453463 -> 2644154,453463:terminal_upstream:678,J287u,boundary,2644154,J276,junction,1,40,10,120.878,120,r661
679,1506,R679: 2644154 -> 453463,2644154,J276,junction,453463:terminal_downstream:679,J287d,boundary,1,40,10,120.878,120,r661
680,1508,R680: CN99 -> 453719,CN99:terminal_upstream:680,J321u,boundary,453719,J324,junction,1,40,3,41.765,36,r645
681,1509,R681: 453719 -> CN99,453719,J324,junction,CN99:terminal_downstream:681,J321d,boundary,1,40,3,41.765,36,r645
685,1522,R685: 454018 -> CN163,454018,J363,junction,CN163,J369,junction,1,40,12,149.149,144,r602
686,1523,R686: CN163 -> 454018,CN163,J369,junction,454018,J363,junction,1,40,12,149.149,144,r602
687,1524,R687: CN160 -> 453528,CN160,J302,junction,453528,J309,junction,1,60,5,65.524,60,r659
688,1525,R688: CN160 -> CN159,CN160,J302,junction,CN159,J301,junction,1,40,1,13.363,12,r665
689,1528,R689: CN159 -> CN160,CN159,J301,junction,CN160,J302,junction,1,40,1,13.363,12,r665
690,1529,R690: CN159 -> 453491,CN159,J301,junction,453491,J294,junction,2,60,6,69.611,72,r660
691,1536,R691: CN159 -> 453498,CN159,J301,junction,453498,J298,junction,1,40,11,135.211,132,r648
692,1538,R692: 453528 -> CN159,453528,J309,junction,CN159,J301,junction,2,60,5,57.857,60,r660
693,1539,R693: CN32 -> CN31,CN32,J282,junction,CN31,J295,junction,3,80,11,128.048,132,r081
694,1540,R694: CN32 -> CN31,CN32,J282,junction,CN31,J295,junction,1,80,8,90.026,96,r670
695,1541,R695: CN30 -> CN29,CN30,J293,junction,CN29,J277,junction,3,80,13,155.666,156,r085
697,1553,R697: CN30 -> CN29,CN30,J293,junction,CN29,J277,junction,1,80,10,119.000,120,r675
698,1555,R698: CN31 -> CN118,CN31,J295,junction,CN118,J303,junction,3,80,3,38.914,36,r081
700,1563,R700: CN114 -> CN30,CN114,J300,junction,CN30,J293,junction,3,80,4,45.940,48,r085
701,1568,R701: 4004427 -> CN114,4004427,J319,junction,CN114,J300,junction,2,80,25,305.504,300,r478
702,1570,R702: 453498 -> CN159,453498,J298,junction,CN159,J301,junction,1,40,11,135.211,132,r648
705,1575,R705: 454018 -> CN130,454018,J363,junction,CN130,J360,junction,1,40,8,93.174,96,r602
707,1580,R707: 453496 -> 453498,453496,J297,junction,453498,J298,junction,1,40,4,44.273,48,r648
708,1581,R708: 453498 -> 453496,453498,J298,junction,453496,J297,junction,1,40,4,44.273,48,r648
712,1591,R712: 453486 -> 453496,453486,J292,junction,453496,J297,junction,1,40,5,61.791,60,r648
713,1592,R713: 453496 -> 453486,453496,J297,junction,453486,J292,junction,1,40,5,61.791,60,r648
714,1593,R714: CN127 -> 453496,CN127,J310,junction,453496,J297,junction,1,40,8,95.554,96,r690
715,1594,R715: 453496 -> CN127,453496,J297,junction,CN127,J310,junction,1,40,8,95.554,96,r690
716,1597,R716: 453430 -> CN158,453430,J281,junction,CN158,J270,junction,1,60,12,147.729,144,r692
717,1598,R717: CN158 -> 453430,CN158,J270,junction,453430,J281,junction,1,60,12,147.729,144,r692
718,1599,R718: CN126 -> CN114,CN126,J312,junction,CN114,J300,junction,1,50,16,191.695,192,r685
719,1601,R719: CN126 -> CN127,CN126,J312,junction,CN127,J310,junction,1,50,5,55.747,60,r693
720,1602,R720: 4004427 -> CN126,4004427,J319,junction,CN126,J312,junction,1,50,16,187.998,192,r689
722,1606,R722: 453486 -> 2814323,453486,J292,junction,2814323:terminal_downstream:722,J305d,boundary,1,40,10,125.480,120,r694
723,1607,R723: 2814323 -> 453486,2814323:terminal_upstream:723,J305u,boundary,453486,J292,junction,1,40,10,125.480,120,r694
724,1608,R724: 3204044 -> CN127,3204044:terminal_upstream:724,J328u,boundary,CN127,J310,junction,1,40,33,399.582,396,r690
725,1609,R725: CN127 -> 3204044,CN127,J310,junction,3204044:terminal_downstream:725,J328d,boundary,1,40,33,399.582,396,r690
727,1614,R727: 453430 -> CN110,453430,J281,junction,CN110,J289,junction,1,60,15,182.350,180,r692
729,1621,R729: CN110 -> 453430,CN110,J289,junction,453430,J281,junction,1,60,15,182.350,180,r692
731,1641,R731: 453733 -> 453827,453733,J326,junction,453827,J339,junction,1,40,19,231.881,228,r621
732,1642,R732: 453733 -> 1405014,453733,J326,junction,1405014:terminal_downstream:732,J320d,boundary,1,40,6,77.073,72,r708
733,1643,R733: 1405014 -> 453733,1405014:terminal_upstream:733,J320u,boundary,453733,J326,junction,1,40,6,77.073,72,r708
734,1644,R734: 2814321:upstream:1644 -> CN110,2814321:upstream:1644,B179u,boundary,CN110,J289,junction,1,60,6,73.943,72,r692
735,1645,R735: CN110 -> 2814321:downstream:1645,CN110,J289,junction,2814321:downstream:1645,B179d,boundary,1,60,6,73.943,72,r692
736,1650,R736: 1411108 -> 2815775,1411108,J235,junction,2815775,J237,junction,1,40,17,206.493,204,r711
737,1651,R737: 2815775 -> 1411108,2815775,J237,junction,1411108,J235,junction,1,40,17,206.493,204,r711
738,1654,R738: 2815775 -> 1411108,2815775,J237,junction,1411108,J235,junction,1,40,8,98.001,96,r713
739,1655,R739: 1411108 -> 2815775,1411108,J235,junction,2815775,J237,junction,1,40,8,98.001,96,r713
740,1658,R740: 453165 -> 452981,453165,J226,junction,452981,J203,junction,1,60,68,812.792,816,r715
743,1665,R743: RB21 -> 3289802,RB21,RB21,roundabout,3289802,J100,junction,1,40,1,5.199,12,r716
744,1670,R744: 453360 -> RB21,453360,J264,junction,RB21,RB21,roundabout,1,60,2,25.834,24,r722
747,1675,R747: RB21 -> 453397,RB21,RB21,roundabout,453397,J272,junction,1,60,4,42.115,48,r724
749,1680,R749: RB21 -> 3289806,RB21,RB21,roundabout,3289806,J101,junction,1,60,1,4.258,12,r727
750,1681,R750: 453397 -> 3289806,453397,J272,junction,3289806,J101,junction,2,60,3,37.794,36,r727
753,1687,R753: 1713043 -> RB21,1713043,J267,junction,RB21,RB21,roundabout,1,40,1,13.218,12,r728
758,1710,R758: CN57 -> 453165,CN57:terminal_upstream:758,J228u,boundary,453165,J226,junction,1,40,5,56.090,60,r739
761,1720,R761: 453278 -> 453300,453278,J247,junction,453300,J250,junction,2,60,4,48.559,48,r500
762,1721,R762: 453300 -> 453278,453300,J250,junction,453278,J247,junction,2,60,4,48.559,48,r500
763,1725,R763: 453164 -> CN111,453164,J225,junction,CN111,J216,junction,1,40,24,286.175,288,r744
764,1726,R764: CN111 -> 453164,CN111,J216,junction,453164,J225,junction,1,40,24,286.175,288,r744
765,1728,R765: CN153 -> CN151,CN153,J227,junction,CN151,J178,junction,2,80,93,1112.282,1116,r085
766,1731,R766: 453278 -> 3078485,453278,J247,junction,3078485,J80,junction,1,60,2,25.887,24,r748
767,1732,R767: 453165 -> CN57,453165,J226,junction,CN57:terminal_downstream:767,J228d,boundary,1,40,5,56.090,60,r739
768,1734,R768: CN154 -> RB20,CN154,J232,junction,RB20,RB20,roundabout,1,50,15,178.000,180,r749
769,1735,R769: 453191 -> 453165,453191,J230,junction,453165,J226,junction,1,60,11,126.011,132,r715
770,1736,R770: 453165 -> 453191,453165,J226,junction,453191,J230,junction,1,60,11,126.011,132,r715
771,1737,R771: RB20 -> 453278,RB20,RB20,roundabout,453278,J247,junction,1,60,3,33.406,36,r747
772,1738,R772: RB20 -> 3078485,RB20,RB20,roundabout,3078485,J80,junction,1,60,1,7.582,12,r748
775,1743,R775: RB20 -> CN157,RB20,RB20,roundabout,CN157,J254,junction,1,50,24,283.200,288,r750
776,1750,R776: RB20 -> 3289795,RB20,RB20,roundabout,3289795,B192,boundary,1,60,1,6.723,12,r755
777,1751,R777: RB20 -> RB19,RB20,RB20,roundabout,RB19,RB19,roundabout,1,60,7,84.710,84,r756
778,1752,R778: CN154 -> CN157,CN154,J232,junction,CN157,J254,junction,3,80,23,280.907,276,r081
781,1757,R781: RB18 -> CN153,RB18,RB18,roundabout,CN153,J227,junction,1,50,13,153.000,156,r746
782,1758,R782: 453191 -> 3289782,453191,J230,junction,3289782,J98,junction,1,60,2,25.752,24,r760
783,1759,R783: 453212 -> RB18,453212,J238,junction,RB18,RB18,roundabout,1,50,3,40.000,36,r762
784,1760,R784: RB18 -> 3289782,RB18,RB18,roundabout,3289782,J98,junction,1,60,1,7.307,12,r760
785,1761,R785: 453209 -> 453164,453209,J233,junction,453164,J225,junction,1,40,16,197.497,192,r744
786,1762,R786: 453164 -> 453209,453164,J225,junction,453209,J233,junction,1,40,16,197.497,192,r744
787,1763,R787: 453164 -> 2814317,453164,J225,junction,2814317:terminal_downstream:787,J224d,boundary,1,40,7,87.570,84,r763
788,1764,R788: 2814317 -> 453164,2814317:terminal_upstream:788,J224u,boundary,453164,J225,junction,1,40,7,87.570,84,r763
789,1765,R789: 453212 -> CN113,453212,J238,junction,CN113,J234,junction,1,50,3,33.402,36,r764
790,1766,R790: CN29 -> CN155,CN29,J277,junction,CN155,J246,junction,3,80,33,401.637,396,r085
791,1767,R791: CN155 -> CN153,CN155,J246,junction,CN153,J227,junction,3,80,31,369.342,372,r085
792,1768,R792: 2644154 -> 2644279,2644154,J276,junction,2644279,J273,junction,1,40,3,30.419,36,r766
793,1769,R793: 2644279 -> 2644154,2644279,J273,junction,2644154,J276,junction,1,40,3,30.419,36,r766
794,1770,R794: RB18 -> 453191,RB18,RB18,roundabout,453191,J230,junction,1,60,3,36.165,36,r759
795,1771,R795: CN155 -> 453212,CN155,J246,junction,453212,J238,junction,1,50,13,157.999,156,r762
796,1772,R796: CN113 -> 3289793,CN113,J234,junction,3289793,J99,junction,2,60,6,71.338,72,r767
797,1773,R797: RB19 -> 3289793,RB19,RB19,roundabout,3289793,J99,junction,1,60,1,6.680,12,r767
798,1774,R798: RB19 -> RB18,RB19,RB19,roundabout,RB18,RB18,roundabout,1,60,10,117.093,120,r769
799,1783,R799: 453251 -> RB19,453251,J242,junction,RB19,RB19,roundabout,1,60,3,31.535,36,r772
800,1784,R800: 453260 -> 453251,453260,J245,junction,453251,J242,junction,1,60,3,37.751,36,r692
801,1785,R801: 453251 -> 453260,453251,J242,junction,453260,J245,junction,1,60,3,37.751,36,r692
803,1791,R803: 453252 -> 453209,453252,J243,junction,453209,J233,junction,1,40,12,142.371,144,r744
804,1792,R804: 453209 -> 453252,453209,J233,junction,453252,J243,junction,1,40,12,142.371,144,r744
806,1795,R806: 453260 -> 453252,453260,J245,junction,453252,J243,junction,1,40,5,63.903,60,r779
807,1796,R807: 453252 -> 453260,453252,J243,junction,453260,J245,junction,1,40,5,63.903,60,r779
808,1797,R808: CN156 -> 453260,CN156,J248,junction,453260,J245,junction,1,60,4,43.057,48,r692
809,1798,R809: 453260 -> CN156,453260,J245,junction,CN156,J248,junction,1,60,4,43.057,48,r692
811,1805,R811: 453282:upstream:1805 -> CN156,453282:upstream:1805,B151u,boundary,CN156,J248,junction,1,60,1,3.697,12,r692
812,1806,R812: CN156 -> 453282:downstream:1806,CN156,J248,junction,453282:downstream:1806,B151d,boundary,1,60,1,3.697,12,r692
813,1807,R813: CN156 -> 453282:downstream:1807,CN156,J248,junction,453282:downstream:1807,B151d,boundary,1,60,1,3.989,12,r692
814,1808,R814: 453282:upstream:1808 -> CN156,453282:upstream:1808,B151u,boundary,CN156,J248,junction,1,60,1,3.989,12,r692
815,1809,R815: 453364 -> CN156,453364,J265,junction,CN156,J248,junction,1,60,23,277.906,276,r692
816,1810,R816: CN156 -> 453364,CN156,J248,junction,453364,J265,junction,1,60,23,277.906,276,r692
818,1813,R818: CN156 -> CN66,CN156,J248,junction,CN66,J249,junction,1,40,5,57.492,60,r784
819,1814,R819: CN66 -> CN156,CN66,J249,junction,CN156,J248,junction,1,40,5,57.492,60,r784
820,1821,R820: 2815170:upstream:1821 -> 452850,2815170:upstream:1821,B140u,boundary,452850,J185,junction,1,60,98,1177.703,1176,r788
821,1822,R821: CN66 -> 453252,CN66,J249,junction,453252,J243,junction,1,40,7,86.493,84,r744
822,1823,R822: 453252 -> CN66,453252,J243,junction,CN66,J249,junction,1,40,7,86.493,84,r744
825,1829,R825: 2646623 -> CN66,2646623:terminal_upstream:825,J257u,boundary,CN66,J249,junction,1,40,10,116.798,120,r790
826,1830,R826: CN66 -> 2646623,CN66,J249,junction,2646623:terminal_downstream:826,J257d,boundary,1,40,10,116.798,120,r790
828,1841,R828: 453364 -> CN158,453364,J265,junction,CN158,J270,junction,1,60,2,22.967,24,r794
829,1843,R829: CN158 -> 453364,CN158,J270,junction,453364,J265,junction,1,60,2,22.795,24,r795
831,1854,R831: 453356 -> 453310,453356,J263,junction,453310,J253,junction,1,40,16,197.815,192,r697
832,1855,R832: 453310 -> 453356,453310,J253,junction,453356,J263,junction,1,40,16,197.815,192,r697
834,1859,R834: 453310 -> 453321,453310,J253,junction,453321,J256,junction,1,40,7,80.585,84,r784
835,1860,R835: 453321 -> 453310,453321,J256,junction,453310,J253,junction,1,40,7,80.585,84,r784
837,1865,R837: 453213 -> 1400333,453213,J236,junction,1400333:terminal_downstream:837,J240d,boundary,1,40,4,46.788,48,r778
838,1866,R838: 1400333 -> 453213,1400333:terminal_upstream:838,J240u,boundary,453213,J236,junction,1,40,4,46.788,48,r778
841,1873,R841: 453321 -> 453302,453321,J256,junction,453302:terminal_downstream:841,J252d,boundary,1,40,5,59.667,60,r801
842,1874,R842: 453302 -> 453321,453302:terminal_upstream:842,J252u,boundary,453321,J256,junction,1,40,5,59.667,60,r801
846,1888,R846: CN44 -> 452839,CN44,J179,junction,452839,J182,junction,1,40,3,32.019,36,r805
848,1890,R848: CN53 -> 452839,CN53,J193,junction,452839,J182,junction,1,40,5,56.090,60,r817
849,1891,R849: CN46 -> CN44,CN46,J173,junction,CN44,J179,junction,1,40,6,71.696,72,r818
850,1892,R850: 452960 -> RB17,452960,J200,junction,RB17,RB17,roundabout,1,60,2,24.121,24,r819
851,1893,R851: CN53 -> 452960,CN53,J193,junction,452960,J200,junction,1,60,5,58.279,60,r820
852,1894,R852: 452960 -> CN53,452960,J200,junction,CN53,J193,junction,1,60,5,58.279,60,r820
853,1895,R853: 452839 -> CN53,452839,J182,junction,CN53,J193,junction,1,40,5,56.090,60,r817
855,1898,R855: RB17 -> 3289915,RB17,RB17,roundabout,3289915,J105,junction,1,60,1,5.334,12,r823
856,1899,R856: 452981 -> 453165,452981,J203,junction,453165,J226,junction,1,60,68,812.792,816,r715
857,1900,R857: 452981 -> RB17,452981,J203,junction,RB17,RB17,roundabout,1,60,2,28.028,24,r824
858,1901,R858: RB17 -> 452969,RB17,RB17,roundabout,452969,J202,junction,1,60,2,26.475,24,r825
859,1902,R859: 452969 -> 3289915,452969,J202,junction,3289915,J105,junction,2,60,2,21.793,24,r823
860,1907,R860: 452969 -> 452880,452969,J202,junction,452880,J189,junction,1,60,23,280.644,276,r828
861,1910,R861: CN05 -> CN46,CN05,J169,junction,CN46,J173,junction,1,40,11,130.413,132,r831
862,1911,R862: CN46 -> CN05,CN46,J173,junction,CN05,J169,junction,1,40,11,130.413,132,r831
864,1921,R864: CN36 -> 452911,CN36,J199,junction,452911,J195,junction,1,40,4,44.778,48,r830
865,1922,R865: CN36 -> CN152,CN36,J199,junction,CN152:terminal_downstream:865,J197d,boundary,1,40,9,107.931,108,r834
867,1924,R867: 452911 -> CN36,452911,J195,junction,CN36,J199,junction,1,40,4,44.778,48,r830
869,1942,R869: CN152 -> CN36,CN152:terminal_upstream:869,J197u,boundary,CN36,J199,junction,1,40,9,107.931,108,r834
871,1961,R871: 452804 -> 452804,452804,J199,junction,452804,J199,junction,1,40,26,308.330,312,r849
872,1966,R872: 452804 -> 452804,452804,J199,junction,452804,J199,junction,1,40,26,308.330,312,r849
874,1976,R874: 452880 -> 452969,452880,J189,junction,452969,J202,junction,1,60,23,280.644,276,r828
876,1980,R876: CN37 -> 452804,CN37,J180,junction,452804,J199,junction,1,40,4,43.843,48,r849
877,1981,R877: 452804 -> CN37,452804,J199,junction,CN37,J180,junction,1,40,4,43.843,48,r849
878,1983,R878: 452880 -> RB16,452880,J189,junction,RB16,RB16,roundabout,1,60,3,33.826,36,r855
880,1996,R880: CN37 -> 3294286,CN37,J180,junction,3294286,J123,junction,1,40,1,16.666,12,r864
881,1997,R881: RB16 -> CN37,RB16,RB16,roundabout,CN37,J180,junction,1,40,4,42.851,48,r865
882,2003,R882: RB16 -> 3294286,RB16,RB16,roundabout,3294286,J123,junction,1,40,1,6.765,12,r864
883,2004,R883: RB16 -> CN37,RB16,RB16,roundabout,CN37,J180,junction,1,40,2,21.353,24,r866
884,2007,R884: 452732 -> 452806,452732,J164,junction,452806,J176,junction,1,60,11,135.209,132,r870
885,2010,R885: RB16 -> 3078334,RB16,RB16,roundabout,3078334,B163,boundary,1,60,1,8.337,12,r872
886,2013,R886: RB16 -> RB15,RB16,RB16,roundabout,RB15,RB15,roundabout,1,60,6,74.894,72,r874
888,2016,R888: 452806 -> 452732,452806,J176,junction,452732,J164,junction,1,60,11,135.209,132,r870
891,2023,R891: 453134 -> 453136,453134,J218,junction,453136,J219,junction,1,40,3,31.055,36,r876
892,2024,R892: 453136 -> 453134,453136,J219,junction,453134,J218,junction,1,40,3,31.055,36,r876
893,2025,R893: CN64 -> 453136,CN64,J220,junction,453136,J219,junction,1,40,4,48.946,48,r779
894,2026,R894: 453136 -> CN64,453136,J219,junction,CN64,J220,junction,1,40,4,48.946,48,r779
895,2027,R895: 452806 -> 3291800,452806,J176,junction,3291800,J118,junction,1,60,1,13.302,12,r878
897,2030,R897: RB15 -> 3291800,RB15,RB15,roundabout,3291800,J118,junction,1,60,1,6.487,12,r878
898,2031,R898: RB15 -> 452806,RB15,RB15,roundabout,452806,J176,junction,1,60,2,20.337,24,r877
899,2032,R899: CN64 -> 453134,CN64,J220,junction,453134,J218,junction,1,40,4,42.203,48,r830
900,2033,R900: 453134 -> CN64,453134,J218,junction,CN64,J220,junction,1,40,4,42.203,48,r830
901,2034,R901: RB15 -> 452850,RB15,RB15,roundabout,452850,J185,junction,1,60,2,26.749,24,r880
902,2035,R902: RB15 -> 3291799,RB15,RB15,roundabout,3291799,J117,junction,1,60,1,6.173,12,r881
903,2036,R903: 2221472 -> 3291799,2221472,J177,junction,3291799,J117,junction,1,60,1,16.280,12,r881
904,2039,R904: RB15 -> 3078496,RB15,RB15,roundabout,3078496,J81,junction,1,60,1,4.762,12,r883
905,2040,R905: RB15 -> 2221472,RB15,RB15,roundabout,2221472,J177,junction,1,60,2,22.223,24,r884
906,2042,R906: 452850 -> 3078496,452850,J185,junction,3078496,J81,junction,1,60,2,20.215,24,r883
907,2045,R907: 2221472 -> 2221471,2221472,J177,junction,2221471,J158,junction,1,60,15,175.669,180,r886
908,2046,R908: 452850 -> 2815170:downstream:2046,452850,J185,junction,2815170:downstream:2046,B140d,boundary,1,60,98,1177.703,1176,r788
909,2048,R909: 3078128:upstream:2048 -> CN145,3078128:upstream:2048,B31u,boundary,CN145,J123,junction,3,80,82,984.942,984,r081
910,2049,R910: 2547541 -> 452189:downstream:2049,2547541,J105,junction,452189:downstream:2049,B63d,boundary,1,60,23,271.009,276,r887
911,2050,R911: 452189:upstream:2050 -> 2547541,452189:upstream:2050,B63u,boundary,2547541,J105,junction,1,60,23,271.009,276,r887
912,2055,R912: 3074978:upstream:2055 -> 2541056,3074978:upstream:2055,B16u,boundary,2541056,J11,junction,1,60,13,152.705,156,r895
918,2066,R918: 2547542 -> 2547541,2547542,J108,junction,2547541,J105,junction,1,60,14,165.696,168,r899
919,2067,R919: 2547541 -> 2547542,2547541,J105,junction,2547542,J108,junction,1,60,14,170.365,168,r900
921,2080,R921: 2541056 -> 3074978:downstream:2080,2541056,J11,junction,3074978:downstream:2080,B16d,boundary,1,60,13,152.705,156,r895
922,2083,R922: 451438 -> 2541056,451438,J05,junction,2541056,J11,junction,1,60,6,66.164,72,r895
923,2084,R923: 2541056 -> 451438,2541056,J11,junction,451438,J05,junction,1,60,6,66.164,72,r895
925,2095,R925: 451438 -> 451469,451438,J05,junction,451469,J08,junction,1,60,9,106.268,108,r895
926,2096,R926: 1817921 -> 2547542,1817921,J110,junction,2547542,J108,junction,1,60,9,106.200,108,r887
927,2097,R927: 2547542 -> 1817921,2547542,J108,junction,1817921,J110,junction,1,60,9,106.200,108,r887
928,2098,R928: 451469 -> 451438,451469,J08,junction,451438,J05,junction,1,60,9,106.268,108,r895
929,2102,R929: 451820 -> 2538475,451820,J39,junction,2538475:terminal_downstream:929,J54d,boundary,1,40,8,91.334,96,r905
930,2103,R930: 2538475 -> 451820,2538475:terminal_upstream:930,J54u,boundary,451820,J39,junction,1,40,8,91.334,96,r905
931,2106,R931: CN145 -> CN149,CN145,J123,junction,CN149,J161,junction,3,80,31,373.463,372,r081
932,2110,R932: CN145 -> RB13,CN145,J123,junction,RB13,RB13,roundabout,1,50,26,313.441,312,r911
933,2111,R933: 451820 -> 1239232,451820,J39,junction,1239232:terminal_downstream:933,J63d,boundary,1,40,15,174.954,180,r897
935,2118,R935: CN146 -> 3077074:downstream:2118,CN146,J125,junction,3077074:downstream:2118,B29d,boundary,3,80,85,1022.190,1020,r085
937,2120,R937: 1239232 -> 451820,1239232:terminal_upstream:937,J63u,boundary,451820,J39,junction,1,40,15,174.954,180,r897
938,2123,R938: 1411111 -> 452456,1411111:terminal_upstream:938,J124u,boundary,452456,J118,junction,1,40,7,78.393,84,r917
939,2130,R939: 1238834 -> 452741,1238834:terminal_upstream:939,J150u,boundary,452741,J168,junction,1,40,10,125.838,120,r919
940,2131,R940: 452600 -> CN146,452600,J134,junction,CN146,J125,junction,1,50,14,171.308,168,r916
941,2132,R941: 451507 -> 451469,451507,J13,junction,451469,J08,junction,1,60,6,68.588,72,r920
942,2133,R942: 451469 -> 451507,451469,J08,junction,451507,J13,junction,1,60,6,70.137,72,r921
943,2135,R943: 1817921 -> 3290217,1817921,J110,junction,3290217,J106,junction,1,60,3,32.128,36,r924
944,2138,R944: 452690 -> CN149,452690,J153,junction,CN149,J161,junction,1,50,27,319.679,324,r926
945,2139,R945: 2538476 -> 451750,2538476,J24,junction,451750,J30,junction,1,40,20,244.684,240,r890
946,2140,R946: 2538476 -> 2642376,2538476,J24,junction,2642376,J22,junction,1,40,7,81.220,84,r927
947,2141,R947: 452456 -> 1411111,452456,J118,junction,1411111:terminal_downstream:947,J124d,boundary,1,40,7,78.393,84,r917
948,2142,R948: 451750 -> 2538476,451750,J30,junction,2538476,J24,junction,1,40,20,244.684,240,r890
949,2143,R949: 452456 -> 452474,452456,J118,junction,452474,J120,junction,1,40,4,42.502,48,r929
950,2144,R950: 452474 -> 452456,452474,J120,junction,452456,J118,junction,1,40,4,42.502,48,r929
951,2145,R951: 452456 -> 3290220,452456,J118,junction,3290220,J107,junction,1,40,1,15.753,12,r930
952,2146,R952: RB07 -> 3290217,RB07,RB07,roundabout,3290217,J106,junction,1,60,1,4.165,12,r924
953,2149,R953: RB07 -> 452456,RB07,RB07,roundabout,452456,J118,junction,1,40,2,23.116,24,r928
954,2150,R954: RB07 -> 1817921,RB07,RB07,roundabout,1817921,J110,junction,1,60,3,38.658,36,r923
955,2151,R955: RB07 -> 3290220,RB07,RB07,roundabout,3290220,J107,junction,1,40,1,5.773,12,r930
956,2152,R956: 2642376 -> 2538476,2642376,J22,junction,2538476,J24,junction,1,40,7,81.220,84,r927
957,2153,R957: CN06 -> 452741,CN06:terminal_upstream:957,J172u,boundary,452741,J168,junction,1,40,4,47.468,48,r935
958,2157,R958: 451463 -> 451507,451463,J07,junction,451507,J13,junction,1,60,10,115.325,120,r895
959,2158,R959: 451507 -> 451463,451507,J13,junction,451463,J07,junction,1,60,10,115.325,120,r895
960,2159,R960: 452690 -> 3073866,452690,J153,junction,3073866,B153,boundary,1,50,1,5.946,12,r938
961,2160,R961: RB07 -> 3290226,RB07,RB07,roundabout,3290226,J108,junction,1,40,1,4.823,12,r939
962,2161,R962: 452474 -> CN12,452474,J120,junction,CN12:terminal_downstream:962,J127d,boundary,1,40,5,58.111,60,r941
963,2162,R963: CN12 -> 452474,CN12:terminal_upstream:963,J127u,boundary,452474,J120,junction,1,40,5,57.361,60,r942
964,2163,R964: RB07 -> CN15,RB07,RB07,roundabout,CN15,J107,junction,1,40,2,26.689,24,r943
966,2166,R966: 2538522 -> 2642376,2538522,J18,junction,2642376,J22,junction,1,40,6,69.097,72,r944
967,2167,R967: 2642376 -> 2538522,2642376,J22,junction,2538522,J18,junction,1,40,6,69.097,72,r944
