sim_roads,sim_weak_components,sim_component_road_counts,junctions,roundabout_junctions,regular_junctions,inflow_boundaries,boundary_ports,upstream_boundary_ports,downstream_boundary_ports,boundary_nodes,invalid_road_connections,invalid_road_ids,boundary_nodes_with_one_directed_road,boundary_nodes_with_multiple_directed_roads,full_unpruned_candidate_roads,dropped_pruned_roads,contracted_pass_through_nodes,contracted_bidirectional_pass_through_nodes,dropped_disconnected_sim_roads
1348,1,1348,500,33,467,144,340,144,196,340,0,,340,0,2711,966,19,213,0
