object_key,road_id,veglenkesekvensid,veglenkenummer,segmentnummer,startnode,sluttnode,typeVeg,street_name,kortform,lenkeretning,length_m,feltoversikt,lane_mode,source_files
443319-12-13:3073794>3073789,r082,443319,12,13,3073794,3073789,Rampe,Drammensveien,EV18 S54D1 m204 KD1 m292-341,MOT,48.713,1,with_link,E18_2.json
443314-12-12:3073771>3073772,r076,443314,12,12,3073771,3073772,Rampe,Drammensveien,EV18 S54D1 m204 KD2 m82-111,MOT,29.272,1,with_link,E18_2.json
2735724-1-3:2735691>2735702,r285,2735724,1,3,2735691,2735702,Enkel bilveg,Gamle Drammensvei,PV1101 S18D1 m0-38,MED,38.45,1#2,bidirectional,E18_2.json E18_3.json
443807-4-12:456848>2648125,r235,443807,4,12,456848,2648125,Enkel bilveg,Professor Kohts vei,FV1621 S1D1 m984-991,MED,6.635,1#2#3S#4S,bidirectional_special,E18_2.json E18_3.json
443807-23-12:2648130>456848,r235,443807,23,12,2648130,456848,Enkel bilveg,Professor Kohts vei,FV1621 S1D1 m974-984,MED,9.761,1#2#3S#4S,bidirectional_special,E18_2.json E18_3.json
443317-10-11:3073780>457653,r080,443317,10,11,3073780,457653,Rampe,Drammensveien,EV18 S54D1 m204 KD6 m169-244,MOT,74.649,1,with_link,E18_2.json
443317-9-11:3073779>3073780,r080,443317,9,11,3073779,3073780,Rampe,Drammensveien,EV18 S54D1 m204 KD6 m152-169,MOT,16.79,1,with_link,E18_2.json
2647998-3-4:3635918>2735691,r280,2647998,3,4,3635918,2735691,Enkel bilveg,Gamle Drammensvei,PV1101 S17D1 m5-11,MED,6.021,1#2,bidirectional,E18_2.json E18_3.json
443807-22-12:3075020>2648130,r235,443807,22,12,3075020,2648130,Enkel bilveg,Professor Kohts vei,FV1621 S1D1 m965-974,MED,8.852,1#2#3S#4S,bidirectional_special,E18_2.json E18_3.json
443804-33-15:2648106>2670207,r084,443804,33,15,2648106,2670207,Enkel bilveg,Gamle Drammensvei,FV1620 S1D1 m413-515,MED,101.371,1#2,bidirectional,E18_2.json E18_3.json
443807-35-12:4008184>3075020,r235,443807,35,12,4008184,3075020,Enkel bilveg,Professor Kohts vei,FV1621 S1D1 m907-965,MED,58.315,1#2#3S#4S,bidirectional_special,E18_2.json E18_3.json
2647998-1-4:2648106>3635918,r280,2647998,1,4,2648106,3635918,Enkel bilveg,Gamle Drammensvei,PV1101 S17D1 m0-5,MED,5.227,1#2,bidirectional,E18_2.json E18_3.json
405168-8-3:2647274>2647273,r078,405168,8,3,CN72,2647273,Enkel bilveg,Fridtjof Nansens vei,KV1096 S1D1 m249-289,MED,40.035,1#2,bidirectional,E18_2.json
443804-34-15:2670206>2648106,r084,443804,34,15,2670206,2648106,Enkel bilveg,Gamle Drammensvei,FV1620 S1D1 m383-413,MED,30.295,1#2,bidirectional,E18_2.json E18_3.json
443316-4-10:3073775>457653,r276,443316,4,10,3073775,457653,Rampe,Drammensveien,EV18 S54D1 m204 KD7 m121-129,MOT,8.0,,unknown,E18_2.json
2735725-2-3:3635916>2735703,r286,2735725,2,3,3635916,2735703,Enkel bilveg,Gamle Drammensvei,PV1101 S19D1 m6-32,MED,25.944,1#2,bidirectional,E18_2.json E18_3.json
443804-38-15:3101148>456482,r084,443804,38,15,3101148,456482,Enkel bilveg,Gamle Drammensvei,FV1620 S1D1 m113-313,MED,199.948,1#2,bidirectional,E18_2.json E18_3.json
446147-16-12:3078047>3078148,r081,446147,16,12,3078047,3078148,Kanalisert veg,Drammensveien,EV18 S54D1 m298-350,MOT,52.609,2#4,against_link,E18_2.json
443804-14-15:456791>2670208,r084,443804,14,15,CN175,2670208,Enkel bilveg,Gamle Drammensvei,FV1620 S1D1 m557-677,MED,119.832,1#2,bidirectional,E18_2.json E18_3.json
405327-6-3:3635917>456376,r257,405327,6,3,3635917,456376,Enkel bilveg,Nordliveien,KV1218 S1D1 m36-100,MED,64.246,1#2,bidirectional,E18_2.json E18_3.json
405148-10-3:3635920>456791,r108,405148,10,3,3635920,CN175,Enkel bilveg,Fagerhøyveien,KV1085 S1D1 m812-817,MED,5.171,1#2,bidirectional,E18_2.json E18_3.json
443319-10-11:3073789>3073790,r082,443319,10,11,3073789,3073790,Rampe,Drammensveien,EV18 S54D1 m204 KD1 m341-365,MOT,24.0,1,with_link,E18_2.json
2670234-2-9:3643408>456764,r287,2670234,2,9,3643408,CN175,Kanalisert veg,Gamle Drammensvei,FV1620 S1D1 m528-536,MED,8.927,1,with_link,E18_2.json E18_3.json
2670234-1-9:2670207>3643408,r287,2670234,1,9,2670207,3643408,Kanalisert veg,Gamle Drammensvei,FV1620 S1D1 m515-528,MED,13.322,1,with_link,E18_2.json E18_3.json
2670233-2-9:3643410>456764,r288,2670233,2,9,3643410,CN175,Kanalisert veg,Gamle Drammensvei,FV1620 S1D1 m527-536,MED,9.524,2,against_link,E18_2.json E18_3.json
2670233-1-9:2670207>3643410,r288,2670233,1,9,2670207,3643410,Kanalisert veg,Gamle Drammensvei,FV1620 S1D1 m515-527,MED,13.537,2,against_link,E18_2.json E18_3.json
405148-11-3:3831764>3635920,r108,405148,11,3,3831764,3635920,Enkel bilveg,Fagerhøyveien,KV1085 S1D1 m783-812,MED,28.267,1#2,bidirectional,E18_2.json E18_3.json
444470-15-12:457575>3077112,r085,444470,15,12,CN179,3077112,Kanalisert veg,Drammensveien,EV18 S54D1 m298-347,MOT,48.37,1#3#5,with_link,E18_2.json
2735725-1-3:2670206>3635916,r286,2735725,1,3,2670206,3635916,Enkel bilveg,Gamle Drammensvei,PV1101 S19D1 m0-6,MED,6.122,1#2,bidirectional,E18_2.json E18_3.json
443807-3-12:456951>4008184,r235,443807,3,12,456951,4008184,Enkel bilveg,Professor Kohts vei,FV1621 S1D1 m903-907,MED,4.578,1#2#3S#4S,bidirectional_special,E18_2.json E18_3.json
2670232-2-9:3635911>2670206,r289,2670232,2,9,3635911,2670206,Kanalisert veg,Gamle Drammensvei,FV1620 S1D1 m366-383,MED,17.733,2,against_link,E18_2.json E18_3.json
2670237-2-9:3635913>2670206,r290,2670237,2,9,3635913,2670206,Kanalisert veg,Gamle Drammensvei,FV1620 S1D1 m365-383,MED,17.787,1,with_link,E18_2.json E18_3.json
443807-21-12:3075019>456951,r235,443807,21,12,3075019,456951,Enkel bilveg,Professor Kohts vei,FV1621 S1D1 m899-903,MED,4.036,1#2#3S#4S,bidirectional_special,E18_2.json E18_3.json
443807-28-7:2670210>3075019,r235,443807,28,7,CN86,3075019,Enkel bilveg,Professor Kohts vei,FV1621 S1D1 m882-899,MED,16.553,1#2#3S#4S,bidirectional_special,E18_2.json E18_3.json
2670236-2-9:3159429>2670210,r291,2670236,2,9,3159429,CN86,Kanalisert veg,Gamle Drammensvei,FV1620 S1D1 m695-701,MED,5.283,,unknown,E18_2.json
3101147-3-3:3598647>3101151,r292,3101147,3,3,3598647,3101151,Enkel bilveg,Gamle Drammensvei,PV92148 S1D1 m50-93,MED,42.948,1#2,bidirectional,E18_2.json
405327-1-3:456524>3635917,r257,405327,1,3,CN174,3635917,Enkel bilveg,Nordliveien,KV1218 S1D1 m0-36,MED,35.903,1#2,bidirectional,E18_2.json
2670236-1-9:2670208>3159429,r291,2670236,1,9,2670208,3159429,Kanalisert veg,Gamle Drammensvei,FV1620 S1D1 m677-695,MED,12.557,1,with_link,E18_2.json
2670237-1-9:456524>3635913,r290,2670237,1,9,CN174,3635913,Kanalisert veg,Gamle Drammensvei,FV1620 S1D1 m352-365,MED,13.811,1,with_link,E18_2.json
2670235-1-9:2670208>3159430,r293,2670235,1,9,2670208,3159430,Kanalisert veg,Gamle Drammensvei,FV1620 S1D1 m677-695,MED,22.648,2,against_link,E18_2.json
2670235-3-7:3159430>2670209,r293,2670235,3,7,3159430,CN86,Kanalisert veg,Gamle Drammensvei,FV1620 S1D1 m695-701,MED,9.32,,unknown,E18_2.json
2670232-1-9:456524>3635911,r289,2670232,1,9,CN174,3635911,Kanalisert veg,Gamle Drammensvei,FV1620 S1D1 m352-366,MED,14.592,2,against_link,E18_2.json
405148-6-3:456799>3831764,r108,405148,6,3,456799,3831764,Enkel bilveg,Fagerhøyveien,KV1085 S1D1 m720-783,MED,63.726,1#2,bidirectional,E18_2.json
3204419-1-2:3101151>3101152,r294,3204419,1,2,3101151,3101152,Enkel bilveg,,PV92031 S1D1 m0-45,MED,44.741,1#2,bidirectional,E18_2.json
417260-1-3:456799>1413537,r295,417260,1,3,456799,1413537,Enkel bilveg,Fagerhøy terrasse,PV1084 S1D1 m0-89,MED,88.643,1#2,bidirectional,E18_2.json
443804-10-15:456490>456496,r084,443804,10,15,456490,CN174,Enkel bilveg,Gamle Drammensvei,FV1620 S1D1 m317-322,MED,4.954,1#2,bidirectional,E18_2.json
447204-2-3:456501>456496,r296,447204,2,3,456501,CN174,Kanalisert veg,Nordraaks vei,KV1219 S1D1 m1094-1105,MED,11.16,2,against_link,E18_2.json
443804-9-15:456482>456490,r084,443804,9,15,456482,456490,Enkel bilveg,Gamle Drammensvei,FV1620 S1D1 m313-317,MED,4.285,1#2,bidirectional,E18_2.json
445627-2-3:456489>456482,r297,445627,2,3,456489,456482,Kanalisert veg,Nordraaks vei,KV1219 S1D1 m1094-1105,MED,11.002,1,with_link,E18_2.json
3101146-2-3:3598645>3101152,r298,3101146,2,3,3598645,3101152,Enkel bilveg,Nordraaks vei,PV92149 S1D1 m13-127,MED,114.574,1#2,bidirectional,E18_2.json
447204-1-3:456502>456501,r296,447204,1,3,456502,456501,Kanalisert veg,Nordraaks vei,KV1219 S1D1 m1084-1094,MED,10.849,2,against_link,E18_2.json
445627-1-3:456502>456489,r297,445627,1,3,456502,456489,Kanalisert veg,Nordraaks vei,KV1219 S1D1 m1084-1094,MED,12.279,1,with_link,E18_2.json
405328-22-3:3101150>456502,r141,405328,22,3,3101150,456502,Enkel bilveg,Nordraaks vei,KV1219 S1D1 m1049-1084,MED,35.002,1#2,bidirectional,E18_2.json
405148-9-3:3598621>456799,r108,405148,9,3,3598621,456799,Enkel bilveg,Fagerhøyveien,KV1085 S1D1 m624-720,MED,95.882,1#2,bidirectional,E18_2.json
405328-26-3:3598615>3101150,r141,405328,26,3,3598615,3101150,Enkel bilveg,Nordraaks vei,KV1219 S1D1 m851-1049,MED,197.158,1#2,bidirectional,E18_2.json
3101146-1-3:3101150>3598645,r298,3101146,1,3,3101150,3598645,Enkel bilveg,Nordraaks vei,PV92149 S1D1 m0-13,MED,12.768,1#2,bidirectional,E18_2.json
1917116-3-3:3598616>1917132,r299,1917116,3,3,3598616,1917132,Enkel bilveg,Marstranderveien,PV1199 S1D1 m3-90,MED,86.767,1#2,bidirectional,E18_2.json
405148-5-3:456914>3598621,r108,405148,5,3,456914,3598621,Enkel bilveg,Fagerhøyveien,KV1085 S1D1 m613-624,MED,10.587,1#2,bidirectional,E18_2.json
405313-6-4:1917131>456914,r196,405313,6,4,1917131,456914,Enkel bilveg,Marstranderveien,KV1199 S2D1 m35-79,MED,43.792,1#2,bidirectional,E18_2.json
405329-6-3:2737701>456307,r300,405329,6,3,CN106,456307,Enkel bilveg,Nyveien,KV1221 S1D1 m251-344,MED,93.135,1#2,bidirectional,E18_2.json
1917116-2-3:1917131>3598616,r299,1917116,2,3,1917131,3598616,Enkel bilveg,Marstranderveien,PV1199 S1D1 m0-3,MED,3.287,1#2,bidirectional,E18_2.json
1917116-1-3:1917146>1917131,r299,1917116,1,3,CN19,1917131,Enkel bilveg,Marstranderveien,KV1199 S2D1 m0-35,MED,35.349,1#2,bidirectional,E18_2.json
405328-8-3:456825>3598615,r141,405328,8,3,CN19,3598615,Enkel bilveg,Nordraaks vei,KV1219 S1D1 m839-851,MED,12.762,1#2,bidirectional,E18_2.json
405313-13-4:3598617>456825,r196,405313,13,4,3598617,CN19,Enkel bilveg,Marstranderveien,KV1199 S1D1 m995-1010,MED,15.19,1#2,bidirectional,E18_2.json
405328-21-3:2814328>1917146,r141,405328,21,3,CN78,CN19,Enkel bilveg,Nordraaks vei,KV1219 S1D1 m802-835,MED,32.951,1#2,bidirectional,E18_2.json
405313-12-4:2735698>3598617,r196,405313,12,4,2735698,3598617,Enkel bilveg,Marstranderveien,KV1199 S1D1 m957-995,MED,38.164,1#2,bidirectional,E18_2.json
2737957-1-3:2737701>2737813,r301,2737957,1,3,CN106,2737813,Enkel bilveg,Nyveien,PV1221 S4D1 m0-50,MED,50.026,1#2,bidirectional,E18_2.json
2814273-1-3:2814328>3598614,r302,2814273,1,3,CN78,3598614,Enkel bilveg,Nordraaks vei,PV1219 S14D1 m0-3,MED,2.75,1#2,bidirectional,E18_2.json
2814273-2-3:3598614>2814409,r302,2814273,2,3,3598614,2814409,Enkel bilveg,Nordraaks vei,PV1219 S14D1 m3-22,MED,18.863,1#2,bidirectional,E18_2.json
405328-20-3:2737698>2648067,r141,405328,20,3,2737698,CN78,Enkel bilveg,Nordraaks vei,KV1219 S1D1 m703-797,MED,93.713,1#2,bidirectional,E18_2.json
2648019-1-4:2648067>2648124,r303,2648019,1,4,CN78,2648124,Enkel bilveg,Nordraaks vei,PV1219 S11D1 m0-64,MED,63.834,1#2,bidirectional,E18_2.json
405329-2-3:456616>2737700,r300,405329,2,3,456616,CN106,Enkel bilveg,Nyveien,KV1221 S1D1 m102-241,MED,139.727,1#2,bidirectional,E18_2.json
2737955-1-3:2737700>2737811,r304,2737955,1,3,CN106,2737811,Enkel bilveg,Nyveien,PV1221 S3D1 m0-38,MED,38.309,1#2,bidirectional,E18_2.json
2735726-1-3:2735698>2735704,r305,2735726,1,3,2735698,2735704,Enkel bilveg,Marstranderveien,PV1199 S4D1 m0-41,MED,40.527,1#2,bidirectional,E18_2.json
405313-7-4:3067844>2735698,r196,405313,7,4,3067844,2735698,Enkel bilveg,Marstranderveien,KV1199 S1D1 m929-957,MED,28.15,1#2,bidirectional,E18_2.json
2737954-1-3:2737698>2737810,r306,2737954,1,3,2737698,2737810,Enkel bilveg,Nordraaks vei,PV1219 S13D1 m0-62,MED,61.558,1#2,bidirectional,E18_2.json
405313-8-4:3067845>3067844,r196,405313,8,4,3067845,3067844,Enkel bilveg,Marstranderveien,KV1199 S1D1 m904-929,MED,24.201,1#2,bidirectional,E18_2.json
405329-1-3:456759>456616,r300,405329,1,3,456759,456616,Enkel bilveg,Nyveien,KV1221 S1D1 m0-102,MED,101.607,1#2,bidirectional,E18_2.json
417466-1-3:456616>2737699,r307,417466,1,3,456616,2737699,Enkel bilveg,Nyveien,PV1221 S1D1 m0-44,MED,44.206,1#2,bidirectional,E18_2.json
405313-4-4:456759>3067845,r196,405313,4,4,456759,3067845,Enkel bilveg,Marstranderveien,KV1199 S1D1 m872-904,MED,32.157,1#2,bidirectional,E18_2.json
417466-2-3:2737699>1405663,r307,417466,2,3,2737699,1405663,Enkel bilveg,Nyveien,PV1221 S1D1 m44-82,MED,37.359,1#2,bidirectional,E18_2.json
2737956-1-3:2737699>2737812,r308,2737956,1,3,2737699,2737812,Enkel bilveg,Nyveien,PV1221 S2D1 m0-33,MED,32.612,1#2,bidirectional,E18_2.json
3921021-3-1:3920986>3920998,r213,3921021,3,1,3920986,3920998,Enkel bilveg,,EA18 S153D1 m937-2834,MED,1897.636,1,with_link,E18_3.json E18_4.json E18_5.json E18_6.json E18_7.json
3921020-7-1:3920997>3920990,r215,3921020,7,1,3920997,3920990,Enkel bilveg,,EA18 S153D1 m4559-6455,MED,1896.6,1,with_link,E18_3.json E18_4.json E18_5.json E18_6.json E18_7.json
405335-9-6:456410>3606850,r309,405335,9,6,456410,3606850,Enkel bilveg,Oksenøyveien,KV1226 S3D1 m48-175,MED,127.177,1#2,bidirectional,E18_3.json
4035767-5-5:4035760>4035762,r214,4035767,5,5,4035760,CN117,Enkel bilveg,,EV18 S53D1 m3872-4798,MOT,925.397,2#4,against_link,E18_3.json E18_4.json E18_5.json
4035770-3-5:4035764>4035765,r212,4035770,3,5,CN125,CN141,Enkel bilveg,,EV18 S53D1 m6624-7319,MED,694.995,1#3,with_link,E18_3.json E18_4.json E18_5.json
1915879-1-3:1915943>1915944,r310,1915879,1,3,1915943,1915944,Enkel bilveg,Oksenøyveien,PV1226 S5D1 m0-170,MED,169.887,1#2,bidirectional,E18_3.json
2537706-1-4:1915943>2537600,r311,2537706,1,4,1915943,2537600,Enkel bilveg,Widerøeveien,PV2536 S3D1 m43-114,MOT,71.643,1#2,bidirectional,E18_3.json
405808-1-3:455584>1241081,r312,405808,1,3,455584,1241081,Enkel bilveg,Holtet,KV2067 S3D1 m0-71,MED,71.421,1#2,bidirectional,E18_3.json E18_4.json
2736139-2-3:3606882>2736204,r313,2736139,2,3,3606882,2736204,Enkel bilveg,Michelets vei,PV1568 S13D1 m3-37,MED,33.562,1#2,bidirectional,E18_3.json E18_4.json
2537702-4-4:2735690>2537552,r314,2537702,4,4,2735690,2537552,Enkel bilveg,John Strandruds vei,PV2540 S4D1 m0-28,MED,28.199,1#2,bidirectional,E18_3.json
2537713-2-3:3606864>3822488,r315,2537713,2,3,3606864,3822488,Enkel bilveg,Oksenøyveien,PV1226 S7D1 m183-239,MED,55.994,1#2,bidirectional,E18_3.json
405806-5-3:3606901>2736150,r316,405806,5,3,CN95,2736150,Enkel bilveg,Holtet,KV2067 S1D1 m25-106,MED,80.848,1#2,bidirectional,E18_3.json E18_4.json
405807-5-3:3606892>455584,r317,405807,5,3,3606892,455584,Enkel bilveg,Holtet,KV2067 S2D1 m13-59,MED,45.481,1#2,bidirectional,E18_3.json E18_4.json
405555-29-3:3204448>455964,r318,405555,29,3,3204448,455964,Enkel bilveg,Michelets vei,KV1568 S1D1 m894-935,MED,40.548,1#2,bidirectional,E18_3.json E18_4.json
443321-3-14:3456720>455099,r319,443321,3,14,CN125,455099,Rampe,Drammensveien,EV18 S53D1 m7191 KD3 m22-558,MED,536.0,1,with_link,E18_3.json E18_4.json
2537702-6-3:3606812>2735690,r314,2537702,6,3,3606812,2735690,Enkel bilveg,John Strandruds vei,PV2540 S3D1 m126-135,MED,9.365,1#2,bidirectional,E18_3.json
417776-2-3:3606881>1409910,r320,417776,2,3,3606881,1409910,Enkel bilveg,Michelets vei,PV1568 S2D1 m4-93,MED,89.526,1#2,bidirectional,E18_3.json E18_4.json
2735763-4-3:2815448>2735690,r321,2735763,4,3,2815448,2735690,Enkel bilveg,John Strandruds vei,PV2540 S2D1 m159-217,MED,57.991,1#2,bidirectional,E18_3.json
417778-6-4:3911171>2736151,r322,417778,6,4,3911171,2736151,Enkel bilveg,Michelets vei,PV1568 S10D1 m41-73,MED,31.882,1#2,bidirectional,E18_3.json E18_4.json
2537713-3-3:3606860>3606864,r315,2537713,3,3,CN11,3606864,Enkel bilveg,Oksenøyveien,PV1226 S7D1 m160-183,MED,22.651,1#2,bidirectional,E18_3.json
405555-6-3:3067884>3204448,r318,405555,6,3,3067884,3204448,Enkel bilveg,Michelets vei,KV1568 S1D1 m818-894,MED,75.908,1#2,bidirectional,E18_3.json E18_4.json
3204451-1-3:3204448>3606873,r323,3204451,1,3,3204448,3606873,Enkel bilveg,Michelets vei,PV92026 S1D1 m0-4,MED,4.13,1#2,bidirectional,E18_3.json E18_4.json
3204451-2-3:3606873>3204434,r323,3204451,2,3,3606873,3204434,Enkel bilveg,Michelets vei,PV92026 S1D1 m4-64,MED,60.322,1#2,bidirectional,E18_3.json E18_4.json
3606921-1-2:3606837>3606860,r324,3606921,1,2,3606837,CN11,Enkel bilveg,Oksenøyveien,PV99130 S1D1 m0-17,MED,16.563,1#2,bidirectional,E18_3.json
1915877-2-3:3080254>1915943,r325,1915877,2,3,3080254,1915943,Enkel bilveg,Oksenøyveien,PV1226 S3D1 m97-116,MED,18.474,1#2,bidirectional,E18_3.json
417475-2-3:3606851>1405670,r326,417475,2,3,3606851,CN11,Enkel bilveg,Oksenøyveien,PV1226 S7D1 m4-139,MED,134.576,1#2,bidirectional,E18_3.json
1915877-3-3:3204444>3080254,r325,1915877,3,3,3204444,3080254,Enkel bilveg,Oksenøyveien,PV1226 S3D1 m46-97,MED,50.972,1#2,bidirectional,E18_3.json
417778-2-4:2736151>1409912,r322,417778,2,4,2736151,1409912,Enkel bilveg,Holtet,PV2067 S10D1 m0-54,MED,54.195,1#2,bidirectional,E18_3.json E18_4.json
2736136-2-3:3832198>2736151,r327,2736136,2,3,3832198,2736151,Enkel bilveg,Holtet,PV2067 S3D1 m26-73,MED,47.24,1#2,bidirectional,E18_3.json E18_4.json
