row_label	junction	incoming_row	source_road	source_observed	row_tv_error	observed_target_cols	rank_within_swap	variant_label	y_true	y_obs	y_post	y_swap	sigma_true	sigma_model	flux_shape_obs	true_standardized_residual	post_standardized_residual	swap_standardized_residual	post_loss_contribution	swap_loss_contribution	contribution_improvement	abs_contribution_improvement	swap_improves_observation	global_index	scenario_index	scenario_label	local_index	road_id	road_role	sensor_position	sensor_cell	sensor_fraction	time_index	time_hour	time_min
J1 row 3	1	3	18	false	0.1866046451	2,3	22	hard_floor_0p03	0.4315340412	0.3507234834	0.1508661585	0.1127443762	0.078499972	0.07286928691	0.9108660863	1.108979671	-2.742682594	-3.265835543	3.761153907	5.332840897	-1.571686991	1.571686991	false	1069	4	north_heavy	205	17	internal	1	2	0.125	4	0.01666666667	1
J1 row 3	1	3	18	false	0.1866046451	2,3	23	hard_floor_0p03	0.357141613	0.374508614	0.08791170479	0.05870101975	0.073469274	0.07496061186	0.9370076482	-0.231681688	-3.823300026	-4.212980477	7.308811544	8.87460225	-1.565790706	1.565790706	false	209	1	balanced_reference	209	17	internal	1	2	0.125	5	0.02083333333	1.25
J1 row 3	1	3	18	false	0.1866046451	2,3	24	hard_floor_0p03	0.2251253071	0.08475031884	0.1995899528	0.1909576916	0.05582204903	0.02482166473	0.3102708092	5.655341403	4.626588715	4.278817472	10.70266157	9.154139479	1.548522088	1.548522088	true	2222	8	alternating_inlets	206	17	internal	2	5	0.375	4	0.01666666667	1
J1 row 3	1	3	18	false	0.1866046451	2,3	25	hard_floor_0p03	0.4891499494	0.5352245071	0.2918802289	0.2551013448	0.07996232845	0.07960295491	0.9950369364	-0.5788046155	-3.056975441	-3.519004572	4.672549424	6.191696589	-1.519147165	1.519147165	false	1641	6	west_heavy	201	17	internal	1	2	0.125	3	0.0125	0.75
J1 row 4	1	4	20	false	0.4677491586	2,3	1	hard_floor_0p03	0.2425337545	0.009939361138	0.06814460595	0.1058100448	0.05878756237	0.003148982476	0.03936228095	73.86334954	18.4838262	30.44497212	170.8259156	463.4481637	-292.6222482	292.6222482	false	2225	8	alternating_inlets	209	17	internal	1	2	0.125	5	0.02083333333	1.25
J1 row 4	1	4	20	false	0.4677491586	2,3	2	hard_floor_0p03	0.2752311462	0.159065591	0.2757707233	0.4158813595	0.06383326796	0.04280439321	0.5350549151	2.713869921	2.726475566	5.999752576	3.716834507	17.99851549	-14.28168098	14.28168098	false	2141	8	alternating_inlets	125	4	outgoing	1	2	0.08333333333	8	0.03333333333	2
J1 row 4	1	4	20	false	0.4677491586	2,3	3	hard_floor_0p03	0.1574115909	0.08592770169	0.1564943357	0.2004005434	0.04244261822	0.02513412217	0.3141765271	2.844097308	2.80760289	4.554479402	3.941316993	10.37164131	-6.430324317	6.430324317	false	1833	7	east_heavy_late	105	4	outgoing	1	2	0.08333333333	3	0.0125	0.75
J1 row 4	1	4	20	false	0.4677491586	2,3	4	hard_floor_0p03	0.1946300531	0.1423034572	0.1936039274	0.2671629596	0.05015974257	0.03905701864	0.488212733	1.339748853	1.31347635	3.196851854	0.8626100605	5.109930888	-4.247320827	4.247320827	false	1265	5	south_heavy	113	4	outgoing	1	2	0.08333333333	5	0.02083333333	1.25
J1 row 4	1	4	20	false	0.4677491586	2,3	5	hard_floor_0p03	0.2089889394	0.1741576762	0.2075013506	0.3039896883	0.05290002004	0.0460245696	0.57530712	0.7567971536	0.7244755298	2.820928328	0.2624323966	3.978818315	-3.716385918	3.716385918	false	1849	7	east_heavy_late	121	4	outgoing	1	2	0.08333333333	7	0.02916666667	1.75
J1 row 4	1	4	20	false	0.4677491586	2,3	6	hard_floor_0p03	0.2106845161	0.1774638329	0.2097030299	0.3068847656	0.05321489625	0.04671053468	0.5838816835	0.7112032321	0.6901911364	2.770701162	0.2381819024	3.838392464	-3.600210561	3.600210561	false	1273	5	south_heavy	121	4	outgoing	1	2	0.08333333333	7	0.02916666667	1.75
