sample	weight	entry_index	target_row_index	node_label	node_type	junction_id	row	incoming_road	outgoing_road	local_outgoing_index	matrix_column	true_turning_fraction	sample_turning_fraction
1	0.0078125	35	12	J411	junction	258	3	576	574	2	2	0.09821284373	0.6445002336
1	0.0078125	36	12	J411	junction	258	3	576	575	3	3	0.821209974	0.2098305457
1	0.0078125	37	13	J416	junction	261	1	507	520	1	1	0.08585171273	0.6032493216
1	0.0078125	38	13	J416	junction	261	1	507	533	2	2	0.8350226374	0.08601149767
1	0.0078125	39	13	J416	junction	261	1	507	535	3	3	0.0791256499	0.3107391807
1	0.0078125	40	14	J416	junction	261	2	519	520	1	1	0.4424993428	0.4803109495
1	0.0078125	41	14	J416	junction	261	2	519	533	2	2	0.2571829325	0.1227189117
1	0.0078125	42	14	J416	junction	261	2	519	535	3	3	0.3003177247	0.3969701387
1	0.0078125	43	15	J416	junction	261	3	543	520	1	1	0.4804376639	0.4387031774
1	0.0078125	44	15	J416	junction	261	3	543	533	2	2	0.2584001043	0.2844352838
1	0.0078125	45	15	J416	junction	261	3	543	535	3	3	0.2611622318	0.2768615388
1	0.0078125	46	16	J635	junction	308	1	54	103	1	1	0.5033156413	0.07269786958
1	0.0078125	47	16	J635	junction	308	1	54	104	2	2	0.2465759607	0.861859867
1	0.0078125	48	16	J635	junction	308	1	54	105	3	3	0.250108398	0.06544226337
1	0.0078125	49	17	J635	junction	308	2	72	103	1	1	0.5058520174	0.02018945742
1	0.0078125	50	17	J635	junction	308	2	72	104	2	2	0.2267304274	0.8844768373
1	0.0078125	51	17	J635	junction	308	2	72	105	3	3	0.2674175552	0.09533370532
1	0.0078125	52	18	J635	junction	308	3	110	103	1	1	0.119554461	0.9742010504
1	0.0078125	53	18	J635	junction	308	3	110	104	2	2	0.8032404603	0.007811226871
1	0.0078125	54	18	J635	junction	308	3	110	105	3	3	0.07720507866	0.01798772274
1	0.0078125	55	19	J644	junction	339	1	224	52	1	1	0.2980140145	0.1910851026
1	0.0078125	56	19	J644	junction	339	1	224	232	2	2	0.2435232537	0.4906770295
1	0.0078125	57	19	J644	junction	339	1	224	235	3	3	0.1999885846	0.1956653722
1	0.0078125	58	19	J644	junction	339	1	224	236	4	4	0.2584741473	0.1225724958
1	0.0078125	59	20	J644	junction	339	2	225	52	1	1	0.2671144812	0.4030156444
1	0.0078125	60	20	J644	junction	339	2	225	232	2	2	0.2218877051	0.02648133563
1	0.0078125	61	20	J644	junction	339	2	225	235	3	3	0.1900868157	0.4470183845
1	0.0078125	62	20	J644	junction	339	2	225	236	4	4	0.320910998	0.1234846354
1	0.0078125	63	21	J644	junction	339	3	227	52	1	1	0.2330589682	0.03999228084
1	0.0078125	64	21	J644	junction	339	3	227	232	2	2	0.2048826143	0.04153976925
1	0.0078125	65	21	J644	junction	339	3	227	235	3	3	0.1893420201	0.8084720855
1	0.0078125	66	21	J644	junction	339	3	227	236	4	4	0.3727163975	0.1099958645
1	0.0078125	67	22	J246	junction	386	1	790	791	1	1	0.6753648945	0.6414532622
1	0.0078125	68	22	J246	junction	386	1	790	795	2	2	0.3246351055	0.3585467378
1	0.0078125	69	23	J641	junction	457	1	98	81	1	1	0.3326582023	0.6307212541
1	0.0078125	70	23	J641	junction	457	1	98	87	2	2	0.6673417977	0.3692787459
1	0.0078125	71	24	RB08	roundabout	475	1	1063	1047	1	1	0.1887377939	0.1112431899
1	0.0078125	72	24	RB08	roundabout	475	1	1063	1049	2	2	0.2156502512	0.7258543493
1	0.0078125	73	24	RB08	roundabout	475	1	1063	1052	3	3	0.2559292859	0.03663759562
1	0.0078125	74	24	RB08	roundabout	475	1	1063	1056	4	4	0.339682669	0.1262648652
1	0.0078125	75	25	RB10	roundabout	477	1	1012	1006	1	1	0.2756346244	0.955444912
1	0.0078125	76	25	RB10	roundabout	477	1	1012	1007	2	2	0.3325639456	0.005425514235
1	0.0078125	77	25	RB10	roundabout	477	1	1012	1016	3	3	0.39180143	0.03912957374
1	0.0078125	78	26	RB10	roundabout	477	2	1047	1006	1	1	0.3064235083	0.1638099294
1	0.0078125	79	26	RB10	roundabout	477	2	1047	1007	2	2	0.3748266199	0.1913942086
1	0.0078125	80	26	RB10	roundabout	477	2	1047	1016	3	3	0.3187498719	0.644795862
1	0.0078125	81	27	RB14	roundabout	481	1	1052	993	1	1	0.1370668986	0.03777855016
1	0.0078125	82	27	RB14	roundabout	481	1	1052	994	2	2	0.1627160998	0.009188278346
1	0.0078125	83	27	RB14	roundabout	481	1	1052	995	3	3	0.1859955473	0.02566873058
1	0.0078125	84	27	RB14	roundabout	481	1	1052	996	4	4	0.2024412104	0.1144869964
1	0.0078125	85	27	RB14	roundabout	481	1	1052	998	5	5	0.2083275524	0.7614788883
1	0.0078125	86	27	RB14	roundabout	481	1	1052	1000	6	6	0.1034526915	0.05139855617
1	0.0078125	87	28	RB18	roundabout	485	1	783	781	1	1	0.3714557218	0.1749624179
1	0.0078125	88	28	RB18	roundabout	485	1	783	784	2	2	0.4123240887	0.3341841285
1	0.0078125	89	28	RB18	roundabout	485	1	783	794	3	3	0.2162201895	0.4908534536
1	0.0078125	90	29	RB18	roundabout	485	2	798	781	1	1	0.396902516	0.5127634841
1	0.0078125	91	29	RB18	roundabout	485	2	798	784	2	2	0.4027341383	0.2022425389
1	0.0078125	92	29	RB18	roundabout	485	2	798	794	3	3	0.2003633456	0.284993977
1	0.0078125	93	30	RB19	roundabout	486	1	777	797	1	1	0.6632352944	0.5859823193
1	0.0078125	94	30	RB19	roundabout	486	1	777	798	2	2	0.3367647056	0.4140176807
1	0.0078125	95	31	RB19	roundabout	486	2	799	797	1	1	0.6283055034	0.6475089603
1	0.0078125	96	31	RB19	roundabout	486	2	799	798	2	2	0.3716944966	0.3524910397
1	0.0078125	97	32	RB20	roundabout	487	1	768	771	1	1	0.2618012881	0.02226793569
1	0.0078125	98	32	RB20	roundabout	487	1	768	772	2	2	0.21502642	0.09276708228
1	0.0078125	99	32	RB20	roundabout	487	1	768	775	3	3	0.1757039465	0.8531094953
1	0.0078125	100	32	RB20	roundabout	487	1	768	776	4	4	0.1452665893	0.01161205456
1	0.0078125	101	32	RB20	roundabout	487	1	768	777	5	5	0.2022017561	0.02024343219
1	0.0078125	102	33	RB23	roundabout	490	1	548	551	1	1	0.3462674085	0.3637209392
1	0.0078125	103	33	RB23	roundabout	490	1	548	552	2	2	0.2844559279	0.3000741515
1	0.0078125	104	33	RB23	roundabout	490	1	548	557	3	3	0.3692766635	0.3362049094
1	0.0078125	105	34	RB23	roundabout	490	2	553	551	1	1	0.3021528261	0.542626129
1	0.0078125	106	34	RB23	roundabout	490	2	553	552	2	2	0.2590793295	0.04103307978
1	0.0078125	107	34	RB23	roundabout	490	2	553	557	3	3	0.4387678443	0.4163407913
1	0.0078125	108	35	RB24	roundabout	491	1	562	561	1	1	0.354151074	0.8898604029
1	0.0078125	109	35	RB24	roundabout	491	1	562	564	2	2	0.645848926	0.1101395971
1	0.0078125	110	36	RB24	roundabout	491	2	567	561	1	1	0.3321790666	0.7633483988
1	0.0078125	111	36	RB24	roundabout	491	2	567	564	2	2	0.6678209334	0.2366516012
1	0.0078125	112	37	RB28	roundabout	495	1	108	115	1	1	0.0597532262	0.0508694819
1	0.0078125	113	37	RB28	roundabout	495	1	108	116	2	2	0.06637418218	0.4464876384
1	0.0078125	114	37	RB28	roundabout	495	1	108	123	3	4	0.07712541654	0.2855760677
1	0.0078125	115	37	RB28	roundabout	495	1	108	130	4	5	0.7967471751	0.217066812
1	0.0078125	116	38	RB28	roundabout	495	2	122	115	1	1	0.0684116138	0.6349983926
1	0.0078125	117	38	RB28	roundabout	495	2	122	116	2	2	0.0812487774	0.1924395265
1	0.0078125	118	38	RB28	roundabout	495	2	122	117	3	3	0.09876736801	0.042172254
1	0.0078125	119	38	RB28	roundabout	495	2	122	130	4	5	0.7515722408	0.1303898269
1	0.0078125	120	39	RB28	roundabout	495	3	125	115	1	1	0.1618176795	0.03165706532
1	0.0078125	121	39	RB28	roundabout	495	3	125	116	2	2	0.09897722401	0.5268081515
1	0.0078125	122	39	RB28	roundabout	495	3	125	117	3	3	0.1206537795	0.2683788312
1	0.0078125	123	39	RB28	roundabout	495	3	125	123	4	4	0.1441552394	0.09761651963
1	0.0078125	124	39	RB28	roundabout	495	3	125	130	5	5	0.4743960777	0.07553943237
1	0.0078125	125	40	RB28	roundabout	495	4	151	115	1	1	0.1047798359	0.2870794901
1	0.0078125	126	40	RB28	roundabout	495	4	151	116	2	2	0.1263820033	0.1707071312
1	0.0078125	127	40	RB28	roundabout	495	4	151	117	3	3	0.1479954726	0.07443102306
1	0.0078125	128	40	RB28	roundabout	495	4	151	130	4	5	0.6208426882	0.4677823557
1	0.0078125	129	41	RB29	roundabout	496	1	130	151	1	1	0.4035299007	0.2634191057
1	0.0078125	130	41	RB29	roundabout	496	1	130	154	2	2	0.5964700993	0.7365808943
1	0.0078125	131	42	RB29	roundabout	496	2	149	151	1	1	0.8167737525	0.1496509367
1	0.0078125	132	42	RB29	roundabout	496	2	149	154	2	2	0.1832262475	0.8503490633
1	0.0078125	133	43	RB29	roundabout	496	3	155	151	1	1	0.8242018087	0.346550527
1	0.0078125	134	43	RB29	roundabout	496	3	155	154	2	2	0.1757981913	0.653449473
1	0.0078125	135	44	RB30	roundabout	497	1	93	101	1	1	0.3153225725	0.05425461689
1	0.0078125	136	44	RB30	roundabout	497	1	93	102	2	2	0.2770249858	0.1803446934
1	0.0078125	137	44	RB30	roundabout	497	1	93	106	3	3	0.2340617563	0.4184767101
1	0.0078125	138	44	RB30	roundabout	497	1	93	108	4	4	0.1735906854	0.3469239797
1	0.0078125	139	45	RB30	roundabout	497	2	117	101	1	1	0.3122290488	0.7762273914
1	0.0078125	140	45	RB30	roundabout	497	2	117	102	2	2	0.2592788299	0.04302442856
1	0.0078125	141	45	RB30	roundabout	497	2	117	106	3	3	0.2120829778	0.0580941474
1	0.0078125	142	45	RB30	roundabout	497	2	117	108	4	4	0.2164091434	0.1226540327
2	0.0078125	1	1	J686	junction	54	1	139	168	1	1	0.09361418821	0.2468078037
2	0.0078125	2	1	J686	junction	54	1	139	171	2	2	0.8485888076	0.3570675291
2	0.0078125	3	1	J686	junction	54	1	139	173	3	3	0.0577970042	0.3961246672
2	0.0078125	4	2	J686	junction	54	2	163	168	1	1	0.4909049022	0.4081628789
2	0.0078125	5	2	J686	junction	54	2	163	171	2	2	0.2553048155	0.1715390647
2	0.0078125	6	2	J686	junction	54	2	163	173	3	3	0.2537902823	0.4202980564
2	0.0078125	7	3	J686	junction	54	3	180	168	1	1	0.5068835416	0.3197099556
2	0.0078125	8	3	J686	junction	54	3	180	171	2	2	0.2399326074	0.2634736246
2	0.0078125	9	3	J686	junction	54	3	180	173	3	3	0.2531838511	0.4168164198
2	0.0078125	10	4	J168	junction	196	1	939	969	1	1	0.5007600539	0.4415504584
2	0.0078125	11	4	J168	junction	196	1	939	971	2	2	0.2183178039	0.233650237
2	0.0078125	12	4	J168	junction	196	1	939	972	3	3	0.2809221422	0.3247993046
2	0.0078125	13	5	J168	junction	196	2	957	969	1	1	0.120008088	0.4402855667
2	0.0078125	14	5	J168	junction	196	2	957	971	2	2	0.7942807287	0.3784880475
2	0.0078125	15	5	J168	junction	196	2	957	972	3	3	0.08571118326	0.1812263858
2	0.0078125	16	6	J168	junction	196	3	986	969	1	1	0.4189197906	0.3845705447
2	0.0078125	17	6	J168	junction	196	3	986	971	2	2	0.171321574	0.3802452854
2	0.0078125	18	6	J168	junction	196	3	986	972	3	3	0.4097586354	0.2351841699
2	0.0078125	19	7	J245	junction	219	1	801	800	1	1	0.3612270427	0.5817994186
2	0.0078125	20	7	J245	junction	219	1	801	806	2	2	0.1525558405	0.1953996068
2	0.0078125	21	7	J245	junction	219	1	801	809	3	3	0.4862171168	0.2228009747
2	0.0078125	22	8	J245	junction	219	2	807	800	1	1	0.1002509384	0.2711466355
2	0.0078125	23	8	J245	junction	219	2	807	806	2	2	0.7256465793	0.3919008944
2	0.0078125	24	8	J245	junction	219	2	807	809	3	3	0.1741024823	0.3369524701
2	0.0078125	25	9	J245	junction	219	3	808	800	1	1	0.2870969281	0.3931726679
2	0.0078125	26	9	J245	junction	219	3	808	806	2	2	0.1421794519	0.3144387478
2	0.0078125	27	9	J245	junction	219	3	808	809	3	3	0.57072362	0.2923885844
2	0.0078125	28	10	J411	junction	258	1	565	570	1	1	0.3260774451	0.3696932493
2	0.0078125	29	10	J411	junction	258	1	565	574	2	2	0.3542853025	0.3137672044
2	0.0078125	30	10	J411	junction	258	1	565	575	3	3	0.3196372524	0.3165395463
2	0.0078125	31	11	J411	junction	258	2	566	570	1	1	0.3326651788	0.2248091449
2	0.0078125	32	11	J411	junction	258	2	566	574	2	2	0.3894213042	0.3565165699
2	0.0078125	33	11	J411	junction	258	2	566	575	3	3	0.277913517	0.4186742852
2	0.0078125	34	12	J411	junction	258	3	576	570	1	1	0.08057718231	0.1960565158
2	0.0078125	35	12	J411	junction	258	3	576	574	2	2	0.09821284373	0.4007484889
2	0.0078125	36	12	J411	junction	258	3	576	575	3	3	0.821209974	0.4031949954
2	0.0078125	37	13	J416	junction	261	1	507	520	1	1	0.08585171273	0.4529867203
2	0.0078125	38	13	J416	junction	261	1	507	533	2	2	0.8350226374	0.2364977177
2	0.0078125	39	13	J416	junction	261	1	507	535	3	3	0.0791256499	0.310515562
2	0.0078125	40	14	J416	junction	261	2	519	520	1	1	0.4424993428	0.3932341955
2	0.0078125	41	14	J416	junction	261	2	519	533	2	2	0.2571829325	0.3882244508
2	0.0078125	42	14	J416	junction	261	2	519	535	3	3	0.3003177247	0.2185413537
2	0.0078125	43	15	J416	junction	261	3	543	520	1	1	0.4804376639	0.4082229389
2	0.0078125	44	15	J416	junction	261	3	543	533	2	2	0.2584001043	0.3061075417
2	0.0078125	45	15	J416	junction	261	3	543	535	3	3	0.2611622318	0.2856695194
2	0.0078125	46	16	J635	junction	308	1	54	103	1	1	0.5033156413	0.5465989327
2	0.0078125	47	16	J635	junction	308	1	54	104	2	2	0.2465759607	0.2592758718
2	0.0078125	48	16	J635	junction	308	1	54	105	3	3	0.250108398	0.1941251955
2	0.0078125	49	17	J635	junction	308	2	72	103	1	1	0.5058520174	0.3286170613
2	0.0078125	50	17	J635	junction	308	2	72	104	2	2	0.2267304274	0.2334702035
2	0.0078125	51	17	J635	junction	308	2	72	105	3	3	0.2674175552	0.4379127352
2	0.0078125	52	18	J635	junction	308	3	110	103	1	1	0.119554461	0.229626872
2	0.0078125	53	18	J635	junction	308	3	110	104	2	2	0.8032404603	0.4250463285
2	0.0078125	54	18	J635	junction	308	3	110	105	3	3	0.07720507866	0.3453267995
2	0.0078125	55	19	J644	junction	339	1	224	52	1	1	0.2980140145	0.08762198975
2	0.0078125	56	19	J644	junction	339	1	224	232	2	2	0.2435232537	0.5093555281
2	0.0078125	57	19	J644	junction	339	1	224	235	3	3	0.1999885846	0.2169798677
2	0.0078125	58	19	J644	junction	339	1	224	236	4	4	0.2584741473	0.1860426145
2	0.0078125	59	20	J644	junction	339	2	225	52	1	1	0.2671144812	0.1568472072
2	0.0078125	60	20	J644	junction	339	2	225	232	2	2	0.2218877051	0.2614540615
2	0.0078125	61	20	J644	junction	339	2	225	235	3	3	0.1900868157	0.3969948784
2	0.0078125	62	20	J644	junction	339	2	225	236	4	4	0.320910998	0.1847038529
2	0.0078125	63	21	J644	junction	339	3	227	52	1	1	0.2330589682	0.1277741802
2	0.0078125	64	21	J644	junction	339	3	227	232	2	2	0.2048826143	0.2319280228
2	0.0078125	65	21	J644	junction	339	3	227	235	3	3	0.1893420201	0.3558836767
2	0.0078125	66	21	J644	junction	339	3	227	236	4	4	0.3727163975	0.2844141203
2	0.0078125	67	22	J246	junction	386	1	790	791	1	1	0.6753648945	0.6210578176
2	0.0078125	68	22	J246	junction	386	1	790	795	2	2	0.3246351055	0.3789421824
2	0.0078125	69	23	J641	junction	457	1	98	81	1	1	0.3326582023	0.3970701386
2	0.0078125	70	23	J641	junction	457	1	98	87	2	2	0.6673417977	0.6029298614
2	0.0078125	71	24	RB08	roundabout	475	1	1063	1047	1	1	0.1887377939	0.06971211508
2	0.0078125	72	24	RB08	roundabout	475	1	1063	1049	2	2	0.2156502512	0.3676884647
2	0.0078125	73	24	RB08	roundabout	475	1	1063	1052	3	3	0.2559292859	0.3076919351
2	0.0078125	74	24	RB08	roundabout	475	1	1063	1056	4	4	0.339682669	0.2549074851
2	0.0078125	75	25	RB10	roundabout	477	1	1012	1006	1	1	0.2756346244	0.4281447735
2	0.0078125	76	25	RB10	roundabout	477	1	1012	1007	2	2	0.3325639456	0.2272742003
2	0.0078125	77	25	RB10	roundabout	477	1	1012	1016	3	3	0.39180143	0.3445810262
2	0.0078125	78	26	RB10	roundabout	477	2	1047	1006	1	1	0.3064235083	0.3595807329
2	0.0078125	79	26	RB10	roundabout	477	2	1047	1007	2	2	0.3748266199	0.3375208752
2	0.0078125	80	26	RB10	roundabout	477	2	1047	1016	3	3	0.3187498719	0.3028983919
2	0.0078125	81	27	RB14	roundabout	481	1	1052	993	1	1	0.1370668986	0.1005066135
2	0.0078125	82	27	RB14	roundabout	481	1	1052	994	2	2	0.1627160998	0.2357799634
2	0.0078125	83	27	RB14	roundabout	481	1	1052	995	3	3	0.1859955473	0.0991555304
2	0.0078125	84	27	RB14	roundabout	481	1	1052	996	4	4	0.2024412104	0.131015537
2	0.0078125	85	27	RB14	roundabout	481	1	1052	998	5	5	0.2083275524	0.2659495301
2	0.0078125	86	27	RB14	roundabout	481	1	1052	1000	6	6	0.1034526915	0.1675928255
2	0.0078125	87	28	RB18	roundabout	485	1	783	781	1	1	0.3714557218	0.336668052
2	0.0078125	88	28	RB18	roundabout	485	1	783	784	2	2	0.4123240887	0.2823461126
2	0.0078125	89	28	RB18	roundabout	485	1	783	794	3	3	0.2162201895	0.3809858355
2	0.0078125	90	29	RB18	roundabout	485	2	798	781	1	1	0.396902516	0.2437763407
2	0.0078125	91	29	RB18	roundabout	485	2	798	784	2	2	0.4027341383	0.3784298314
2	0.0078125	92	29	RB18	roundabout	485	2	798	794	3	3	0.2003633456	0.3777938279
2	0.0078125	93	30	RB19	roundabout	486	1	777	797	1	1	0.6632352944	0.7206652537
2	0.0078125	94	30	RB19	roundabout	486	1	777	798	2	2	0.3367647056	0.2793347463
2	0.0078125	95	31	RB19	roundabout	486	2	799	797	1	1	0.6283055034	0.4188985908
2	0.0078125	96	31	RB19	roundabout	486	2	799	798	2	2	0.3716944966	0.5811014092
2	0.0078125	97	32	RB20	roundabout	487	1	768	771	1	1	0.2618012881	0.1437242289
2	0.0078125	98	32	RB20	roundabout	487	1	768	772	2	2	0.21502642	0.3687709076
2	0.0078125	99	32	RB20	roundabout	487	1	768	775	3	3	0.1757039465	0.1471890071
2	0.0078125	100	32	RB20	roundabout	487	1	768	776	4	4	0.1452665893	0.1716596406
2	0.0078125	101	32	RB20	roundabout	487	1	768	777	5	5	0.2022017561	0.1686562158
2	0.0078125	102	33	RB23	roundabout	490	1	548	551	1	1	0.3462674085	0.3052454116
2	0.0078125	103	33	RB23	roundabout	490	1	548	552	2	2	0.2844559279	0.3784410237
2	0.0078125	104	33	RB23	roundabout	490	1	548	557	3	3	0.3692766635	0.3163135648
2	0.0078125	105	34	RB23	roundabout	490	2	553	551	1	1	0.3021528261	0.2068722067
2	0.0078125	106	34	RB23	roundabout	490	2	553	552	2	2	0.2590793295	0.3299927715
2	0.0078125	107	34	RB23	roundabout	490	2	553	557	3	3	0.4387678443	0.4631350218
2	0.0078125	108	35	RB24	roundabout	491	1	562	561	1	1	0.354151074	0.499966738
2	0.0078125	109	35	RB24	roundabout	491	1	562	564	2	2	0.645848926	0.500033262
2	0.0078125	110	36	RB24	roundabout	491	2	567	561	1	1	0.3321790666	0.494117552
2	0.0078125	111	36	RB24	roundabout	491	2	567	564	2	2	0.6678209334	0.505882448
2	0.0078125	112	37	RB28	roundabout	495	1	108	115	1	1	0.0597532262	0.2444364112
2	0.0078125	113	37	RB28	roundabout	495	1	108	116	2	2	0.06637418218	0.253590865
2	0.0078125	114	37	RB28	roundabout	495	1	108	123	3	4	0.07712541654	0.2701821336
2	0.0078125	115	37	RB28	roundabout	495	1	108	130	4	5	0.7967471751	0.2317905902
2	0.0078125	116	38	RB28	roundabout	495	2	122	115	1	1	0.0684116138	0.2854791969
2	0.0078125	117	38	RB28	roundabout	495	2	122	116	2	2	0.0812487774	0.3244500282
2	0.0078125	118	38	RB28	roundabout	495	2	122	117	3	3	0.09876736801	0.07040698376
2	0.0078125	119	38	RB28	roundabout	495	2	122	130	4	5	0.7515722408	0.3196637912
2	0.0078125	120	39	RB28	roundabout	495	3	125	115	1	1	0.1618176795	0.1853980175
2	0.0078125	121	39	RB28	roundabout	495	3	125	116	2	2	0.09897722401	0.1849282408
2	0.0078125	122	39	RB28	roundabout	495	3	125	117	3	3	0.1206537795	0.1321119127
2	0.0078125	123	39	RB28	roundabout	495	3	125	123	4	4	0.1441552394	0.2930921576
2	0.0078125	124	39	RB28	roundabout	495	3	125	130	5	5	0.4743960777	0.2044696714
2	0.0078125	125	40	RB28	roundabout	495	4	151	115	1	1	0.1047798359	0.1782310657
2	0.0078125	126	40	RB28	roundabout	495	4	151	116	2	2	0.1263820033	0.2706334262
2	0.0078125	127	40	RB28	roundabout	495	4	151	117	3	3	0.1479954726	0.2906056181
2	0.0078125	128	40	RB28	roundabout	495	4	151	130	4	5	0.6208426882	0.2605298901
2	0.0078125	129	41	RB29	roundabout	496	1	130	151	1	1	0.4035299007	0.6302723166
2	0.0078125	130	41	RB29	roundabout	496	1	130	154	2	2	0.5964700993	0.3697276834
2	0.0078125	131	42	RB29	roundabout	496	2	149	151	1	1	0.8167737525	0.6247727672
2	0.0078125	132	42	RB29	roundabout	496	2	149	154	2	2	0.1832262475	0.3752272328
2	0.0078125	133	43	RB29	roundabout	496	3	155	151	1	1	0.8242018087	0.4728971892
2	0.0078125	134	43	RB29	roundabout	496	3	155	154	2	2	0.1757981913	0.5271028108
2	0.0078125	135	44	RB30	roundabout	497	1	93	101	1	1	0.3153225725	0.3872667185
2	0.0078125	136	44	RB30	roundabout	497	1	93	102	2	2	0.2770249858	0.1999694942
2	0.0078125	137	44	RB30	roundabout	497	1	93	106	3	3	0.2340617563	0.1412365555
2	0.0078125	138	44	RB30	roundabout	497	1	93	108	4	4	0.1735906854	0.2715272319
2	0.0078125	139	45	RB30	roundabout	497	2	117	101	1	1	0.3122290488	0.1551730303
2	0.0078125	140	45	RB30	roundabout	497	2	117	102	2	2	0.2592788299	0.3422486815
2	0.0078125	141	45	RB30	roundabout	497	2	117	106	3	3	0.2120829778	0.3026503439
2	0.0078125	142	45	RB30	roundabout	497	2	117	108	4	4	0.2164091434	0.1999279443
3	0.0078125	1	1	J686	junction	54	1	139	168	1	1	0.09361418821	0.8638516583
3	0.0078125	2	1	J686	junction	54	1	139	171	2	2	0.8485888076	0.05880018897
3	0.0078125	3	1	J686	junction	54	1	139	173	3	3	0.0577970042	0.07734815274
3	0.0078125	4	2	J686	junction	54	2	163	168	1	1	0.4909049022	0.4035420422
3	0.0078125	5	2	J686	junction	54	2	163	171	2	2	0.2553048155	0.1622270427
3	0.0078125	6	2	J686	junction	54	2	163	173	3	3	0.2537902823	0.4342309152
3	0.0078125	7	3	J686	junction	54	3	180	168	1	1	0.5068835416	0.1157839153
3	0.0078125	8	3	J686	junction	54	3	180	171	2	2	0.2399326074	0.3580563366
3	0.0078125	9	3	J686	junction	54	3	180	173	3	3	0.2531838511	0.5261597481
3	0.0078125	10	4	J168	junction	196	1	939	969	1	1	0.5007600539	0.220956838
3	0.0078125	11	4	J168	junction	196	1	939	971	2	2	0.2183178039	0.3760910891
3	0.0078125	12	4	J168	junction	196	1	939	972	3	3	0.2809221422	0.4029520729
3	0.0078125	13	5	J168	junction	196	2	957	969	1	1	0.120008088	0.3014123057
3	0.0078125	14	5	J168	junction	196	2	957	971	2	2	0.7942807287	0.4129465147
3	0.0078125	15	5	J168	junction	196	2	957	972	3	3	0.08571118326	0.2856411796
3	0.0078125	16	6	J168	junction	196	3	986	969	1	1	0.4189197906	0.3973801242
3	0.0078125	17	6	J168	junction	196	3	986	971	2	2	0.171321574	0.361969899
3	0.0078125	18	6	J168	junction	196	3	986	972	3	3	0.4097586354	0.2406499768
3	0.0078125	19	7	J245	junction	219	1	801	800	1	1	0.3612270427	0.06863263443
3	0.0078125	20	7	J245	junction	219	1	801	806	2	2	0.1525558405	0.7793959932
