sample	weight	z_j54_r1_k1	z_j54_r1_k2	z_j54_r2_k1	z_j54_r2_k2	z_j54_r3_k1	z_j54_r3_k2	z_j196_r1_k1	z_j196_r1_k2	z_j196_r2_k1	z_j196_r2_k2	z_j196_r3_k1	z_j196_r3_k2	z_j219_r1_k1	z_j219_r1_k2	z_j219_r2_k1	z_j219_r2_k2	z_j219_r3_k1	z_j219_r3_k2	z_j258_r1_k1	z_j258_r1_k2	z_j258_r2_k1	z_j258_r2_k2	z_j258_r3_k1	z_j258_r3_k2	z_j261_r1_k1	z_j261_r1_k2	z_j261_r2_k1	z_j261_r2_k2	z_j261_r3_k1	z_j261_r3_k2	z_j308_r1_k1	z_j308_r1_k2	z_j308_r2_k1	z_j308_r2_k2	z_j308_r3_k1	z_j308_r3_k2	z_j339_r1_k1	z_j339_r1_k2	z_j339_r1_k3	z_j339_r2_k1	z_j339_r2_k2	z_j339_r2_k3	z_j339_r3_k1	z_j339_r3_k2	z_j339_r3_k3	z_j386_r1_k1	z_j457_r1_k1	z_j475_r1_k1	z_j475_r1_k2	z_j475_r1_k3	z_j477_r1_k1	z_j477_r1_k2	z_j477_r2_k1	z_j477_r2_k2	z_j481_r1_k1	z_j481_r1_k2	z_j481_r1_k3	z_j481_r1_k4	z_j481_r1_k5	z_j485_r1_k1	z_j485_r1_k2	z_j485_r2_k1	z_j485_r2_k2	z_j486_r1_k1	z_j486_r2_k1	z_j487_r1_k1	z_j487_r1_k2	z_j487_r1_k3	z_j487_r1_k4	z_j490_r1_k1	z_j490_r1_k2	z_j490_r2_k1	z_j490_r2_k2	z_j491_r1_k1	z_j491_r2_k1	z_j495_r1_k1	z_j495_r1_k2	z_j495_r1_k3	z_j495_r2_k1	z_j495_r2_k2	z_j495_r2_k3	z_j495_r3_k1	z_j495_r3_k2	z_j495_r3_k3	z_j495_r3_k4	z_j495_r4_k1	z_j495_r4_k2	z_j495_r4_k3	z_j496_r1_k1	z_j496_r2_k1	z_j496_r3_k1	z_j497_r1_k1	z_j497_r1_k2	z_j497_r1_k3	z_j497_r2_k1	z_j497_r2_k2	z_j497_r2_k3
104	0.0078125	-1.278928143	-0.4836852813	1.998951351	2.405683732	0.314590087	0.4466429474	-0.6470895344	0.984542614	-0.4532293319	1.018735956	-1.582783871	2.33271562	1.234543658	-1.062434648	0.5468469063	-0.1203149607	-0.4879161628	2.180267458	-0.5018187816	-0.1377276299	0.8896898615	-0.09768133031	-3.258364465	0.3842737035	0.8456139314	-0.5075351176	0.882879793	0.1533045199	-1.958476397	0.09192110258	1.498386644	0.5389419494	-1.184794685	-2.086255907	-0.4378119393	-1.059094794	-0.751993909	1.309671948	0.3553510582	-0.7905694829	0.9615286257	-0.7533540388	0.4577544246	-0.5327143048	-0.1771247178	-1.218941487	-0.414608721	-0.4900133437	-0.841115934	-0.03991786546	0.008122770709	1.327163871	0.4572222992	-2.282495265	0.2689026646	-0.5959999531	-1.37670966	1.602412135	-0.8252294899	0.1789090646	-1.415339701	-0.4883558905	-1.168307001	2.036756052	-0.1771860278	-1.907360397	1.746707659	0.3590185446	-1.461058326	-0.6517054278	1.106176215	-1.007807483	1.164734161	-1.383261885	0.2225479831	-1.30487659	0.716349327	-0.009376180188	-2.18314933	-0.007005337161	-0.64252709	0.4572413545	-1.474328047	0.5946100056	2.367787157	-2.691808418	-0.7768216264	1.295321991	0.5388264357	-1.306412965	-0.9724346115	0.2684018285	1.211957413	-0.5791093638	0.4841276125	-0.493810906	0.171565094
105	0.0078125	0.3946075191	0.7342282855	-1.810693636	0.1584077721	1.217992631	1.679561228	-1.183823856	0.1065577191	1.455221506	0.452019412	-1.834162106	1.7409867	1.443623844	2.441464016	0.1921501254	-0.3183802845	-0.8038980311	0.3985713494	-0.4415206392	-1.545015672	0.7396562376	0.04324143401	-2.129337792	1.959009636	1.9250768	-1.080804192	0.7036243728	-1.007421853	0.5050342324	1.186405725	2.51139262	-0.6761224641	-1.542523866	0.5277156819	-1.7212493	0.9530279785	-1.751690197	-0.4732549463	-1.454210555	0.291901861	1.031177164	0.1422578331	-0.08354291977	-0.4407282697	-0.09729519542	-1.605201932	-1.638664047	0.970734206	1.920437835	-0.4850661125	0.3216048319	0.1579777962	1.722211454	0.05464303409	-0.440074522	0.4545864661	0.3239931629	0.2039588378	-1.721117956	-0.1551404776	0.378097699	-0.1401503376	-0.6023900825	0.8313538038	0.2984709016	0.7297003504	0.6466932039	-0.6784320215	0.528818687	1.59270891	-1.59979052	0.3755581841	0.02680924299	-1.562584387	-0.07908207806	0.8560058507	-1.000412174	-0.01587568817	1.044483092	0.3152752007	0.2993045374	-0.299577377	-0.2218598741	0.4433253935	0.9548217153	0.5146020031	-0.2734784897	1.855310944	1.147136147	-0.3412633033	-0.3156382906	-0.1388550566	0.7228483138	0.4446601836	-0.4676577037	2.126383388	0.038923044
106	0.0078125	0.998691808	1.576532633	-1.352101803	-1.673175363	0.4748088438	0.5171166752	-0.3686039768	1.329226756	1.200659799	1.849056449	-0.5291556541	1.12772021	2.382237977	2.48419923	2.281532075	0.6930707484	0.1982148249	-0.701445647	-0.6579816641	0.7219321648	-1.786663065	-1.25959269	-0.5198688465	0.7576711852	-1.355019664	-0.3917315628	-1.101848263	3.504996978	0.7893998487	1.66956068	-0.1987400584	-0.4629349197	-1.877588066	1.038685935	1.879519312	-0.6799900604	1.148077854	1.328197308	-0.769844111	0.4634671928	0.7915716616	3.328184038	-1.335321741	0.9048776413	2.333879596	0.02705065016	-0.2321228457	-0.4339195937	0.5909086062	0.5971090765	-2.510779603	-1.06090819	2.367878592	1.829144368	-1.022576559	-1.729217063	-0.06759840465	-1.848072433	-0.1866771693	-0.1553674136	-0.402418061	-0.8386876605	0.05774316034	1.085288079	-0.602012189	-0.008433576202	0.8157269965	0.7780861496	0.5149762998	1.104849535	1.34422777	-1.751412562	-1.818671878	-1.941256815	-0.5979269619	-2.367672268	-1.335337263	-0.2667132447	-1.439769104	-0.1572139721	1.560418642	-1.367187975	-0.2821369853	-1.92868314	0.5372720464	1.205717387	-3.572625194	-0.549727076	-0.3061832456	1.544220566	2.529401772	-2.345681307	0.2050918073	1.661900309	0.9299218759	0.5460519243	-1.496835842
107	0.0078125	0.5447833791	-0.4004208216	-0.2770424793	-0.6653629858	1.265643464	-0.8694190197	-0.8704428209	-1.048162765	0.5054806972	0.08739289439	4.074941033	0.5059840425	-0.8089063515	-0.005749815445	-2.089366657	0.6514633049	1.420514854	-0.4954068029	1.459827823	-2.18513881	0.3697793693	-1.017347494	-0.6222428254	-0.2165645155	0.4476270766	-1.278308397	-0.6955875252	-1.139311814	-1.756587492	0.2763675337	0.4195409285	0.982260544	0.8076143744	-0.09026140171	0.1888833021	-0.1751824946	-1.202432456	0.7671684709	-0.01922888665	0.2669746107	0.7052349271	0.692734015	0.5622836637	0.750750224	0.4586168709	0.0445241157	-1.304367694	-0.3811541846	-0.4579450075	0.05104320061	1.36373405	-0.321912309	-0.08583676475	-0.6051443326	-0.9328388637	-0.7054725121	-1.587087809	0.1151105006	-0.132876644	-2.080019064	0.506225172	0.1004470461	-0.6857153357	0.704431323	0.192049939	0.5327374818	0.940969797	-1.667402177	-0.2283505865	-0.2983029947	-1.91774481	-0.4547221433	0.6224389965	-2.533697272	2.638076473	-3.039157448	0.4786129647	0.003923522086	-1.004487818	-1.85994177	-1.041686648	0.7861488941	1.749557774	-1.398603654	-0.06767057883	-0.09752065089	-0.6008061551	-0.6308567543	-0.07825041929	1.068932809	1.414519925	0.3636421464	-0.2778394415	0.4173844271	-0.9176773413	-0.242341688	1.040488878
108	0.0078125	-1.693030874	-0.5527612704	-0.1268596881	-0.05980612398	0.5545233997	1.837054446	-1.47472523	-1.12229521	1.810728583	2.097367243	-0.4839469712	1.190346075	0.09447775262	-1.636544365	-0.5930118	0.1587739492	-0.3280508385	0.5903446995	1.655298551	-1.092884598	0.5067580234	-1.358817243	1.463821495	0.1114273652	-1.266865819	0.5309557188	-2.5979084	0.2105555636	2.722400581	-0.9237676094	-0.5619997916	1.608571841	-0.05464107886	-1.191360103	-2.165598255	-0.3108321011	0.877209288	-0.1373157916	0.1326803442	0.4390358008	-0.6036694327	-0.7708514178	-0.2091099905	-0.006796067284	-1.608654402	-0.515200212	0.6246938014	0.4918566215	1.293963718	0.2992557866	-0.6152528627	-0.004242923238	0.6791897981	-0.3972022286	-1.526823796	-1.031097466	-0.7924667488	-0.5705218268	-1.281033549	-0.4253122118	0.4688916553	-0.57187601	0.277327175	0.6781910377	0.07172147267	1.104238766	-0.4299384611	1.005584059	0.6939386942	0.6760647069	0.8980556334	0.3168855815	-2.998047876	2.23848684	-0.4648139506	-1.289318682	-1.884128437	-0.4255634378	1.151209887	0.3585386627	-1.501037442	-0.8348050209	-3.245125581	0.7849089162	-0.7301723892	1.986277749	-0.1339763741	1.077972473	-0.4579863229	-2.068263026	0.2931043168	1.072171475	-0.1367938101	-1.696507221	-1.024115521	-0.6981404686	-1.75104275
109	0.0078125	-1.172352109	0.4874567393	-0.9023594626	-0.2399121993	-0.3552355729	-1.029519547	-1.977588372	0.3920689926	0.8235544804	2.446431526	-0.1089998243	-1.413277717	-0.09573256211	0.3925485268	-0.5184085309	0.6624660283	1.208215104	1.624928824	0.4070919146	-1.088918435	-2.02265739	-1.382096364	-0.9903500113	3.350412506	-1.046261712	-2.355299829	0.02906323834	0.0004883223164	-0.8529400836	0.1485338968	-2.588943833	0.9649768549	-2.242537212	1.366404577	1.597666872	0.1843216956	-1.594073921	0.2504585656	-0.4207170201	-0.869036587	0.692722141	1.541153817	-1.347606864	-1.33929426	-0.6807749808	0.6339132566	-0.3162497608	0.0430904369	1.048640936	-1.037007068	1.752883149	0.2199786511	0.3005549698	-2.462008578	-1.594698695	-1.659077412	0.2944828046	-0.9761590142	-1.967790509	-2.569027897	0.7505164916	0.6893408124	0.7951690915	0.7017659762	0.3155945554	1.068442279	0.5521576883	-0.3561113689	0.7069770295	0.0476070651	1.142657408	0.08847429587	-0.3109646105	-0.3487390827	0.1936489822	-0.9286042833	-0.6730714687	-0.1506417025	-0.155646301	-1.824131129	-1.332486423	-0.262660541	-0.4475114317	-0.977963233	0.2971489456	-0.324857314	-1.967601642	0.2300962821	0.6639407112	-1.724304575	1.042123168	0.9414495826	-0.5573814549	0.8800089357	0.6700038309	-0.1094293366	-1.126718843
110	0.0078125	-3.245858217	-1.574277894	-0.2186978537	-0.3762371876	-1.685844228	0.9797182018	2.173019124	0.6172394216	1.511543335	0.4137134167	0.3668784722	-0.02659779847	1.897799604	-0.4812077254	0.5273116091	0.4864163275	0.5336578072	-1.760486423	0.6059401309	-3.05443567	-0.5770789586	2.158954366	-0.8222928315	1.229547027	-0.2021458628	-3.186830142	1.951979251	1.008259961	-1.731307103	1.448868291	-0.2088399363	0.6172817475	-0.8404872157	-1.400961487	1.248359601	-0.3286009773	-2.32643804	-0.160229549	-0.4551530386	-1.004805007	-3.324073218	-1.19359338	-0.3905610789	1.378035984	-1.990419737	1.286351414	1.721529903	-0.9030254651	-1.341252547	-1.985215443	0.8732879512	-1.925234429	0.3661787468	1.288449059	0.3196155524	0.4624010001	0.3386208004	1.458288359	0.09743903752	-1.731935401	-0.0005549483177	-2.225248743	-1.162078739	1.591006985	-0.5377123647	0.7267689327	-0.7366269036	-2.22039314	1.228800166	1.648508529	0.963034236	-2.489639393	1.91785328	0.05874128599	0.7682626316	0.201873165	0.9400475124	1.604595388	0.5175735113	2.304910415	-3.225441405	-2.132139785	-0.5787072839	0.7641945199	-1.527796124	-0.4317445913	1.693976392	1.049311755	-1.103340467	1.367050065	-0.3968345092	0.2985316266	-0.03568811092	0.7971297584	0.5132364453	-0.06956690065	1.118526763
111	0.0078125	-0.07805636885	0.9369125739	0.4503631935	-0.3090511009	0.1466786338	-0.1569634237	1.570790257	-0.4482746207	-0.7659268323	0.9921849439	2.729367984	0.9592352588	-0.2846551759	0.3556786177	1.164559346	-0.36406135	0.3901237593	-0.3858784226	-0.470210772	-0.3677910361	-0.1602385669	-1.084439929	-0.9102369045	-0.6310939177	-2.267075108	-0.2730056422	2.086480894	0.8494942876	1.452542818	-1.096575047	0.0114096035	1.310249569	2.529565712	-1.50344465	1.049486588	0.1884747885	-1.058950228	0.6847621573	0.1157463974	0.639533082	-0.02771163692	-0.7104193404	-1.091743903	1.170005491	-0.2995893427	-0.9908960495	-1.429582525	-0.3100461732	-0.6239615515	0.6024694596	0.3718457971	0.2958888488	0.06210484659	0.01723658565	0.270002294	-0.03197869697	-0.3722861997	-1.066381151	1.093307133	0.7512410421	-0.01159749673	-1.90984876	-0.6192335975	0.9419907485	0.5044300645	-2.395297058	3.081881541	0.996988678	0.2034132342	0.6614263896	-1.148515602	-0.3488008242	1.046314334	-1.202736561	0.01281612358	-1.318369743	-0.4665360418	0.9472707363	-0.5292530584	1.23440719	-0.436906632	0.4002719607	-1.009771664	1.205547358	0.805877888	-0.9604075104	1.592377867	-1.279726592	-0.4545185557	0.5229528706	0.2243784243	0.2722090028	-1.037073119	-0.3304162413	-1.537756433	-0.2979476515	0.5529384539
112	0.0078125	-2.823622564	-0.265255632	0.1155541202	1.495480899	1.701156891	-1.036454863	0.443511041	1.049160295	-0.1970931486	2.154972378	1.156637679	0.269602777	0.3357507211	-1.012625761	-1.343916744	0.4877188463	1.472482733	0.05066329557	-0.4471373814	-0.2627849811	0.5196662365	1.223905765	-0.1007372944	-2.486310099	0.293549543	0.8560089921	0.2579486269	-0.3391759266	1.054061525	-0.03773911479	0.2446113732	-1.705152091	0.5924511889	-0.357293254	-0.2459814178	0.4514856524	0.5508755664	1.164801105	-0.9946155387	-0.5511472058	0.6587056505	3.573439244	-0.08993071	0.3551192994	-0.7554636368	3.019106976	1.004898753	-0.1055681971	1.070424929	-0.6685184082	-1.309008823	-2.129141795	-0.02040883705	-2.253177813	-0.2336431925	0.7060147155	-1.754288431	0.657726168	0.3223994618	-1.67032735	-0.6622651142	0.2235258688	0.6848038122	0.7457974743	0.03035054093	1.508861936	-1.715251351	-1.135166315	0.4640790961	-0.5824423609	3.257503799	-0.04020834439	-0.2435202091	0.3500595884	-1.114925991	-0.6370614896	0.06731817683	0.4495788875	-1.845853691	-1.198443344	0.6890917651	-1.232128696	0.9835196567	0.8443516845	-1.158594542	1.047877764	-0.9797092793	1.351435965	1.063618549	-0.4136253727	-0.4540398281	2.123179087	0.921757009	-1.419948729	-0.4868750954	-0.7119051357	-0.6339534824
113	0.0078125	-0.5108294386	0.1361173226	-0.8309038455	-2.044736061	-0.6443577356	0.6016519839	0.2803918028	0.9868848856	-1.71942378	0.5332306884	0.1059179925	-0.8132178719	1.077630565	1.358215739	1.166255825	0.5564781825	-0.05306361106	1.949956526	-0.1639089994	1.531036117	1.180382656	1.066105445	1.75625855	1.67200081	0.9989631095	0.1685372523	-1.858651142	1.936767842	1.019862128	-0.8868315721	2.022261196	-0.9793783097	-2.044101329	-2.990944162	-0.2502550002	-0.6376749645	0.5904749928	0.9307068095	-0.3874449513	-0.1570735297	-0.1175425036	0.877676891	0.3046814071	0.5096416137	0.4568170259	-1.134356267	-0.4438631611	-0.9367976425	-0.1430522047	-1.92148466	1.645228893	-0.208407361	1.6537242	-0.04128520041	-2.025865027	2.301129273	1.022925049	0.9550213495	1.094077764	0.666344109	0.2652415793	1.329615104	-0.8626045408	1.075828586	0.715877876	-1.898154629	0.1810630027	1.883099039	0.2240895119	2.171458557	-0.04336388867	0.6998985283	0.3909370295	2.899954849	-1.295992404	-0.2837625908	-0.494711842	-0.6628273961	1.564737204	-1.343248183	0.8867467678	1.155784843	0.5923667203	1.222601074	1.338246288	-0.5545205569	2.263710955	-1.430870886	-1.533630199	-0.4640200306	-0.1666334746	0.3970926772	-0.1505050089	-0.7119532031	0.3566298777	-0.6946114178	0.7898307302
114	0.0078125	-0.6945812519	-1.402415408	-2.454485271	-1.546051753	-0.492511709	1.17637887	0.1328364029	0.8735428124	0.1069317108	0.06715945037	0.8538938261	0.6051097993	-0.009157000469	2.452941172	1.506895589	-2.258053577	-2.075626171	1.473262814	-0.3113382119	-0.6595239018	0.4538547154	0.7642817515	-1.373209296	-1.336418388	0.1252175993	0.1506810209	-0.116760285	-1.664716617	-0.0256442741	1.376072662	0.8858434612	0.6746469406	0.9401555335	-0.2092463961	1.015747321	0.6446522318	-1.414696488	1.673907405	1.689412784	0.1188945939	2.98076812	-0.3394780856	-2.220598911	-1.307208328	0.09468461168	-1.085437638	0.2115887678	-1.201240977	0.01174183536	-2.614910522	2.137069646	2.757312276	2.641403449	0.6328561948	-0.7960212292	0.8473443987	-0.8845357562	0.3744799618	-2.437841998	1.878281808	0.156971162	-1.636336648	1.172991046	1.227795154	-0.2514690966	-0.7464237556	0.41623751	-0.9246959075	1.747818046	-0.9931357362	0.6424272114	0.4965377844	-1.611745106	0.7454594352	-1.890758396	-1.711023504	-0.6952679458	0.7008608373	-3.599364211	1.539509984	0.09898875231	0.6342377537	-0.2236472812	0.4755301017	-1.25812042	-2.004799611	1.07879663	0.4543904995	-2.438641098	-0.7443647464	0.8964337889	-1.566120157	-0.4949644629	1.433639457	0.5255003992	-0.7264260591	-0.2424071103
115	0.0078125	0.76596817	1.950367708	0.83858699	-1.169945503	-0.4511222203	2.062245096	-0.4065498994	0.7609464836	1.798217069	-0.6137520518	-1.877641727	-0.9922202321	0.5702776228	-0.3515256234	0.9491220107	-0.9216503821	-1.254737162	-1.196649953	0.3580675942	0.003166853963	-0.9874183881	1.407693602	0.1002258239	1.630201526	1.188945455	1.92055937	1.197902223	-1.883465292	-0.02575612188	0.1989305729	2.651981158	0.7410646474	-1.498312638	1.328140228	-0.4556035195	1.759834413	0.8138743272	1.111962704	0.09775957359	-0.35565357	-0.7244195826	1.155804094	-1.645789176	-1.291619075	0.7347685292	2.630543886	1.123517433	0.997839498	1.387885709	1.894032822	0.72857808	-2.232005645	1.202157398	-0.9536348053	-0.6439893625	-0.2494022177	-1.268572932	0.3988732244	1.215897243	1.739327635	0.2905416015	0.04744633955	2.31672825	0.1390584675	0.8094667548	1.877682498	1.769929086	2.087575191	-0.3471722144	1.345927903	1.209328827	1.666254694	-0.7907833501	-1.953699019	-0.3088398747	-1.008357602	-1.003317141	-1.030945662	-1.003794706	-0.3683264309	-0.7307206547	0.8119421312	2.385838088	0.4504230012	0.6295691439	1.789763999	0.2798101901	2.409841498	-1.123017284	0.7801826192	-1.532356172	-1.857151129	1.005728225	-2.371385207	0.820249328	-0.07421951079	0.1287037761
116	0.0078125	-0.1116603116	0.8572125795	0.3904576282	-1.712254402	0.5785722307	-0.4120270955	-2.398461733	0.03622584437	1.00735997	0.7606351953	-0.5662706899	0.4022302843	1.834848174	-0.2860138951	0.9787859113	-1.11379383	0.03312308866	1.157811982	1.545581616	1.298432079	0.5010295672	-1.769739597	-0.2219989625	-0.05875380307	0.1679417215	-1.990858267	4.152589223	1.252839366	0.374439563	-1.391212647	-0.100611481	-0.1830600325	1.425464813	-0.4811447331	-1.054116507	-0.6581135774	-3.002204354	0.5609926348	0.01038747858	-1.681590714	0.4405184678	0.7531242201	-0.3417224498	0.1950926881	-2.365558206	1.702669814	0.05720335346	0.2243487515	1.468031182	0.8273237485	-1.794860521	-0.8671410626	1.082456734	-0.1768747085	-0.7253336637	-0.5877501684	-0.6222477325	0.5154792702	0.1339228007	-1.422371534	0.9626498872	1.544334297	-2.034569183	0.2540410163	1.265374102	-0.754127881	0.1619201922	-0.2195068487	0.06153000699	0.8355344395	0.6505683594	-0.6625862216	-1.817722385	-0.06049261406	0.2785663374	-2.378182847	0.9695030945	0.1379734789	-2.112018112	-0.2403621174	0.06097880141	-0.3802415525	3.307850185	-1.204433771	0.2610846332	-2.527203201	0.1722013278	-1.244362287	0.08025921062	-0.8418811708	2.058013219	0.4534190309	-0.4777582508	0.5492749784	-1.562698986	0.9390672256	-0.3663235841
117	0.0078125	0.3804669941	-1.575134922	-0.1168815355	1.380468796	-0.4134787479	0.3626460354	-2.357608799	-0.5749565812	1.396378956	0.34598851	1.818481528	0.4778394768	0.2123659337	-0.8758726811	-0.9760211534	2.538903759	0.03319622874	-0.4202946606	-1.933210864	0.3792656959	-0.8260120279	0.09217938966	-0.2660545729	0.912559084	1.086734383	-0.05360613874	0.1851504185	1.434114849	-2.661021438	-1.116816839	-1.346678753	0.9508567183	-1.408575688	-0.3208007387	-0.3466574722	-0.8645202541	-0.72587276	1.496197079	0.6074413105	-1.273791557	0.9757617635	-0.7536951032	-0.675535289	0.5990080871	-0.9151430383	1.43142457	-0.4811156163	-0.4678345173	1.240364816	0.2466470804	-0.5109687872	0.09398934421	-0.6966909361	0.04572049089	-1.062059835	-0.7900962393	-0.7502528513	-0.01642805688	0.1325481634	-1.688462908	-1.645116994	1.322779382	-0.04332623464	0.9298796602	1.004048283	1.051880392	1.102660486	-0.7123127317	2.183242144	-2.207743173	0.2240275613	-0.9459599566	1.028871472	-0.6101581437	0.7555804935	2.682758703	0.1559918725	-1.685039986	-0.9658538835	-0.6257742923	-0.1703000177	-2.07429076	0.6048130588	0.4669657917	1.532651513	0.772765314	-2.029201328	0.159024006	0.888673265	0.5837451275	0.1102558541	1.914730738	0.8031290264	-0.4937258329	0.3502419347	-0.9755650664	0.3646946975
118	0.0078125	-1.143018538	-0.945546503	1.916336232	0.1229080047	2.507406794	2.101916417	0.6483974737	-0.9268348544	-0.8153847004	0.4169148094	-0.07109523867	0.9937118193	-0.7255584834	-0.7764146127	1.315539734	-0.9534779498	1.504986956	-0.8220161276	-0.622290304	0.3207217173	1.22421213	0.8257455072	-0.2665822233	0.02809462725	0.6051049635	0.3017286968	0.09581292663	1.218316198	2.597148947	0.8892127368	-0.3232655873	1.510888696	1.009067048	-2.314721048	-0.1519319425	2.275655575	-1.716493402	2.13945008	0.7809042599	0.3193009533	0.9771979195	-0.1769407739	0.5815780171	-0.3416412192	-1.094925039	0.485978837	-1.317368334	1.888073147	3.498906795	0.6968592846	-0.1024677724	0.6653439601	0.07701769048	-1.381035748	-0.9319829748	0.5342878295	0.6403766738	0.6090751908	-1.032860882	0.0666687114	1.007099726	0.9217749444	0.1415784958	-0.2707356924	1.854544312	-1.349115933	1.22100975	-0.2973276867	-1.290866324	-0.31085819	-0.1438788343	-0.02176150399	-2.748571313	0.07552846633	1.053795171	-1.31080853	0.21813855	-0.3165912422	-0.6382822811	0.3450867544	0.7488386983	-0.9889970385	-2.103529338	-0.377227981	1.221715016	-0.2489883199	-0.2056649427	-0.189425798	1.624477762	-0.6377900149	-0.6492915666	1.456186662	-0.823185846	-1.482925248	0.8396806346	2.012037107	-3.30034731
119	0.0078125	-0.1406715083	-0.9313573459	-0.9029494777	-0.1233198935	0.08024766271	0.8847423159	-1.208043268	0.5646498731	-0.4133987207	0.2888165365	0.7839191058	1.30347511	0.9614609768	1.047775469	-1.039690981	-0.8322165152	2.116884309	-0.5370537202	0.2802406093	-0.3431608711	-0.9384614384	0.831299861	0.1814927371	2.2341689	1.088210851	-0.56144098	-1.551837885	-0.8830915318	-0.5189990308	-0.5862102217	-2.785188701	0.743239912	1.596225428	-0.9087165245	1.569318082	-0.8662362323	-1.586585131	1.111347903	-0.07921651381	-1.574767303	-0.4231268541	-0.4968563665	-2.850220922	-0.4892990804	0.5517900623	-1.414032329	-1.60750008	-0.7480585725	-0.7915195178	-0.8489468415	1.577699521	-1.375017034	0.7641811281	0.4014750038	-0.9998491168	0.6233128858	-0.001788432502	-0.2180205806	0.4633611144	0.06724715908	1.106789114	-0.2539038421	-1.538075328	0.3173945066	0.870996106	0.918867688	0.2198781995	0.2371788473	2.454435469	2.625595295	0.09956606214	1.15202501	-1.375799747	-3.970358522	-0.3849331848	0.02292124634	-0.4228506856	-0.8353772938	1.454230971	0.3173082089	-0.8937001616	0.5032710015	-0.1272718849	-1.956981322	2.168101688	1.300005689	-0.2197709643	0.3448968517	1.837334311	0.6374672053	-1.22965005	0.2632320966	0.174823477	0.7151023512	-1.124639478	0.2979446907	0.8252883406
120	0.0078125	-0.5395921733	-2.22915208	1.100069261	0.268511425	2.342299204	2.017413328	-0.6758004641	0.04736124238	-0.01516177832	-0.3770212641	-0.2872709104	3.838607125	0.9595786172	-0.01403326848	-1.850510388	0.136939529	0.1694367593	-0.2105008361	0.2192849723	1.225172341	0.5049973288	-2.888537998	1.590120791	-0.9651291649	0.9400309338	-0.05698754619	-0.37714425	-0.002775406422	-1.090877687	0.2196188818	1.002392455	0.9518543304	-2.961812427	-0.707856566	1.025585041	0.3756855012	0.3800542221	0.4078110283	0.1146113662	-1.979636196	-1.508091556	0.5398944555	0.1933092773	-0.3473002675	-0.6170814689	0.7384652842	-0.8048938504	-0.5755277507	-0.8861335971	0.5733756493	-0.9498597411	-0.7578341491	0.4244381502	0.2286424949	-0.7547175248	0.4913033813	-0.574309233	-0.3748867545	1.157668759	-0.3414888741	0.5680261914	0.8596798305	-0.8467449172	0.6441577549	0.3661033925	-0.4686022771	0.5320922902	-1.33630262	-2.034876601	1.079892418	0.5672700611	0.4439117898	-1.032453339	-1.064728754	-0.4327661614	-0.3510771451	1.810001152	0.9014816834	-1.106841445	-0.2689217624	1.055128004	-0.5962321404	1.144639681	-0.6785683562	1.343305184	0.3480815345	-0.7030228901	-2.094611585	0.5872520241	-1.070105371	-2.437538624	2.812307449	-0.874663592	0.4835772396	-1.094326629	-1.431297146	0.4362814799
121	0.0078125	-0.2290454913	1.582539323	-1.327840875	1.54832984	0.2362165537	-0.2361436915	-0.3246924349	-0.6332805108	1.024022601	0.0635384489	1.625681819	0.534794575	-0.9717464064	-0.6296129671	1.517834179	-0.8197539546	0.8235058195	-1.34479506	0.2047804319	-0.7781735077	0.2518713877	0.7931445565	1.150070789	0.8342654456	1.311821634	-0.06786645185	0.03080886007	0.5512324127	0.8285960521	-0.03538648072	-0.5672430967	-1.764460287	1.755693321	0.9149465063	0.1871111024	-1.102149774	0.4453669753	0.9697545855	0.1580344582	-0.7964040952	1.997791799	0.9628809997	0.008206884677	0.3803850095	2.602577579	-1.634343775	-0.7783550414	-0.4825199588	0.0626941847	0.5109583973	0.3937490254	0.4126112558	0.847201951	-0.414858356	-0.1287315376	0.01450750996	-1.627924256	1.037049518	-0.1774682157	0.1063856032	0.9848445614	-0.7768664315	-1.386028304	0.225770964	0.7816867811	0.883535275	-0.3238013301	0.2674230951	0.7985446858	0.01002672768	-2.329860772	-0.04360719164	-1.656351457	2.533387913	0.5191392076	-0.5976612755	-2.146227742	-1.743383991	1.926619319	-1.078202375	-0.4778636216	-0.1683351662	1.651607367	1.289283507	-0.1700327612	-0.8254748896	-0.6388875337	-1.560122837	0.5361545414	-2.739096466	0.8843269334	1.126288463	-1.233522102	1.195727124	-0.6251818766	1.135612273	-0.3401195601
