road_id,cell_id,n_cells,cell_fraction_center,truth_density,mean_density,abs_error
14,1,7,0.07142857143,0.02494491893,0.02494491893,0
14,2,7,0.2142857143,0.03989090479,0.03989090479,0
14,3,7,0.3571428571,0.04890604298,0.04890604298,0
14,4,7,0.5,0.05207455641,0.05207455641,0
14,5,7,0.6428571429,0.05230847806,0.05230847806,0
14,6,7,0.7857142857,0.05121403119,0.05121403119,0
14,7,7,0.9285714286,0.04934026334,0.04934026334,0
15,1,13,0.03846153846,0.3895947868,0.3895947868,0
15,2,13,0.1153846154,0.3737842774,0.3737842774,0
15,3,13,0.1923076923,0.3589091789,0.3589091789,0
15,4,13,0.2692307692,0.3476034237,0.3476034237,0
15,5,13,0.3461538462,0.340224911,0.340224911,0
15,6,13,0.4230769231,0.3358279137,0.3358279137,0
