road_id,cell_id,n_cells,cell_fraction_center,truth_density,mean_density,abs_error
144,30,36,0.8194444444,0.7140684963,0.7140684963,0
144,31,36,0.8472222222,0.7063605813,0.7063605813,0
144,32,36,0.875,0.6988869822,0.6988869822,0
144,33,36,0.9027777778,0.6894898387,0.6894898387,0
144,34,36,0.9305555556,0.6741241803,0.6741241803,0
144,35,36,0.9583333333,0.6473008871,0.6473008871,0
144,36,36,0.9861111111,0.6026792048,0.6026792048,0
145,1,23,0.02173913043,0.4203213816,0.4203213816,0
145,2,23,0.0652173913,0.3749659352,0.3749659352,0
145,3,23,0.1086956522,0.3368498557,0.3368498557,0
145,4,23,0.152173913,0.3048672988,0.3048672988,0
145,5,23,0.1956521739,0.279153177,0.279153177,0
145,6,23,0.2391304348,0.2600081591,0.2600081591,0
145,7,23,0.2826086957,0.2474617771,0.2474617771,0
145,8,23,0.3260869565,0.2409936538,0.2409936538,0
145,9,23,0.3695652174,0.2394457687,0.2394457687,0
145,10,23,0.4130434783,0.2411933804,0.2411933804,0
145,11,23,0.4565217391,0.2445122402,0.2445122402,0
145,12,23,0.5,0.2479475124,0.2479475124,0
145,13,23,0.5434782609,0.2505116888,0.2505116888,0
145,14,23,0.5869565217,0.2516859339,0.2516859339,0
145,15,23,0.6304347826,0.2513113552,0.2513113552,0
145,16,23,0.6739130435,0.249462217,0.249462217,0
145,17,23,0.7173913043,0.2463461461,0.2463461461,0
145,18,23,0.7608695652,0.2422385988,0.2422385988,0
145,19,23,0.8043478261,0.237444169,0.237444169,0
145,20,23,0.847826087,0.2322755707,0.2322755707,0
145,21,23,0.8913043478,0.2270431067,0.2270431067,0
145,22,23,0.9347826087,0.222049559,0.222049559,0
145,23,23,0.9782608696,0.3564661458,0.3564661458,0
146,1,3,0.1666666667,0.1938137822,0.1938137822,0
146,2,3,0.5,0.1938137822,0.1938137822,0
146,3,3,0.8333333333,0.1938137822,0.1938137822,0
147,1,16,0.03125,0.4566341549,0.4566341549,0
147,2,16,0.09375,0.4370391148,0.4370391148,0
147,3,16,0.15625,0.4264973986,0.4264973986,0
147,4,16,0.21875,0.4239324931,0.4239324931,0
147,5,16,0.28125,0.4262442523,0.4262442523,0
147,6,16,0.34375,0.4285352444,0.4285352444,0
147,7,16,0.40625,0.4273660655,0.4273660655,0
147,8,16,0.46875,0.4223044128,0.4223044128,0
147,9,16,0.53125,0.4144583371,0.4144583371,0
147,10,16,0.59375,0.405047822,0.405047822,0
147,11,16,0.65625,0.3950342199,0.3950342199,0
147,12,16,0.71875,0.3851868916,0.3851868916,0
147,13,16,0.78125,0.3762037035,0.3762037035,0
147,14,16,0.84375,0.3688097747,0.3688097747,0
147,15,16,0.90625,0.4557831398,0.45578314,2.935492405e-10
147,16,16,0.96875,0.7462721134,0.7462721134,7.801370661e-11
148,1,2,0.25,0.8535533906,0.8535533906,0
148,2,2,0.75,0.8535533906,0.8535533906,0
149,1,8,0.0625,0.3823756051,0.3823756049,2.324717086e-10
149,2,8,0.1875,0.4134004894,0.413400489,4.036818657e-10
149,3,8,0.3125,0.4282971169,0.4282442984,5.281857016e-05
149,4,8,0.4375,0.5795464254,0.4236266459,0.1559197795
149,5,8,0.5625,0.7657573766,0.4126271559,0.3531302208
149,6,8,0.6875,0.7922972789,0.4004622707,0.3918350082
149,7,8,0.8125,0.7962081583,0.3882762985,0.4079318598
149,8,8,0.9375,0.8034007498,0.3779941717,0.425406578
150,1,4,0.125,0.10554011,0.10554011,0
150,2,4,0.375,0.1051340127,0.1051340127,0
150,3,4,0.625,0.104802786,0.104802786,0
150,4,4,0.875,0.6123733265,0.6123733265,0
151,1,7,0.07142857143,0.6431233575,0.4810432539,0.1620801036
151,2,7,0.2142857143,0.7355049347,0.8954573337,0.159952399
151,3,7,0.3571428571,0.7370849862,0.9023625092,0.165277523
151,4,7,0.5,0.7160269957,0.9021952802,0.1861682845
151,5,7,0.6428571429,0.6922295541,0.9018025533,0.2095729992
151,6,7,0.7857142857,0.6712418646,0.9011443968,0.2299025322
151,7,7,0.9285714286,0.6579948937,0.9001423294,0.2421474358
152,1,6,0.08333333333,0.2040837147,0.2040837147,0
152,2,6,0.25,0.2026854108,0.2026854108,0
152,3,6,0.4166666667,0.2025479545,0.2025479545,0
152,4,6,0.5833333333,0.203550543,0.203550543,0
152,5,6,0.75,0.2051617962,0.2051617962,0
152,6,6,0.9166666667,0.2065682497,0.2065682497,0
153,1,6,0.08333333333,0.1422986679,0.1422986679,0
153,2,6,0.25,0.141556876,0.141556876,0
153,3,6,0.4166666667,0.1404461193,0.1404461193,0
153,4,6,0.5833333333,0.1390075365,0.1390075365,0
153,5,6,0.75,0.1373631992,0.1373631992,0
153,6,6,0.9166666667,0.1357076997,0.1357076997,0
154,1,8,0.0625,0.1581601155,0.2512577257,0.09309761018
154,2,8,0.1875,0.1633496526,0.2553712772,0.09202162457
154,3,8,0.3125,0.1654231608,0.2653738906,0.09995072976
154,4,8,0.4375,0.1661042627,0.6101847926,0.4440805298
154,5,8,0.5625,0.1662855476,0.8478120561,0.6815265086
154,6,8,0.6875,0.1663055948,0.8533590152,0.6870534204
154,7,8,0.8125,0.7826760843,0.8535505115,0.07087442722
154,8,8,0.9375,0.8535533659,0.8535533659,1.197475452e-11
155,1,2,0.25,0.0527864045,0.04265795612,0.01012844838
155,2,2,0.75,0.09035455075,0.0438251447,0.04652940605
156,1,4,0.125,0.1297277634,0.1297277634,0
156,2,4,0.375,0.1291956406,0.1291956406,0
156,3,4,0.625,0.1286469824,0.1286469824,0
156,4,4,0.875,0.1280820333,0.1280820333,0
157,1,3,0.1666666667,0.7588617743,0.7588617743,0
157,2,3,0.5,0.7570076199,0.7570076199,0
157,3,3,0.8333333333,0.7552280199,0.7552280199,0
158,1,3,0.1666666667,0.2450576419,0.2450576419,0
158,2,3,0.5,0.8894151309,0.8894151309,0
158,3,3,0.8333333333,0.889087327,0.889087327,0
159,1,11,0.04545454545,0.2022625529,0.2022625529,0
159,2,11,0.1363636364,0.1979080054,0.1979080054,0
159,3,11,0.2272727273,0.1930010537,0.1930010537,0
159,4,11,0.3181818182,0.1874323312,0.1874323312,0
159,5,11,0.4090909091,0.1810735808,0.1810735808,0
159,6,11,0.5,0.1738642868,0.1738642868,0
159,7,11,0.5909090909,0.1659001326,0.1659001326,0
159,8,11,0.6818181818,0.1574707158,0.1574707158,0
159,9,11,0.7727272727,0.1490203145,0.1490203145,0
159,10,11,0.8636363636,0.1410392562,0.1410392562,0
159,11,11,0.9545454545,0.1339157581,0.1339157581,0
160,1,11,0.04545454545,0.08409122048,0.08409122048,0
160,2,11,0.1363636364,0.1201070779,0.1201070779,0
160,3,11,0.2272727273,0.1160510997,0.1160510997,0
160,4,11,0.3181818182,0.0991178528,0.0991178528,0
160,5,11,0.4090909091,0.08491754996,0.08491754996,0
160,6,11,0.5,0.07950920481,0.07950920481,0
160,7,11,0.5909090909,0.08581942103,0.08581942103,0
160,8,11,0.6818181818,0.1069529002,0.1069529002,0
160,9,11,0.7727272727,0.1457628893,0.1457628893,0
160,10,11,0.8636363636,0.1970951194,0.1970951194,0
160,11,11,0.9545454545,0.7162914201,0.7162914201,0
161,1,3,0.1666666667,0.2051673175,0.2051673175,0
161,2,3,0.5,0.719362502,0.719362502,0
161,3,3,0.8333333333,0.8461580689,0.8461580689,0
162,1,35,0.01428571429,0.4128746332,0.4128746332,0
162,2,35,0.04285714286,0.7123295314,0.7123295314,0
162,3,35,0.07142857143,0.713872824,0.713872824,0
162,4,35,0.1,0.7129805836,0.7129805836,0
162,5,35,0.1285714286,0.7098260261,0.7098260261,0
162,6,35,0.1571428571,0.7046204866,0.7046204866,0
162,7,35,0.1857142857,0.6975999473,0.6975999473,0
162,8,35,0.2142857143,0.6890154734,0.6890154734,0
162,9,35,0.2428571429,0.6791268689,0.6791268689,0
162,10,35,0.2714285714,0.6681988451,0.6681988451,0
162,11,35,0.3,0.6564990752,0.6564990752,0
162,12,35,0.3285714286,0.6442976149,0.6442976149,0
162,13,35,0.3571428571,0.6318672723,0.6318672723,0
162,14,35,0.3857142857,0.6194845784,0.6194845784,0
162,15,35,0.4142857143,0.6074310471,0.6074310471,0
162,16,35,0.4428571429,0.595994403,0.595994403,0
162,17,35,0.4714285714,0.5854693846,0.5854693846,0
162,18,35,0.5,0.5761576025,0.5761576025,0
162,19,35,0.5285714286,0.5683657094,0.5683657094,0
162,20,35,0.5571428571,0.5624008492,0.5624008492,0
162,21,35,0.5857142857,0.5585620015,0.5585620015,0
162,22,35,0.6142857143,0.5571255703,0.5571255703,0
162,23,35,0.6428571429,0.5583236369,0.5583236369,0
162,24,35,0.6714285714,0.5623141866,0.5623141866,0
162,25,35,0.7,0.5691448607,0.5691448607,0
162,26,35,0.7285714286,0.5787154798,0.5787154798,0
162,27,35,0.7571428571,0.5907480793,0.5907480793,0
162,28,35,0.7857142857,0.6047696723,0.6047696723,0
162,29,35,0.8142857143,0.6200822503,0.6200822503,0
162,30,35,0.8428571429,0.6356064574,0.6356064574,0
162,31,35,0.8714285714,0.6494048695,0.6494048695,0
162,32,35,0.9,0.6579921459,0.6579921459,0
162,33,35,0.9285714286,0.6565736422,0.6565736422,0
162,34,35,0.9571428571,0.6433311195,0.6433311195,0
162,35,35,0.9857142857,0.6432660768,0.6432660768,0
163,1,8,0.0625,0.2763961286,0.2378846766,0.038511452
163,2,8,0.1875,0.2764962216,0.2620086577,0.01448756388
163,3,8,0.3125,0.2787349088,0.2759659626,0.002768946211
163,4,8,0.4375,0.3186745444,0.4058821445,0.08720760009
163,5,8,0.5625,0.5103231874,0.5925163738,0.0821931864
163,6,8,0.6875,0.5544074105,0.5774039264,0.02299651587
163,7,8,0.8125,0.5412662578,0.5592315018,0.01796524402
163,8,8,0.9375,0.5260013409,0.5376827307,0.01168138975
164,1,3,0.1666666667,0.8469475625,0.8469475625,0
164,2,3,0.5,0.8464148568,0.8464148568,0
164,3,3,0.8333333333,0.8458947456,0.8458947456,0
165,1,13,0.03846153846,0.09398851771,0.09398851771,0
165,2,13,0.1153846154,0.09973347542,0.09973347542,0
165,3,13,0.1923076923,0.1060317668,0.1060317668,0
165,4,13,0.2692307692,0.111720829,0.111720829,0
165,5,13,0.3461538462,0.1157843653,0.1157843653,0
165,6,13,0.4230769231,0.1177679496,0.1177679496,0
165,7,13,0.5,0.1178136752,0.1178136752,0
165,8,13,0.5769230769,0.116392778,0.116392778,0
165,9,13,0.6538461538,0.1140073582,0.1140073582,0
165,10,13,0.7307692308,0.1110419279,0.1110419279,0
165,11,13,0.8076923077,0.1077769765,0.1077769765,0
165,12,13,0.8846153846,0.1044821625,0.1044821625,0
165,13,13,0.9615384615,0.1014989878,0.1014989878,0
166,1,21,0.02380952381,0.7482063603,0.7482063603,0
166,2,21,0.07142857143,0.7375249345,0.7375249345,0
166,3,21,0.119047619,0.7307345165,0.7307345165,0
166,4,21,0.1666666667,0.7294873026,0.7294873026,0
166,5,21,0.2142857143,0.7354865771,0.7354865771,0
166,6,21,0.2619047619,0.7496575885,0.7496575885,0
166,7,21,0.3095238095,0.7709233377,0.7709233377,0
166,8,21,0.3571428571,0.7957405977,0.7957405977,0
166,9,21,0.4047619048,0.8193795329,0.8193795329,0
166,10,21,0.4523809524,0.8379417758,0.8379417758,0
166,11,21,0.5,0.8493443748,0.8493443748,0
166,12,21,0.5476190476,0.8530165833,0.8530165833,0
166,13,21,0.5952380952,0.8491694699,0.8491694699,0
166,14,21,0.6428571429,0.8382577484,0.8382577484,0
166,15,21,0.6904761905,0.8207378322,0.8207378322,0
166,16,21,0.7380952381,0.7970105251,0.7970105251,0
166,17,21,0.7857142857,0.7674282561,0.7674282561,0
166,18,21,0.8333333333,0.7322887488,0.7322887488,0
166,19,21,0.880952381,0.6917599621,0.6917599621,0
166,20,21,0.9285714286,0.6456248882,0.6456248882,0
166,21,21,0.9761904762,0.5922143059,0.5922143059,0
167,1,13,0.03846153846,0.0270186236,0.0270186236,0
167,2,13,0.1153846154,0.03795435776,0.03795435776,0
167,3,13,0.1923076923,0.04014288296,0.04014288296,0
167,4,13,0.2692307692,0.03879512641,0.03879512641,0
167,5,13,0.3461538462,0.036834165,0.036834165,0
167,6,13,0.4230769231,0.03527223871,0.03527223871,0
167,7,13,0.5,0.03431210522,0.03431210522,0
167,8,13,0.5769230769,0.03384957654,0.03384957654,0
167,9,13,0.6538461538,0.03376138967,0.03376138967,0
167,10,13,0.7307692308,0.03403692953,0.03403692953,0
167,11,13,0.8076923077,0.03478921908,0.03478921908,0
167,12,13,0.8846153846,0.03623216464,0.03623216464,0
167,13,13,0.9615384615,0.05718389276,0.05718389276,0
168,1,8,0.0625,0.2896019331,0.170460441,0.1191414921
168,2,8,0.1875,0.2913366055,0.1708881746,0.1204484309
168,3,8,0.3125,0.3196689871,0.1715093973,0.1481595898
168,4,8,0.4375,0.4890926377,0.1724818074,0.3166108303
168,5,8,0.5625,0.5530501065,0.1741306801,0.3789194264
168,6,8,0.6875,0.5428217542,0.1780102296,0.3648115246
168,7,8,0.8125,0.5316617077,0.1948968014,0.3367649063
168,8,8,0.9375,0.5194787984,0.2739077354,0.245571063
169,1,4,0.125,0.1188031334,0.1188031334,0
169,2,4,0.375,0.1167507909,0.1167507909,0
169,3,4,0.625,0.1147796118,0.1147796118,0
169,4,4,0.875,0.1129069197,0.1129069197,0
170,1,4,0.125,0.1854262516,0.1854262516,0
170,2,4,0.375,0.1843649108,0.1843649108,0
170,3,4,0.625,0.1834709467,0.1834709467,0
170,4,4,0.875,0.1827795503,0.1827795503,0
171,1,17,0.02941176471,0.2487725766,0.3205712869,0.07179871032
171,2,17,0.08823529412,0.2843995188,0.3397406136,0.0553410948
171,3,17,0.1470588235,0.3065089948,0.3373913551,0.03088236024
171,4,17,0.2058823529,0.3085661584,0.323025022,0.01445886361
171,5,17,0.2647058824,0.3024154656,0.309016416,0.006600950356
171,6,17,0.3235294118,0.2985409945,0.3016187803,0.003077785803
171,7,17,0.3823529412,0.3017923188,0.3032250648,0.001432745944
171,8,17,0.4411764706,0.3124819613,0.3131111548,0.0006291935112
171,9,17,0.5,0.3269544832,0.3271986565,0.0002441732644
171,10,17,0.5588235294,0.3394805844,0.339560677,8.009266176e-05
171,11,17,0.6176470588,0.3458627585,0.3458849576,2.219917578e-05
171,12,17,0.6764705882,0.3453270272,0.3453324366,5.409425283e-06
171,13,17,0.7352941176,0.3393141268,0.3393153477,1.220841926e-06
171,14,17,0.7941176471,0.3296979413,0.3296982074,2.660765436e-07
171,15,17,0.8529411765,0.3180290016,0.3180290591,5.745508896e-08
171,16,17,0.9117647059,0.3054857257,0.3054857381,1.245038722e-08
171,17,17,0.9705882353,0.2930141905,0.2930141932,2.719479308e-09
172,1,8,0.0625,0.02983928127,0.02983928127,0
172,2,8,0.1875,0.04622805624,0.04622805624,0
172,3,8,0.3125,0.05416812671,0.05416812671,0
172,4,8,0.4375,0.05546986297,0.05546986297,0
172,5,8,0.5625,0.05382636619,0.05382636619,0
172,6,8,0.6875,0.05127182782,0.05127182782,0
172,7,8,0.8125,0.04882798417,0.04882798417,0
172,8,8,0.9375,0.04701538816,0.04701538816,0
173,1,7,0.07142857143,0.119327407,0.1777769596,0.05844955254
173,2,7,0.2142857143,0.1193084088,0.1785141593,0.05920575044
173,3,7,0.3571428571,0.1192802161,0.17947822,0.06019800386
173,4,7,0.5,0.119263755,0.1808138482,0.06155009322
173,5,7,0.6428571429,0.1192889311,0.4475772965,0.3282883654
173,6,7,0.7857142857,0.1197529576,0.7567804,0.6370274424
173,7,7,0.9285714286,0.2926455276,0.7594207669,0.4667752393
174,1,13,0.03846153846,0.1346277486,0.1346277486,0
174,2,13,0.1153846154,0.626244121,0.626244121,0
174,3,13,0.1923076923,0.7307008502,0.7307008502,0
174,4,13,0.2692307692,0.7188838266,0.7188838266,0
174,5,13,0.3461538462,0.7092729383,0.7092729383,0
174,6,13,0.4230769231,0.7013290782,0.7013290782,0
174,7,13,0.5,0.6933537831,0.6933537831,0
174,8,13,0.5769230769,0.6829969143,0.6829969143,0
174,9,13,0.6538461538,0.6683405506,0.6683405506,0
174,10,13,0.7307692308,0.6485918346,0.6485918346,0
174,11,13,0.8076923077,0.6238794784,0.6238794784,0
174,12,13,0.8846153846,0.5945293981,0.5945293981,0
174,13,13,0.9615384615,0.5599471899,0.5599471899,0
175,1,7,0.07142857143,0.1819377984,0.1819377984,0
175,2,7,0.2142857143,0.1730400507,0.1730400507,0
175,3,7,0.3571428571,0.1647879089,0.1647879089,0
175,4,7,0.5,0.1582199122,0.1582199122,0
175,5,7,0.6428571429,0.1545454267,0.1545454267,0
175,6,7,0.7857142857,0.1549777632,0.1549777632,0
175,7,7,0.9285714286,0.1602049659,0.1602049659,0
176,1,7,0.07142857143,0.1538772982,0.1538772982,0
176,2,7,0.2142857143,0.1601868952,0.1601868952,0
176,3,7,0.3571428571,0.1654684171,0.1654684171,0
176,4,7,0.5,0.1684188652,0.1684188652,0
176,5,7,0.6428571429,0.1684686278,0.1684686278,0
176,6,7,0.7857142857,0.1656989729,0.1656989729,0
176,7,7,0.9285714286,0.1606001517,0.1606001517,0
177,1,8,0.0625,0.1555089725,0.1555089725,0
177,2,8,0.1875,0.1669530922,0.1669530922,0
177,3,8,0.3125,0.4406488801,0.4406488801,0
177,4,8,0.4375,0.6360708689,0.6360708689,0
177,5,8,0.5625,0.614622635,0.614622635,0
177,6,8,0.6875,0.5921254678,0.5921254678,0
177,7,8,0.8125,0.568371961,0.568371961,0
177,8,8,0.9375,0.5424665056,0.5424665056,0
178,1,13,0.03846153846,0.2647421332,0.2647421332,0
178,2,13,0.1153846154,0.2540851093,0.2540851093,0
178,3,13,0.1923076923,0.2407687926,0.2407687926,0
178,4,13,0.2692307692,0.2257217171,0.2257217171,0
178,5,13,0.3461538462,0.209789031,0.209789031,0
178,6,13,0.4230769231,0.1935632412,0.1935632412,0
178,7,13,0.5,0.1774043026,0.1774043026,0
178,8,13,0.5769230769,0.1615139668,0.1615139668,0
178,9,13,0.6538461538,0.1460144989,0.1460144989,0
178,10,13,0.7307692308,0.1310157355,0.1310157355,0
178,11,13,0.8076923077,0.1166671414,0.1166671414,0
178,12,13,0.8846153846,0.1031969193,0.1031969193,0
178,13,13,0.9615384615,0.09094115002,0.09094115002,0
179,1,6,0.08333333333,0.2696140935,0.2696140935,0
179,2,6,0.25,0.2664422653,0.2664422653,0
179,3,6,0.4166666667,0.262586522,0.262586522,0
179,4,6,0.5833333333,0.257964045,0.257964045,0
179,5,6,0.75,0.2526143176,0.2526143176,0
179,6,6,0.9166666667,0.4128198694,0.4184676791,0.005647809703
180,1,7,0.07142857143,0.1914146425,0.196199182,0.004784539501
180,2,7,0.2142857143,0.1959100414,0.1976700304,0.001759989
180,3,7,0.3571428571,0.1985133553,0.1990518913,0.0005385360091
180,4,7,0.5,0.2000736299,0.2002134167,0.0001397868272
180,5,7,0.6428571429,0.2010045525,0.2010358219,3.126940748e-05
180,6,7,0.7857142857,0.2014329652,0.2014390729,6.107687205e-06
180,7,7,0.9285714286,0.2014013017,0.201402519,1.21731919e-06
181,1,6,0.08333333333,0.4668857177,0.4668857177,0
181,2,6,0.25,0.4465013132,0.4465013132,0
181,3,6,0.4166666667,0.4275986238,0.4275986238,0
181,4,6,0.5833333333,0.4094145962,0.4094145962,0
181,5,6,0.75,0.3916940298,0.3916940298,0
181,6,6,0.9166666667,0.3743245207,0.3743245207,0
182,1,8,0.0625,0.1920189067,0.1964066434,0.004387736742
182,2,8,0.1875,0.1965942813,0.1980496578,0.001455376462
182,3,8,0.3125,0.1991108747,0.1995083378,0.000397463075
182,4,8,0.4375,0.2005512239,0.2006427098,9.148581688e-05
182,5,8,0.5625,0.2018527441,0.201870822,1.807789729e-05
182,6,8,0.6875,0.2087038343,0.2087069507,3.116405499e-06
182,7,8,0.8125,0.2578009801,0.2578014529,4.728387884e-07
182,8,8,0.9375,0.4151151038,0.4151151587,5.492990179e-08
183,1,8,0.0625,0.235660713,0.2356607137,6.421625454e-10
183,2,8,0.1875,0.2310209551,0.2310209551,5.280997861e-11
183,3,8,0.3125,0.2213719737,0.2213719737,4.035494161e-12
183,4,8,0.4375,0.2104507264,0.2104507264,2.932376564e-13
183,5,8,0.5625,0.2009288569,0.2009288569,2.040034808e-14
183,6,8,0.6875,0.1949640558,0.1949640558,1.360023205e-15
183,7,8,0.8125,0.546813856,0.5487220574,0.001908201363
183,8,8,0.9375,0.7538700348,0.7590524757,0.005182440957
184,1,1,0.5,0.02667873039,0.02667873039,0
185,1,1,0.5,0.04115814355,0.04115814355,0
186,1,6,0.08333333333,0.2046982867,0.2046982871,4.282696142e-10
186,2,6,0.25,0.1976898948,0.1976898948,3.505451485e-11
186,3,6,0.4166666667,0.1889002372,0.1889002372,2.683325784e-12
186,4,6,0.5833333333,0.1810173303,0.1810173303,1.940392291e-13
186,5,6,0.75,0.1770126137,0.1770126137,1.321165399e-14
186,6,6,0.9166666667,0.1857154714,0.1857154714,7.771561172e-16
187,1,4,0.125,0.0733808058,0.0733808058,0
187,2,4,0.375,0.1217069596,0.1217069596,0
187,3,4,0.625,0.1958409879,0.1958409879,0
187,4,4,0.875,0.2507429195,0.2507429195,0
188,1,4,0.125,0.2361634253,0.2361634265,1.186872739e-09
188,2,4,0.375,0.238305329,0.2383053292,1.82327875e-10
188,3,4,0.625,0.2368883118,0.2368883119,2.562725032e-11
188,4,4,0.875,0.233580119,0.233580119,3.352623734e-12
189,1,6,0.08333333333,0.01929377177,0.01929377177,0
189,2,6,0.25,0.03170370741,0.03170370741,0
189,3,6,0.4166666667,0.04052505535,0.04052505535,0
189,4,6,0.5833333333,0.04400865359,0.04400865359,0
189,5,6,0.75,0.04404766314,0.04404766314,0
189,6,6,0.9166666667,0.0423287349,0.0423287349,0
190,1,85,0.005882352941,0.6751896138,0.6751896138,0
190,2,85,0.01764705882,0.6753000086,0.6753000086,0
190,3,85,0.02941176471,0.6752744873,0.6752744873,0
190,4,85,0.04117647059,0.6751136173,0.6751136173,0
190,5,85,0.05294117647,0.6748186921,0.6748186921,0
190,6,85,0.06470588235,0.6743917153,0.6743917153,0
190,7,85,0.07647058824,0.6738353814,0.6738353814,0
190,8,85,0.08823529412,0.6731530538,0.6731530538,0
190,9,85,0.1,0.6723487394,0.6723487394,0
190,10,85,0.1117647059,0.6714270615,0.6714270615,0
190,11,85,0.1235294118,0.6703932296,0.6703932296,0
190,12,85,0.1352941176,0.669253008,0.669253008,0
190,13,85,0.1470588235,0.6680126817,0.6680126817,0
190,14,85,0.1588235294,0.6666790215,0.6666790215,0
190,15,85,0.1705882353,0.6652592476,0.6652592476,0
190,16,85,0.1823529412,0.6637609913,0.6637609913,0
190,17,85,0.1941176471,0.6621922563,0.6621922563,0
190,18,85,0.2058823529,0.6605613792,0.6605613792,0
190,19,85,0.2176470588,0.6588769885,0.6588769885,0
190,20,85,0.2294117647,0.6571479637,0.6571479637,0
190,21,85,0.2411764706,0.6553833932,0.6553833932,0
190,22,85,0.2529411765,0.6535925326,0.6535925326,0
190,23,85,0.2647058824,0.6517847614,0.6517847614,0
190,24,85,0.2764705882,0.6499695407,0.6499695407,0
190,25,85,0.2882352941,0.6481563695,0.6481563695,0
190,26,85,0.3,0.6463547421,0.6463547421,0
190,27,85,0.3117647059,0.6445741038,0.6445741038,0
190,28,85,0.3235294118,0.6428238085,0.6428238085,0
190,29,85,0.3352941176,0.6411130746,0.6411130746,0
190,30,85,0.3470588235,0.6394509424,0.6394509424,0
190,31,85,0.3588235294,0.6378462306,0.6378462306,0
190,32,85,0.3705882353,0.6363074943,0.6363074943,0
190,33,85,0.3823529412,0.6348429825,0.6348429825,0
190,34,85,0.3941176471,0.6334605967,0.6334605967,0
190,35,85,0.4058823529,0.6321678501,0.6321678501,0
190,36,85,0.4176470588,0.6309718275,0.6309718275,0
190,37,85,0.4294117647,0.6298791467,0.6298791467,0
190,38,85,0.4411764706,0.6288959208,0.6288959208,0
190,39,85,0.4529411765,0.6280277223,0.6280277223,0
190,40,85,0.4647058824,0.6272795483,0.6272795483,0
190,41,85,0.4764705882,0.6266557889,0.6266557889,0
190,42,85,0.4882352941,0.6261601959,0.6261601959,0
190,43,85,0.5,0.6257958564,0.6257958564,0
190,44,85,0.5117647059,0.6255651671,0.6255651671,0
190,45,85,0.5235294118,0.6254698126,0.6254698126,0
190,46,85,0.5352941176,0.6255107478,0.6255107478,0
190,47,85,0.5470588235,0.6256881821,0.6256881821,0
190,48,85,0.5588235294,0.6260015697,0.6260015697,0
190,49,85,0.5705882353,0.6264496025,0.6264496025,0
190,50,85,0.5823529412,0.6270302084,0.6270302084,0
190,51,85,0.5941176471,0.627740554,0.627740554,0
190,52,85,0.6058823529,0.628577052,0.628577052,0
190,53,85,0.6176470588,0.6295353744,0.6295353744,0
190,54,85,0.6294117647,0.6306104698,0.6306104698,0
190,55,85,0.6411764706,0.631796587,0.631796587,0
190,56,85,0.6529411765,0.633087303,0.633087303,0
190,57,85,0.6647058824,0.6344755563,0.6344755563,0
190,58,85,0.6764705882,0.6359536859,0.6359536859,0
190,59,85,0.6882352941,0.6375134742,0.6375134742,0
190,60,85,0.7,0.6391461952,0.6391461952,0
190,61,85,0.7117647059,0.6408426662,0.6408426662,0
190,62,85,0.7235294118,0.6425933046,0.6425933046,0
190,63,85,0.7352941176,0.6443881867,0.6443881867,0
190,64,85,0.7470588235,0.6462171107,0.6462171107,0
190,65,85,0.7588235294,0.6480696609,0.6480696609,0
190,66,85,0.7705882353,0.6499352752,0.6499352752,0
190,67,85,0.7823529412,0.6518033123,0.6518033123,0
190,68,85,0.7941176471,0.6536631206,0.6536631206,0
190,69,85,0.8058823529,0.6555041065,0.6555041065,0
190,70,85,0.8176470588,0.6573158027,0.6573158027,0
190,71,85,0.8294117647,0.6590879339,0.6590879339,0
190,72,85,0.8411764706,0.6608104825,0.6608104825,0
190,73,85,0.8529411765,0.6624737502,0.6624737502,0
190,74,85,0.8647058824,0.6640684167,0.6640684167,0
190,75,85,0.8764705882,0.6655855874,0.6655855874,0
190,76,85,0.8882352941,0.6670167779,0.6670167779,0
190,77,85,0.9,0.6683534842,0.6683534842,0
190,78,85,0.9117647059,0.6695842449,0.6695842449,0
190,79,85,0.9235294118,0.6706787597,0.6706787597,0
190,80,85,0.9352941176,0.6715172743,0.6715172743,0
190,81,85,0.9470588235,0.6716423084,0.6716423084,0
190,82,85,0.9588235294,0.6696212628,0.6696212628,0
190,83,85,0.9705882353,0.662024725,0.662024725,0
190,84,85,0.9823529412,0.6428108565,0.6428108565,0
190,85,85,0.9941176471,0.6035614168,0.6035614168,0
191,1,16,0.03125,0.1330634775,0.1330634775,0
191,2,16,0.09375,0.1951333069,0.1951333069,0
191,3,16,0.15625,0.2063106094,0.2063106094,0
191,4,16,0.21875,0.2029523501,0.2029523501,0
191,5,16,0.28125,0.2048630776,0.2048630776,0
191,6,16,0.34375,0.228667425,0.228667425,0
191,7,16,0.40625,0.2900206903,0.2900206903,0
191,8,16,0.46875,0.3657930754,0.3657930754,0
191,9,16,0.53125,0.4058884531,0.4058884531,0
191,10,16,0.59375,0.4156408091,0.4156408091,0
191,11,16,0.65625,0.4190158324,0.4190158324,0
191,12,16,0.71875,0.4249950554,0.4690816794,0.04408662407
191,13,16,0.78125,0.4925314732,0.7418433763,0.2493119031
191,14,16,0.84375,0.718327886,0.8566081691,0.1382802831
191,15,16,0.90625,0.7857594553,0.8706778097,0.08491835445
191,16,16,0.96875,0.7845721707,0.8703190712,0.08574690051
192,1,6,0.08333333333,0.03067611318,0.03067611318,0
192,2,6,0.25,0.04898248475,0.04898248475,0
192,3,6,0.4166666667,0.06162070519,0.06162070519,0
