sample	weight	entry_index	target_row_index	node_label	node_type	junction_id	row	incoming_road	outgoing_road	local_outgoing_index	matrix_column	true_turning_fraction	sample_turning_fraction
2	0.015625	101	32	RB20	roundabout	487	1	768	777	5	5	0.2022017561	0.1648766456
2	0.015625	102	33	RB23	roundabout	490	1	548	551	1	1	0.3462674085	0.2695496696
2	0.015625	103	33	RB23	roundabout	490	1	548	552	2	2	0.2844559279	0.3850655855
2	0.015625	104	33	RB23	roundabout	490	1	548	557	3	3	0.3692766635	0.3453847449
2	0.015625	105	34	RB23	roundabout	490	2	553	551	1	1	0.3021528261	0.1296962809
2	0.015625	106	34	RB23	roundabout	490	2	553	552	2	2	0.2590793295	0.2299973948
2	0.015625	107	34	RB23	roundabout	490	2	553	557	3	3	0.4387678443	0.6403063243
2	0.015625	108	35	RB24	roundabout	491	1	562	561	1	1	0.354151074	0.3105466471
2	0.015625	109	35	RB24	roundabout	491	1	562	564	2	2	0.645848926	0.6894533529
2	0.015625	110	36	RB24	roundabout	491	2	567	561	1	1	0.3321790666	0.4843745055
2	0.015625	111	36	RB24	roundabout	491	2	567	564	2	2	0.6678209334	0.5156254945
2	0.015625	112	37	RB28	roundabout	495	1	108	115	1	1	0.0597532262	0.426964049
2	0.015625	113	37	RB28	roundabout	495	1	108	116	2	2	0.06637418218	0.1170466878
2	0.015625	114	37	RB28	roundabout	495	1	108	123	3	4	0.07712541654	0.327825186
2	0.015625	115	37	RB28	roundabout	495	1	108	130	4	5	0.7967471751	0.1281640772
2	0.015625	116	38	RB28	roundabout	495	2	122	115	1	1	0.0684116138	0.1323716846
2	0.015625	117	38	RB28	roundabout	495	2	122	116	2	2	0.0812487774	0.372199079
2	0.015625	118	38	RB28	roundabout	495	2	122	117	3	3	0.09876736801	0.1386276151
2	0.015625	119	38	RB28	roundabout	495	2	122	130	4	5	0.7515722408	0.3568016213
2	0.015625	120	39	RB28	roundabout	495	3	125	115	1	1	0.1618176795	0.337067315
2	0.015625	121	39	RB28	roundabout	495	3	125	116	2	2	0.09897722401	0.344588399
2	0.015625	122	39	RB28	roundabout	495	3	125	117	3	3	0.1206537795	0.1306172539
2	0.015625	123	39	RB28	roundabout	495	3	125	123	4	4	0.1441552394	0.04602444927
2	0.015625	124	39	RB28	roundabout	495	3	125	130	5	5	0.4743960777	0.1417025828
2	0.015625	125	40	RB28	roundabout	495	4	151	115	1	1	0.1047798359	0.05257881305
